L,T,activity_late,alpha_async,autocorr_late,bias_mean_late,block_fraction,coherence_late,config_id,corr_A_late,corr_B_late,dephase,diagonal_ablation,entropy_late,eta_intrinsic,eta_weight,formalism,gamma,geometry,imprint_duration,imprint_start,imprint_strength,interface_density_late,intrinsic_bias_limit,intrinsic_enabled,intrinsic_target_activity,lesion_fraction,lesion_time,memory_mean_late,memory_strength,metric_stride,neighbor_pattern_entropy_late,order_bias,orientation_anisotropy_late,p0,plasticity,profile,repair_reference_corr,save_dense,schedule,second_imprint_duration,second_imprint_start,second_lesion_time,seed,sensitivity_point,sequential_events_per_sweep,sigma_birth,sigma_survive,snapshot_every,spectral_peak_fraction_late,structural_additions_total,structural_enabled,structural_interval,structural_link_fraction_late,structural_min_degree,structural_removals_total,structural_rewire_probability,structural_swap_tolerance,structural_target_fraction,structural_utility_tau,task,tau_memory,theta_input,theta_memory,theta_phase,weight_decay,weight_sum,selection_role,selection_score
72,500,0.4103378028471208,0.5,0.444297013292824,0.0,0.125,0.2130921470788742,extended_moore_r2__ql__plastic__intr0__struct0__synchronous__baseline__s1__7069f2c956,0.0148127846942314,-0.0056247626205073,0.25,False,0.8519321939582571,0.002,0.016,ql,0.68,extended_moore_r2,50,100,0.9,0.154878943091547,0.3,0,0.42,0.08,300,0.4082288579058545,0.2,20,1.24156894959549,,4.3111131626069084e-18,0.2,plastic,primary,,False,synchronous,50,260,400,1,-1,1.0,0.6,0.6,100,0.0117547838898846,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,baseline,30.0,0.45,0.2,0.1,0.002,8.0,visual,1.2356915576505478
72,500,0.4174142017743593,0.5,0.4599896282425596,0.0,0.125,0.2173793923160534,extended_moore_r2__ql__fixed__intr0__struct0__synchronous__imprint__s2__ea99a67120,-0.0023375197637162,-0.002288182260777,0.25,False,0.8534876954602042,0.002,0.016,ql,0.68,extended_moore_r2,50,100,0.9,0.1543139737151269,0.3,0,0.42,0.08,300,0.4092518427039018,0.2,20,1.2752825323193473,,4.076716647669413e-18,0.2,fixed,primary,,False,synchronous,50,260,400,2,-1,1.0,0.6,0.6,100,0.0129563361448391,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,imprint,30.0,0.45,0.2,0.1,0.002,8.0,median,1.5086530579276247
72,500,0.4174142017743593,0.5,0.4599896282425596,0.0,0.125,0.2173793923160534,extended_moore_r2__ql__fixed__intr0__struct0__synchronous__imprint__s2__ea99a67120,-0.0023375197637162,-0.002288182260777,0.25,False,0.8534876954602042,0.002,0.016,ql,0.68,extended_moore_r2,50,100,0.9,0.1543139737151269,0.3,0,0.42,0.08,300,0.4092518427039018,0.2,20,1.2752825323193473,,4.076716647669413e-18,0.2,fixed,primary,,False,synchronous,50,260,400,2,-1,1.0,0.6,0.6,100,0.0129563361448391,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,imprint,30.0,0.45,0.2,0.1,0.002,8.0,visual,1.2688043642469278
72,500,0.4136710900498208,0.5,0.4212001146213956,0.0,0.125,0.2238261449393719,extended_moore_r2__ql__plastic__intr0__struct0__synchronous__imprint__s5__9bba070db5,-0.0095581230722339,-0.0076542797374055,0.25,False,0.8558765283519932,0.002,0.016,ql,0.68,extended_moore_r2,50,100,0.9,0.1578165597524716,0.3,0,0.42,0.08,300,0.4078542234833466,0.2,20,1.18885695544479,,4.07160624465025e-18,0.2,plastic,primary,,False,synchronous,50,260,400,5,-1,1.0,0.6,0.6,100,0.0115504954560948,0,0,40,0.984519675925926,2,0,0.25,0.01,0.75,50.0,imprint,30.0,0.45,0.2,0.1,0.002,8.0,median,0.8692765514947056
72,500,0.4103840946680072,0.5,0.4227227352749533,0.0,0.125,0.2125937680935885,extended_moore_r2__ql__plastic__intr0__struct0__synchronous__imprint__s1__f92493133a,-0.0704801012940993,0.0090937444795691,0.25,False,0.8525949977284799,0.002,0.016,ql,0.68,extended_moore_r2,50,100,0.9,0.1580649960413241,0.3,0,0.42,0.08,300,0.4090008715929896,0.2,20,1.1972588143050371,,4.373122582836359e-18,0.2,plastic,primary,,False,synchronous,50,260,400,1,-1,1.0,0.6,0.6,100,0.0111160526564588,0,0,40,0.9846000514403292,2,0,0.25,0.01,0.75,50.0,imprint,30.0,0.45,0.2,0.1,0.002,8.0,visual,1.1917007879768078
72,500,0.4133142732003049,0.5,0.4440328350599449,0.0,0.125,0.2083118741569278,extended_moore_r2__ql__fixed__intr0__struct0__synchronous__lesion__s3__45c62ae467,-0.0097649229861403,-0.0111325902254281,0.25,False,0.8520304339312341,0.002,0.016,ql,0.68,extended_moore_r2,50,100,0.9,0.1563079882082935,0.3,0,0.42,0.08,300,0.4097425227185967,0.2,20,1.250812261725968,,3.967044770682562e-18,0.2,fixed,primary,0.1118439542319102,False,synchronous,50,260,400,3,-1,1.0,0.6,0.6,100,0.0171217100475171,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,median,1.197892620914446
72,500,0.4099970188319569,0.5,0.4754764522524201,0.0,0.125,0.2197893371770298,extended_moore_r2__ql__fixed__intr0__struct0__synchronous__lesion__s1__4bfbd5093b,0.0113788710374589,0.0108839912154002,0.25,False,0.8499152729262232,0.002,0.016,ql,0.68,extended_moore_r2,50,100,0.9,0.1507063266801482,0.3,0,0.42,0.08,300,0.4082584179463515,0.2,20,1.289068289666473,,4.299674384982346e-18,0.2,fixed,primary,0.0494199904904924,False,synchronous,50,260,400,1,-1,1.0,0.6,0.6,100,0.0147885382302365,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,visual,1.2816740205513546
72,500,0.4133142732003049,0.5,0.4440328350599449,0.0,0.125,0.2083118741569278,extended_moore_r2__ql__fixed__intr0__struct0__synchronous__lesion__s3__45c62ae467,-0.0097649229861403,-0.0111325902254281,0.25,False,0.8520304339312341,0.002,0.016,ql,0.68,extended_moore_r2,50,100,0.9,0.1563079882082935,0.3,0,0.42,0.08,300,0.4097425227185967,0.2,20,1.250812261725968,,3.967044770682562e-18,0.2,fixed,primary,0.1118439542319102,False,synchronous,50,260,400,3,-1,1.0,0.6,0.6,100,0.0171217100475171,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,high_repair,0.1118439542319102
72,500,0.4112624475585146,0.5,0.3994019405066378,0.0,0.125,0.2175956332302171,extended_moore_r2__ql__plastic__intr0__struct0__synchronous__lesion__s1__eb324562dd,-0.0512921180199094,0.0021410949567376,0.25,False,0.855718155751827,0.002,0.016,ql,0.68,extended_moore_r2,50,100,0.9,0.1610742098460113,0.3,0,0.42,0.08,300,0.4093600143736061,0.2,20,1.1357297839623846,,4.082346512401038e-18,0.2,plastic,primary,-0.1347792440130629,False,synchronous,50,260,400,1,-1,1.0,0.6,0.6,100,0.0118018792552191,0,0,40,0.9845036008230452,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,median,0.9693959704191616
72,500,0.4000816360122725,0.5,0.4353382968624767,0.0,0.125,0.2128084252657618,extended_moore_r2__ql__plastic__intr0__struct0__synchronous__lesion__s4__5fbd96cb01,-0.0022729355698041,0.0061325233950851,0.25,False,0.8516040501016986,0.002,0.016,ql,0.68,extended_moore_r2,50,100,0.9,0.1523534234240174,0.3,0,0.42,0.08,300,0.4088606956446146,0.2,20,1.224887455570903,,3.782897104449812e-18,0.2,plastic,primary,0.0049021430723204,False,synchronous,50,260,400,4,-1,1.0,0.6,0.6,100,0.0124736717277794,0,0,40,0.9845759387860082,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,visual,1.2186506197070133
72,500,0.4108386143934197,0.5,0.4047052047649109,0.0,0.125,0.214770004516369,extended_moore_r2__ql__plastic__intr0__struct0__synchronous__lesion__s5__bac6c5dba9,-0.0296225507289206,0.0248547574793469,0.25,False,0.8559148454885461,0.002,0.016,ql,0.68,extended_moore_r2,50,100,0.9,0.1594717620957621,0.3,0,0.42,0.08,300,0.4091419517847665,0.2,20,1.1671058904072078,,4.576750479165622e-18,0.2,plastic,primary,0.0080645735599341,False,synchronous,50,260,400,5,-1,1.0,0.6,0.6,100,0.0104764898626325,0,0,40,0.9844875257201646,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,high_repair,0.0080645735599341
72,500,0.41321343724794,0.5,0.4560199739826073,0.0,0.125,0.2200755215258059,extended_moore_r2__ql__fixed__intr0__struct0__synchronous__order_ab__s4__6d3fa1bd89,-0.0137243794938349,0.0344079216894401,0.25,False,0.8520965147722916,0.002,0.016,ql,0.68,extended_moore_r2,50,100,0.9,0.1545482270581041,0.3,0,0.42,0.08,300,0.4081400262318205,0.2,20,1.252636680484836,0.0481323011832751,3.7215453504438576e-18,0.2,fixed,primary,,False,synchronous,50,260,400,4,-1,1.0,0.6,0.6,100,0.0123791668162559,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,order_ab,30.0,0.45,0.2,0.1,0.002,8.0,median,0.8335801288134985
72,500,0.4114871369991446,0.5,0.4652274282771571,0.0,0.125,0.2112542343363439,extended_moore_r2__ql__fixed__intr0__struct0__synchronous__order_ab__s2__946a63b448,0.0014628049801105,0.0200044022960633,0.25,False,0.8487052266397012,0.002,0.016,ql,0.68,extended_moore_r2,50,100,0.9,0.1545919589950618,0.3,0,0.42,0.08,300,0.407725680909025,0.2,20,1.2716360890411158,0.0185415973159528,3.887641048152125e-18,0.2,fixed,primary,,False,synchronous,50,260,400,2,-1,1.0,0.6,0.6,100,0.0121791668186745,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,order_ab,30.0,0.45,0.2,0.1,0.002,8.0,visual,1.2655465056317785
72,500,0.4095028839789926,0.5,0.4180987420467021,0.0,0.125,0.2213602516888108,extended_moore_r2__ql__plastic__intr0__struct0__synchronous__order_ab__s1__0612c84a10,-0.0768258470196074,-0.0923140380224627,0.25,False,0.846220256813768,0.002,0.016,ql,0.68,extended_moore_r2,50,100,0.9,0.1603316562583633,0.3,0,0.42,0.08,300,0.4057447659815641,0.2,20,1.225132127715725,-0.0154881910028552,4.197568218181735e-18,0.2,plastic,primary,,False,synchronous,50,260,400,1,-1,1.0,0.6,0.6,100,0.0114616501658546,0,0,40,0.978226273148148,2,0,0.25,0.01,0.75,50.0,order_ab,30.0,0.45,0.2,0.1,0.002,8.0,median,1.0655208470063533
72,500,0.4049313198605749,0.5,0.4402687616646524,0.0,0.125,0.2301296023178882,extended_moore_r2__ql__plastic__intr0__struct0__synchronous__order_ab__s2__1333c86469,-0.0806733989148887,-0.2205068836883885,0.25,False,0.8417338014603521,0.002,0.016,ql,0.68,extended_moore_r2,50,100,0.9,0.1566680666420611,0.3,0,0.42,0.08,300,0.3983699961528424,0.2,20,1.2711676878641849,-0.1398334847734998,3.644869096267523e-18,0.2,plastic,primary,,False,synchronous,50,260,400,2,-1,1.0,0.6,0.6,100,0.0131160412290699,0,0,40,0.978804976851852,2,0,0.25,0.01,0.75,50.0,order_ab,30.0,0.45,0.2,0.1,0.002,8.0,visual,1.2646096672496498
72,500,0.4026208311314891,0.5,0.467492644883081,0.0,0.125,0.2196231402737125,extended_moore_r2__ql__fixed__intr0__struct0__synchronous__order_ba__s4__1c1643ae3a,0.000291682519132,-0.0475868492622929,0.25,False,0.8467728573602844,0.002,0.016,ql,0.68,extended_moore_r2,50,100,0.9,0.1507416635165357,0.3,0,0.42,0.08,300,0.4069831752582971,0.2,20,1.2616753281472382,-0.047878531781425,4.7853155867504795e-18,0.2,fixed,primary,,False,synchronous,50,260,400,4,-1,1.0,0.6,0.6,100,0.0122913121950407,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,order_ba,30.0,0.45,0.2,0.1,0.002,8.0,median,0.5668137791597324
72,500,0.4200787445143359,0.5,0.4644991422427945,0.0,0.125,0.2179575262909116,extended_moore_r2__ql__fixed__intr0__struct0__synchronous__order_ba__s3__34ce80fcba,0.0051434051305904,0.0078523831118973,0.25,False,0.8492836968556421,0.002,0.016,ql,0.68,extended_moore_r2,50,100,0.9,0.1562577063359908,0.3,0,0.42,0.08,300,0.4077387016632848,0.2,20,1.2858393265592123,0.0027089779813068,4.5912629394087424e-18,0.2,fixed,primary,,False,synchronous,50,260,400,3,-1,1.0,0.6,0.6,100,0.0115260894068782,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,order_ba,30.0,0.45,0.2,0.1,0.002,8.0,visual,1.2800762818557732
72,500,0.4048200353492558,0.5,0.4251127846783916,0.0,0.125,0.2178639602892935,extended_moore_r2__ql__plastic__intr0__struct0__synchronous__order_ba__s5__7877086c61,-0.0763513804283888,-0.1532425822110461,0.25,False,0.8469716126589392,0.002,0.016,ql,0.68,extended_moore_r2,50,100,0.9,0.1572551487908524,0.3,0,0.42,0.08,300,0.4014617544207124,0.2,20,1.2273881172107566,-0.0768912017826573,4.034141878302655e-18,0.2,plastic,primary,,False,synchronous,50,260,400,5,-1,1.0,0.6,0.6,100,0.0134176609990061,0,0,40,0.9770769032921812,2,0,0.25,0.01,0.75,50.0,order_ba,30.0,0.45,0.2,0.1,0.002,8.0,median,1.206701339269389
72,500,0.4028071381105725,0.5,0.4271560914610753,0.0,0.125,0.2137082700560141,extended_moore_r2__ql__plastic__intr0__struct0__synchronous__order_ba__s1__f03527fe7a,-0.0469607871352226,-0.1161704966013338,0.25,False,0.8463097049256205,0.002,0.016,ql,0.68,extended_moore_r2,50,100,0.9,0.1566024542004397,0.3,0,0.42,0.08,300,0.405215428172628,0.2,20,1.2382761806792628,-0.0692097094661111,4.2519530804728e-18,0.2,plastic,primary,,False,synchronous,50,260,400,1,-1,1.0,0.6,0.6,100,0.0113688165578357,0,0,40,0.9791184413580248,2,0,0.25,0.01,0.75,50.0,order_ba,30.0,0.45,0.2,0.1,0.002,8.0,visual,1.232591772400345
72,500,0.4695790405630695,0.5,-0.4240089298529329,0.0,0.125,0.0,hex_cells__markov__fixed__intr0__struct0__alpha_async__baseline__s2__7d355c5a64,0.0024829954841534,-0.0034536801602868,0.25,False,0.4909462076528653,0.002,0.016,markov,0.68,hex_cells,50,100,0.9,0.5533575949192466,0.3,0,0.42,0.08,300,0.4690504131697423,0.2,20,1.344267984228794,,1.862745106607014e-18,0.2,fixed,primary,,False,alpha_async,50,260,400,2,-1,1.0,0.6,0.6,100,0.0188028148948645,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,baseline,30.0,0.45,0.2,0.1,0.002,8.0,median,0.3977796232904793
72,500,0.4714940646815267,0.5,-0.4287449601571583,0.0,0.125,0.0,hex_cells__markov__fixed__intr0__struct0__alpha_async__baseline__s5__ba13e94212,0.0043207036666112,-0.0009503104329344,0.25,False,0.4908304141987627,0.002,0.016,markov,0.68,hex_cells,50,100,0.9,0.5556213111043535,0.3,0,0.42,0.08,300,0.4706046909064724,0.2,20,1.3553904628184632,,1.9898791163142213e-18,0.2,fixed,primary,,False,alpha_async,50,260,400,5,-1,1.0,0.6,0.6,100,0.0198649257813708,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,baseline,30.0,0.45,0.2,0.1,0.002,8.0,visual,1.3454579999277778
72,500,0.4483555479204705,0.5,-0.3513659474608156,0.0,0.125,0.0,hex_cells__markov__plastic__intr0__struct0__alpha_async__baseline__s3__bb2741065f,-0.0073307636265276,-0.0140458391633135,0.25,False,0.5530749779657208,0.002,0.016,markov,0.68,hex_cells,50,100,0.9,0.4925170845406253,0.3,0,0.42,0.08,300,0.4486225953087559,0.2,20,1.3736254847049527,,1.6711903454640677e-18,0.2,plastic,primary,,False,alpha_async,50,260,400,3,-1,1.0,0.6,0.6,100,0.0128865385566552,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,baseline,30.0,0.45,0.2,0.1,0.002,8.0,median,0.909630424197564
72,500,0.4518593613027728,0.5,-0.3621060147521152,0.0,0.125,0.0,hex_cells__markov__plastic__intr0__struct0__alpha_async__baseline__s1__279017d675,-0.0008787617551674,0.0040223775896595,0.25,False,0.540648452997001,0.002,0.016,markov,0.68,hex_cells,50,100,0.9,0.5034741148195315,0.3,0,0.42,0.08,300,0.4494283800924176,0.2,20,1.3780958003498878,,1.866336365170673e-18,0.2,plastic,primary,,False,alpha_async,50,260,400,1,-1,1.0,0.6,0.6,100,0.0131059271868606,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,baseline,30.0,0.45,0.2,0.1,0.002,8.0,visual,1.3715428367564575
72,500,0.4685135427795598,0.5,-0.4231137442062549,0.0,0.125,0.0,hex_cells__markov__fixed__intr0__struct0__alpha_async__imprint__s5__a8e9d06571,0.0025757780749667,0.005192943308083,0.25,False,0.4992663089249395,0.002,0.016,markov,0.68,hex_cells,50,100,0.9,0.5484790441407332,0.3,0,0.42,0.08,300,0.4562288777443602,0.2,20,1.3436165063454624,,1.6265889777653122e-18,0.2,fixed,primary,,False,alpha_async,50,260,400,5,-1,1.0,0.6,0.6,100,0.0264997677909954,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,imprint,30.0,0.45,0.2,0.1,0.002,8.0,median,1.2062889068209717
72,500,0.468586413354766,0.5,-0.422513458436406,0.0,0.125,0.0,hex_cells__markov__fixed__intr0__struct0__alpha_async__imprint__s4__10a864316d,0.0073109794850105,0.0024514332749797,0.25,False,0.4961742968709881,0.002,0.016,markov,0.68,hex_cells,50,100,0.9,0.5505997137473658,0.3,0,0.42,0.08,300,0.4576093584827,0.2,20,1.357908823237177,,1.9315192491171217e-18,0.2,fixed,primary,,False,alpha_async,50,260,400,4,-1,1.0,0.6,0.6,100,0.0238844794292032,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,imprint,30.0,0.45,0.2,0.1,0.002,8.0,visual,1.3459665835225754
72,500,0.440033686415392,0.5,-0.3467112894504972,0.0,0.125,0.0,hex_cells__markov__plastic__intr0__struct0__alpha_async__imprint__s1__7ef94c4418,0.0084680803040156,0.0079595177645572,0.25,False,0.5750087626164309,0.002,0.016,markov,0.68,hex_cells,50,100,0.9,0.4776726328809243,0.3,0,0.42,0.08,300,0.4277902818940424,0.2,20,1.3432163462601967,,1.895015665455115e-18,0.2,plastic,primary,,False,alpha_async,50,260,400,1,-1,1.0,0.6,0.6,100,0.0102707545077825,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,imprint,30.0,0.45,0.2,0.1,0.002,8.0,median,0.6425735405498219
72,500,0.4402644449942497,0.5,-0.3495305724708958,0.0,0.125,0.0,hex_cells__markov__plastic__intr0__struct0__alpha_async__imprint__s5__455117dfcb,0.0114195408665655,0.007550958218988,0.25,False,0.5696135051517276,0.002,0.016,markov,0.68,hex_cells,50,100,0.9,0.4813962582422906,0.3,0,0.42,0.08,300,0.4280335842318357,0.2,20,1.3616471961340937,,2.218711169189456e-18,0.2,plastic,primary,,False,alpha_async,50,260,400,5,-1,1.0,0.6,0.6,100,0.008672974695093,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,imprint,30.0,0.45,0.2,0.1,0.002,8.0,visual,1.3573107087865472
72,500,0.4679276782151216,0.5,-0.4236646136461459,0.0,0.125,0.0,hex_cells__markov__fixed__intr0__struct0__alpha_async__lesion__s2__bd0502920c,-0.0012489283306515,1.907227872976914e-05,0.25,False,0.4975846267517766,0.002,0.016,markov,0.68,hex_cells,50,100,0.9,0.549973327216893,0.3,0,0.42,0.08,300,0.4575734419667339,0.2,20,1.3485793152432737,,1.4593037434912478e-18,0.2,fixed,primary,0.0017479211438609,False,alpha_async,50,260,400,2,-1,1.0,0.6,0.6,100,0.0215970446771426,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,median,1.342601534595296
72,500,0.4681510498409523,0.5,-0.4234472536945312,0.0,0.125,0.0,hex_cells__markov__fixed__intr0__struct0__alpha_async__lesion__s3__061a114ea8,-0.003637593972279,0.0003579914500726,0.25,False,0.4968563168250875,0.002,0.016,markov,0.68,hex_cells,50,100,0.9,0.5501272302796706,0.3,0,0.42,0.08,300,0.4571462669618505,0.2,20,1.3554640105872555,,1.7579802040692727e-18,0.2,fixed,primary,0.0005083754483029,False,alpha_async,50,260,400,3,-1,1.0,0.6,0.6,100,0.0168899554977791,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,visual,1.347019032838366
72,500,0.4703081092353235,0.5,-0.4261539643788256,0.0,0.125,0.0,hex_cells__markov__fixed__intr0__struct0__alpha_async__lesion__s1__cffa2921e9,0.0077685519774903,0.0014209364991188,0.25,False,0.4940480444483913,0.002,0.016,markov,0.68,hex_cells,50,100,0.9,0.5528679561106999,0.3,0,0.42,0.08,300,0.4593794045839936,0.2,20,1.352216874786339,,1.671708735962895e-18,0.2,fixed,primary,0.0102130126714706,False,alpha_async,50,260,400,1,-1,1.0,0.6,0.6,100,0.0275028321325557,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,high_repair,0.0102130126714706
72,500,0.4397020979408783,0.5,-0.3469391960780374,0.0,0.125,0.0,hex_cells__markov__plastic__intr0__struct0__alpha_async__lesion__s5__c9dc6b3255,0.0062694743039839,0.0011569946330942,0.25,False,0.5729581007170497,0.002,0.016,markov,0.68,hex_cells,50,100,0.9,0.4782796140473309,0.3,0,0.42,0.08,300,0.4274252243026552,0.2,20,1.3417788571844724,,1.6689403211581605e-18,0.2,plastic,primary,-0.0063108367434166,False,alpha_async,50,260,400,5,-1,1.0,0.6,0.6,100,0.0097261531224266,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,median,0.46316311745144056
72,500,0.4423162695910229,0.5,-0.3479884212158597,0.0,0.125,0.0,hex_cells__markov__plastic__intr0__struct0__alpha_async__lesion__s1__1288a9a968,0.0119530728476962,0.0118921973360576,0.25,False,0.5715549432545568,0.002,0.016,markov,0.68,hex_cells,50,100,0.9,0.4807564404640407,0.3,0,0.42,0.08,300,0.4296395598604634,0.2,20,1.368814368028992,,2.147247059851541e-18,0.2,plastic,primary,-0.0007395962966253,False,alpha_async,50,260,400,1,-1,1.0,0.6,0.6,100,0.0099377631751215,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,visual,1.363845486441431
72,500,0.4395179777080928,0.5,-0.3455788792568299,0.0,0.125,0.0,hex_cells__markov__plastic__intr0__struct0__alpha_async__lesion__s2__97da96ce69,0.0107569895129753,0.0097868255151372,0.25,False,0.5686976703272828,0.002,0.016,markov,0.68,hex_cells,50,100,0.9,0.4807443853997721,0.3,0,0.42,0.08,300,0.4280236348575712,0.2,20,1.3466072223531458,,1.6933078453838138e-18,0.2,plastic,primary,0.0143874648829993,False,alpha_async,50,260,400,2,-1,1.0,0.6,0.6,100,0.0105554425779234,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,high_repair,0.0143874648829993
72,500,0.3731144519492267,0.5,-0.0831989776354317,0.0,0.125,0.0,hex_cells__markov__fixed__intr0__struct0__alpha_async__order_ab__s1__b95d547430,0.0810152519206389,0.0676468295973762,0.25,False,0.4314952415916918,0.002,0.016,markov,0.68,hex_cells,50,100,0.9,0.4213397398465751,0.3,0,0.42,0.08,300,0.3385518448817591,0.2,20,1.567948029310396,-0.0133684223232626,2.155400623066543e-18,0.2,fixed,primary,,False,alpha_async,50,260,400,1,-1,1.0,0.6,0.6,100,0.0439560165058221,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,order_ab,30.0,0.45,0.2,0.1,0.002,8.0,median,0.0
72,500,0.3705991072529416,0.5,-0.0795776888266849,0.0,0.125,0.0,hex_cells__markov__fixed__intr0__struct0__alpha_async__order_ab__s2__ec6e802f27,0.0791955664756823,0.0718541051838561,0.25,False,0.4206124725528362,0.002,0.016,markov,0.68,hex_cells,50,100,0.9,0.4222809006303777,0.3,0,0.42,0.08,300,0.3366911588739082,0.2,20,1.583775120694258,-0.0073414612918261,1.7849771346999072e-18,0.2,fixed,primary,,False,alpha_async,50,260,400,2,-1,1.0,0.6,0.6,100,0.048563170412969,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,order_ab,30.0,0.45,0.2,0.1,0.002,8.0,visual,1.5594935354877735
72,500,0.3406971499386161,0.5,-0.0049574691942301,0.0,0.125,0.0,hex_cells__markov__plastic__intr0__struct0__alpha_async__order_ab__s3__0447601016,0.0831382099464816,0.073006710601445,0.25,False,0.4560665897352963,0.002,0.016,markov,0.68,hex_cells,50,100,0.9,0.3683308828899926,0.3,0,0.42,0.08,300,0.3097729057086613,0.2,20,1.5298443303349365,-0.0101314993450366,1.783257947061332e-18,0.2,plastic,primary,,False,alpha_async,50,260,400,3,-1,1.0,0.6,0.6,100,0.0462887253136234,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,order_ab,30.0,0.45,0.2,0.1,0.002,8.0,median,0.09509747860646345
72,500,0.3374673889402131,0.5,0.0013899088713992,0.0,0.125,0.0,hex_cells__markov__plastic__intr0__struct0__alpha_async__order_ab__s5__c81c31e767,0.0861993491029197,0.0743747924492425,0.25,False,0.4435782945109786,0.002,0.016,markov,0.68,hex_cells,50,100,0.9,0.3681111834281315,0.3,0,0.42,0.08,300,0.3064547640926575,0.2,20,1.5429199935127969,-0.0118245566536771,2.4691461950607933e-18,0.2,plastic,primary,,False,alpha_async,50,260,400,5,-1,1.0,0.6,0.6,100,0.0393235633790204,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,order_ab,30.0,0.45,0.2,0.1,0.002,8.0,visual,1.5232582118232867
72,500,0.3587591962219916,0.5,-0.0395897749219103,0.0,0.125,0.0,hex_cells__markov__fixed__intr0__struct0__alpha_async__order_ba__s4__21e06d606e,0.0823677748891958,0.0738177876949235,0.25,False,0.412815973059857,0.002,0.016,markov,0.68,hex_cells,50,100,0.9,0.4068762704262226,0.3,0,0.42,0.08,300,0.3271585295251713,0.2,20,1.6013637187627012,-0.0085499871942723,1.9983305608222182e-18,0.2,fixed,primary,,False,alpha_async,50,260,400,4,-1,1.0,0.6,0.6,100,0.0572429978282521,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,order_ba,30.0,0.45,0.2,0.1,0.002,8.0,median,1.0436015794308084
72,500,0.3571307246837562,0.5,-0.0365025893087018,0.0,0.125,0.0,hex_cells__markov__fixed__intr0__struct0__alpha_async__order_ba__s3__b96b5c9567,0.0849963336893843,0.0788628255411566,0.25,False,0.4064032320270899,0.002,0.016,markov,0.68,hex_cells,50,100,0.9,0.4068497858243312,0.3,0,0.42,0.08,300,0.3259777516942391,0.2,20,1.6092283947826214,-0.0061335081482276,1.9934169685696182e-18,0.2,fixed,primary,,False,alpha_async,50,260,400,3,-1,1.0,0.6,0.6,100,0.0525563906304017,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,order_ba,30.0,0.45,0.2,0.1,0.002,8.0,visual,1.5829501994674204
