L,T,activity_late,alpha_async,autocorr_late,bias_mean_late,block_fraction,coherence_late,config_id,corr_A_late,corr_B_late,dephase,diagonal_ablation,entropy_late,eta_intrinsic,eta_weight,formalism,gamma,geometry,imprint_duration,imprint_start,imprint_strength,interface_density_late,intrinsic_bias_limit,intrinsic_enabled,intrinsic_target_activity,lesion_fraction,lesion_time,memory_mean_late,memory_strength,metric_stride,neighbor_pattern_entropy_late,order_bias,orientation_anisotropy_late,p0,plasticity,profile,repair_reference_corr,save_dense,schedule,second_imprint_duration,second_imprint_start,second_lesion_time,seed,sensitivity_point,sequential_events_per_sweep,sigma_birth,sigma_survive,snapshot_every,spectral_peak_fraction_late,structural_additions_total,structural_enabled,structural_interval,structural_link_fraction_late,structural_min_degree,structural_removals_total,structural_rewire_probability,structural_swap_tolerance,structural_target_fraction,structural_utility_tau,task,tau_memory,theta_input,theta_memory,theta_phase,weight_decay,weight_sum,selection_role,selection_score
72,500,0.397856033112072,0.5,-0.2186870224961593,0.0,0.125,0.2697321682497487,honeycomb__ql__plastic__intr0__struct0__block_async__order_ba__s3__3a204dff20,-0.0094790781598992,0.0062313680625801,0.25,False,0.7351912083947815,0.002,0.016,ql,0.68,honeycomb,50,100,0.9,0.339325064146417,0.3,0,0.42,0.08,300,0.393092945946533,0.2,20,1.4913323680282948,0.0157104462224794,1.6201533678828758e-18,0.2,plastic,primary,,False,block_async,50,260,400,3,-1,1.0,0.6,0.6,100,0.0026555056524181,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,order_ba,30.0,0.45,0.2,0.1,0.002,8.0,visual,1.4900046152020858
72,500,0.3964268616232909,0.5,-0.1078602733093941,0.0,0.125,0.2620563559808975,honeycomb__ql__fixed__intr0__struct0__synchronous__baseline__s4__f1407727d5,-0.0004936477258701,-0.0011739087329361,0.25,False,0.7540911784679352,0.002,0.016,ql,0.68,honeycomb,50,100,0.9,0.3069975485359241,0.3,0,0.42,0.08,300,0.3959833000847194,0.2,20,1.477675742736435,,2.583225364493244e-18,0.2,fixed,primary,,False,synchronous,50,260,400,4,-1,1.0,0.6,0.6,100,0.002425627362037,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,baseline,30.0,0.45,0.2,0.1,0.002,8.0,median,0.9169756406153136
72,500,0.3969808170472184,0.5,-0.1277535474543865,0.0,0.125,0.2600557089115761,honeycomb__ql__fixed__intr0__struct0__synchronous__baseline__s5__4b9027dee4,0.0051838797242503,9.525759032099658e-05,0.25,False,0.756237359590082,0.002,0.016,ql,0.68,honeycomb,50,100,0.9,0.3085820457654763,0.3,0,0.42,0.08,300,0.3966823642088046,0.2,20,1.481766144675314,,2.0631168877735226e-18,0.2,fixed,primary,,False,synchronous,50,260,400,5,-1,1.0,0.6,0.6,100,0.0023840188857244,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,baseline,30.0,0.45,0.2,0.1,0.002,8.0,visual,1.480574135232452
72,500,0.3982486037645405,0.5,-0.107333023499809,0.0,0.125,0.2569220486145683,honeycomb__ql__plastic__intr0__struct0__synchronous__baseline__s2__b4c747195c,-0.0070000013912686,-0.0012962794447416,0.25,False,0.755972886403976,0.002,0.016,ql,0.68,honeycomb,50,100,0.9,0.3065945090528572,0.3,0,0.42,0.08,300,0.3967657077403141,0.2,20,1.470401026737029,,1.997526742704872e-18,0.2,plastic,primary,,False,synchronous,50,260,400,2,-1,1.0,0.6,0.6,100,0.0026322044790813,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,baseline,30.0,0.45,0.2,0.1,0.002,8.0,median,0.5596031108939177
72,500,0.3928903171068362,0.5,-0.1066646192384429,0.0,0.125,0.2601575383923713,honeycomb__ql__plastic__intr0__struct0__synchronous__baseline__s5__d0b167454c,0.0036973538827631,0.007405718335862,0.25,False,0.7543672002425149,0.002,0.016,ql,0.68,honeycomb,50,100,0.9,0.3042215596346609,0.3,0,0.42,0.08,300,0.3961524993415151,0.2,20,1.4838758604625104,,2.5218762165106368e-18,0.2,plastic,primary,,False,synchronous,50,260,400,5,-1,1.0,0.6,0.6,100,0.0027834500951793,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,baseline,30.0,0.45,0.2,0.1,0.002,8.0,visual,1.4824841354149207
72,500,0.3956366104140686,0.5,-0.1185598995763222,0.0,0.125,0.2630874552228507,honeycomb__ql__fixed__intr0__struct0__synchronous__imprint__s1__f3f39682f8,0.0017552982153185,0.0048285781682971,0.25,False,0.7546647083651572,0.002,0.016,ql,0.68,honeycomb,50,100,0.9,0.307765685586533,0.3,0,0.42,0.08,300,0.3960034497167713,0.2,20,1.4767206101333072,,9.78710286433606e-19,0.2,fixed,primary,,False,synchronous,50,260,400,1,-1,1.0,0.6,0.6,100,0.0022634415913842,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,imprint,30.0,0.45,0.2,0.1,0.002,8.0,median,0.6547553937226192
72,500,0.3969630458386316,0.5,-0.1162083464004089,0.0,0.125,0.2630520357031462,honeycomb__ql__fixed__intr0__struct0__synchronous__imprint__s4__e646fa3fc4,-0.0003481952982671,-0.0026625702557295,0.25,False,0.7553876693526778,0.002,0.016,ql,0.68,honeycomb,50,100,0.9,0.3070913732449756,0.3,0,0.42,0.08,300,0.3956005361191869,0.2,20,1.479566014849271,,9.345893113063777e-19,0.2,fixed,primary,,False,synchronous,50,260,400,4,-1,1.0,0.6,0.6,100,0.002508599663422,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,imprint,30.0,0.45,0.2,0.1,0.002,8.0,visual,1.47831171501756
72,500,0.39735815090782,0.5,-0.1039707025071921,0.0,0.125,0.2642150847170614,honeycomb__ql__plastic__intr0__struct0__synchronous__imprint__s5__877ebf0e1f,-7.696266171468985e-05,0.0179491505889654,0.25,False,0.7556225401338684,0.002,0.016,ql,0.68,honeycomb,50,100,0.9,0.3056385164065988,0.3,0,0.42,0.08,300,0.395499996188247,0.2,20,1.469117062859505,,1.437378237560767e-18,0.2,plastic,primary,,False,synchronous,50,260,400,5,-1,1.0,0.6,0.6,100,0.0026894886923965,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,imprint,30.0,0.45,0.2,0.1,0.002,8.0,median,0.769709659708082
72,500,0.3962968794271239,0.5,-0.1078965297357212,0.0,0.125,0.2614838342651024,honeycomb__ql__plastic__intr0__struct0__synchronous__imprint__s1__072e8627c4,0.0013291288467852,0.0050529195907756,0.25,False,0.7553342357753512,0.002,0.016,ql,0.68,honeycomb,50,100,0.9,0.3055880360643462,0.3,0,0.42,0.08,300,0.3956115760969668,0.2,20,1.4721581447027805,,1.5735779168616397e-18,0.2,plastic,primary,,False,synchronous,50,260,400,1,-1,1.0,0.6,0.6,100,0.0026001944509972,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,imprint,30.0,0.45,0.2,0.1,0.002,8.0,visual,1.4708580474772819
72,500,0.3966723105642628,0.5,-0.1073834381727417,0.0,0.125,0.2597631191810758,honeycomb__ql__fixed__intr0__struct0__synchronous__lesion__s1__35f1263ee4,-0.0023243974962775,-0.0149163141594729,0.25,False,0.7575559273950567,0.002,0.016,ql,0.68,honeycomb,50,100,0.9,0.3046901776679038,0.3,0,0.42,0.08,300,0.3964326869342446,0.2,20,1.4768449014304008,,2.003001739419254e-18,0.2,fixed,primary,-0.02193827588985,False,synchronous,50,260,400,1,-1,1.0,0.6,0.6,100,0.0023902458034184,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,median,1.3432043750848415
72,500,0.3952282838291274,0.5,-0.1030540121912501,0.0,0.125,0.2614105546681993,honeycomb__ql__fixed__intr0__struct0__synchronous__lesion__s2__5bcb4e0495,0.0072405454712167,-0.0044601396162062,0.25,False,0.7541937386233556,0.002,0.016,ql,0.68,honeycomb,50,100,0.9,0.305252123110728,0.3,0,0.42,0.08,300,0.3959880358365315,0.2,20,1.480458974067267,,2.0564210208371733e-18,0.2,fixed,primary,-0.0169998068870334,False,synchronous,50,260,400,2,-1,1.0,0.6,0.6,100,0.002357163809183,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,visual,1.4792803921626754
72,500,0.3980271283987822,0.5,-0.1131143585803012,0.0,0.125,0.261016685808472,honeycomb__ql__fixed__intr0__struct0__synchronous__lesion__s5__bf25cb7afd,-0.0055470099914712,-0.0065054057882118,0.25,False,0.7575901801002395,0.002,0.016,ql,0.68,honeycomb,50,100,0.9,0.3053813153622076,0.3,0,0.42,0.08,300,0.3963207147370342,0.2,20,1.4741083811314306,,1.8590146677785162e-18,0.2,fixed,primary,-0.0145238714457133,False,synchronous,50,260,400,5,-1,1.0,0.6,0.6,100,0.0022466518798079,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,high_repair,-0.0145238714457133
72,500,0.3943841541467142,0.5,-0.0950477798865314,0.0,0.125,0.2575457611919302,honeycomb__ql__plastic__intr0__struct0__synchronous__lesion__s1__8acee56ead,-0.0041499909453075,-0.0017185996443638,0.25,False,0.755273740761753,0.002,0.016,ql,0.68,honeycomb,50,100,0.9,0.3029081172554168,0.3,0,0.42,0.08,300,0.3966553111954859,0.2,20,1.4759449299715428,,2.03214529764865e-18,0.2,plastic,primary,0.0165384698888926,False,synchronous,50,260,400,1,-1,1.0,0.6,0.6,100,0.0023363270017883,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,median,1.3654997179390058
72,500,0.3988196482084462,0.5,-0.1160876020270086,0.0,0.125,0.2608723053664256,honeycomb__ql__plastic__intr0__struct0__synchronous__lesion__s4__c22fafc9d9,-0.0011845735663517,0.0094479371467091,0.25,False,0.7584514427812398,0.002,0.016,ql,0.68,honeycomb,50,100,0.9,0.3064483478011626,0.3,0,0.42,0.08,300,0.3957753055260241,0.2,20,1.490625133807407,,1.1828857860602977e-18,0.2,plastic,primary,0.0088836683382563,False,synchronous,50,260,400,4,-1,1.0,0.6,0.6,100,0.0030634238967049,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,visual,1.4890934218590546
72,500,0.3933271353949341,0.5,-0.0966180496801363,0.0,0.125,0.2599008255652072,honeycomb__ql__plastic__intr0__struct0__synchronous__lesion__s5__74ba7f591f,-0.0021791388016887,-0.001581867682983,0.25,False,0.7540428073572416,0.002,0.016,ql,0.68,honeycomb,50,100,0.9,0.3035535423654222,0.3,0,0.42,0.08,300,0.3960454983068662,0.2,20,1.4652710736892245,,1.4124860595034461e-18,0.2,plastic,primary,0.0266169831139399,False,synchronous,50,260,400,5,-1,1.0,0.6,0.6,100,0.0021050761008617,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,high_repair,0.0266169831139399
72,500,0.3948547232191006,0.5,-0.1096474246857719,0.0,0.125,0.2618264263500983,honeycomb__ql__fixed__intr0__struct0__synchronous__order_ab__s2__def9908cb2,-0.0095614261267211,-0.0027075412194425,0.25,False,0.7540063220790156,0.002,0.016,ql,0.68,honeycomb,50,100,0.9,0.3059735128185957,0.3,0,0.42,0.08,300,0.3919120639788297,0.2,20,1.4777903987562364,0.0068538849072785,2.0165867776536574e-18,0.2,fixed,primary,,False,synchronous,50,260,400,2,-1,1.0,0.6,0.6,100,0.0023824029499211,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,order_ab,30.0,0.45,0.2,0.1,0.002,8.0,median,0.956800530884154
72,500,0.3939481180075653,0.5,-0.1059048493239888,0.0,0.125,0.2669037180442744,honeycomb__ql__fixed__intr0__struct0__synchronous__order_ab__s1__9156d995f9,-0.0083950611990102,0.0069762181510023,0.25,False,0.7526405399629275,0.002,0.016,ql,0.68,honeycomb,50,100,0.9,0.3060050251186914,0.3,0,0.42,0.08,300,0.3905072405233893,0.2,20,1.4808256920834224,0.0153712793500125,2.6004801410804458e-18,0.2,fixed,primary,,False,synchronous,50,260,400,1,-1,1.0,0.6,0.6,100,0.0024818101609536,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,order_ab,30.0,0.45,0.2,0.1,0.002,8.0,visual,1.4795847870029457
72,500,0.3980032056978096,0.5,-0.1121919366125453,0.0,0.125,0.26354978047197,honeycomb__ql__plastic__intr0__struct0__synchronous__order_ab__s5__555d6bb1a9,-0.0087994298533795,-0.0007588495943901,0.25,False,0.7582903894168486,0.002,0.016,ql,0.68,honeycomb,50,100,0.9,0.3054626907987767,0.3,0,0.42,0.08,300,0.3916787318744775,0.2,20,1.4721648035948076,0.0080405802589894,2.436202867155016e-18,0.2,plastic,primary,,False,synchronous,50,260,400,5,-1,1.0,0.6,0.6,100,0.0023792906596413,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,order_ab,30.0,0.45,0.2,0.1,0.002,8.0,median,1.249710204952148
72,500,0.3969748616251082,0.5,-0.1113261377118972,0.0,0.125,0.2653463277943323,honeycomb__ql__plastic__intr0__struct0__synchronous__order_ab__s4__745562d413,-0.0089553039656232,-0.0079344920249081,0.25,False,0.7531890497375517,0.002,0.016,ql,0.68,honeycomb,50,100,0.9,0.308295360592313,0.3,0,0.42,0.08,300,0.3914502067393051,0.2,20,1.4875699602227286,0.0010208119407151,1.922198802235753e-18,0.2,plastic,primary,,False,synchronous,50,260,400,4,-1,1.0,0.6,0.6,100,0.0022107763550683,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,order_ab,30.0,0.45,0.2,0.1,0.002,8.0,visual,1.4864645720451943
72,500,0.395354755416123,0.5,-0.0861925987923827,0.0,0.125,0.2648347901587785,honeycomb__ql__fixed__intr0__struct0__synchronous__order_ba__s5__b25a7da1a3,0.0122276353375149,0.0012182767320259,0.25,False,0.7535956270027396,0.002,0.016,ql,0.68,honeycomb,50,100,0.9,0.3017288373908433,0.3,0,0.42,0.08,300,0.3904274426155006,0.2,20,1.4702011176719485,-0.011009358605489,1.8459761428780633e-18,0.2,fixed,primary,,False,synchronous,50,260,400,5,-1,1.0,0.6,0.6,100,0.0028410350530135,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,order_ba,30.0,0.45,0.2,0.1,0.002,8.0,median,0.5336353659861756
72,500,0.3954425072659853,0.5,-0.0915364592537924,0.0,0.125,0.2641093873162394,honeycomb__ql__fixed__intr0__struct0__synchronous__order_ba__s4__fd91c43667,0.0046168028811355,-0.0001596761028084,0.25,False,0.7555227961407925,0.002,0.016,ql,0.68,honeycomb,50,100,0.9,0.302794536006146,0.3,0,0.42,0.08,300,0.3913855901206327,0.2,20,1.4813100024339847,-0.004776478983944,1.287642293905853e-18,0.2,fixed,primary,,False,synchronous,50,260,400,4,-1,1.0,0.6,0.6,100,0.0027375656490516,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,order_ba,30.0,0.45,0.2,0.1,0.002,8.0,visual,1.4799412196094588
72,500,0.3920434537210109,0.5,-0.0991925820903247,0.0,0.125,0.2645045277266162,honeycomb__ql__plastic__intr0__struct0__synchronous__order_ba__s3__54bce96456,0.0012499650317173,-0.003500091405358,0.25,False,0.748671189759717,0.002,0.016,ql,0.68,honeycomb,50,100,0.9,0.3065479651248131,0.3,0,0.42,0.08,300,0.3901454796238355,0.2,20,1.4801958108920894,-0.0047500564370754,1.6870349719447497e-18,0.2,plastic,primary,,False,synchronous,50,260,400,3,-1,1.0,0.6,0.6,100,0.0027752709109146,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,order_ba,30.0,0.45,0.2,0.1,0.002,8.0,median,0.44863467044070643
72,500,0.3926907284086368,0.5,-0.0972675518305503,0.0,0.125,0.2663837141664665,honeycomb__ql__plastic__intr0__struct0__synchronous__order_ba__s5__c6a1462f2c,0.0133377201550566,0.0020652778498398,0.25,False,0.7490637696983155,0.002,0.016,ql,0.68,honeycomb,50,100,0.9,0.3053872453313988,0.3,0,0.42,0.08,300,0.3897297540595812,0.2,20,1.4865135164939305,-0.0112724423052167,9.502279841951413e-19,0.2,plastic,primary,,False,synchronous,50,260,400,5,-1,1.0,0.6,0.6,100,0.003046075226139,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,order_ba,30.0,0.45,0.2,0.1,0.002,8.0,visual,1.484990478880861
72,500,0.4815836003931616,0.5,-0.3214002181097408,0.0,0.125,0.0,honeycomb_nnn__markov__fixed__intr0__struct0__alpha_async__baseline__s1__98d474e17a,0.0038085843143401,-0.0023253714288656,0.25,False,0.1397307745819533,0.002,0.016,markov,0.68,honeycomb_nnn,50,100,0.9,0.6280836758790619,0.3,0,0.42,0.08,300,0.4814635249869232,0.2,20,0.999050787946926,,2.2661394504105224e-18,0.2,fixed,primary,,False,alpha_async,50,260,400,1,-1,1.0,0.6,0.6,100,0.0204336492248333,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,baseline,30.0,0.45,0.2,0.1,0.002,8.0,median,0.8591951980929361
72,500,0.4815836003931616,0.5,-0.3214002181097408,0.0,0.125,0.0,honeycomb_nnn__markov__fixed__intr0__struct0__alpha_async__baseline__s1__98d474e17a,0.0038085843143401,-0.0023253714288656,0.25,False,0.1397307745819533,0.002,0.016,markov,0.68,honeycomb_nnn,50,100,0.9,0.6280836758790619,0.3,0,0.42,0.08,300,0.4814635249869232,0.2,20,0.999050787946926,,2.2661394504105224e-18,0.2,fixed,primary,,False,alpha_async,50,260,400,1,-1,1.0,0.6,0.6,100,0.0204336492248333,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,baseline,30.0,0.45,0.2,0.1,0.002,8.0,visual,0.9888339633345093
72,500,0.4150244682803125,0.5,-0.2195889367062306,0.0,0.125,0.0,honeycomb_nnn__markov__plastic__intr0__struct0__alpha_async__baseline__s4__2341a2efa7,-0.0062332255844375,0.004967297990383,0.25,False,0.6704862296566263,0.002,0.016,markov,0.68,honeycomb_nnn,50,100,0.9,0.384166805845658,0.3,0,0.42,0.08,300,0.4147135169312106,0.2,20,0.9756345478891204,,2.5433014189812458e-18,0.2,plastic,primary,,False,alpha_async,50,260,400,4,-1,1.0,0.6,0.6,100,0.0192996023662979,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,baseline,30.0,0.45,0.2,0.1,0.002,8.0,median,0.45689920488396357
72,500,0.4175744973249343,0.5,-0.2232810535587969,0.0,0.125,0.0,honeycomb_nnn__markov__plastic__intr0__struct0__alpha_async__baseline__s1__db33cba2ba,0.0043496587093277,0.0022713976183588,0.25,False,0.663149518163183,0.002,0.016,markov,0.68,honeycomb_nnn,50,100,0.9,0.3907024230435889,0.3,0,0.42,0.08,300,0.4179322279457937,0.2,20,0.9844788196006078,,2.6060593533222818e-18,0.2,plastic,primary,,False,alpha_async,50,260,400,1,-1,1.0,0.6,0.6,100,0.0203474655533158,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,baseline,30.0,0.45,0.2,0.1,0.002,8.0,visual,0.9743050868239499
72,500,0.4832828436570272,0.5,-0.323978844782555,0.0,0.125,0.0,honeycomb_nnn__markov__fixed__intr0__struct0__alpha_async__imprint__s5__2e69bbff61,-0.0008290894145914,0.0037543871889715,0.25,False,0.1255157337416224,0.002,0.016,markov,0.68,honeycomb_nnn,50,100,0.9,0.6340410208190717,0.3,0,0.42,0.08,300,0.4747538976670271,0.2,20,0.9993425288064688,,1.844066840993233e-18,0.2,fixed,primary,,False,alpha_async,50,260,400,5,-1,1.0,0.6,0.6,100,0.0356610456184076,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,imprint,30.0,0.45,0.2,0.1,0.002,8.0,median,0.0
72,500,0.4824955082674691,0.5,-0.3232577437603202,0.0,0.125,0.0,honeycomb_nnn__markov__fixed__intr0__struct0__alpha_async__imprint__s4__cc27536564,0.0010929242769988,0.0032437590422857,0.25,False,0.1328142493948857,0.002,0.016,markov,0.68,honeycomb_nnn,50,100,0.9,0.6316028313082274,0.3,0,0.42,0.08,300,0.4742148046612486,0.2,20,0.9992230958090074,,2.5932501598872054e-18,0.2,fixed,primary,,False,alpha_async,50,260,400,4,-1,1.0,0.6,0.6,100,0.0212429453929236,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,imprint,30.0,0.45,0.2,0.1,0.002,8.0,visual,0.9886016231125455
72,500,0.4143262345818773,0.5,-0.2688839721133307,0.0,0.125,0.0,honeycomb_nnn__markov__plastic__intr0__struct0__alpha_async__imprint__s1__27da6d62ca,-0.0002921075859252,-0.0011906921541485,0.25,False,0.6225089653973219,0.002,0.016,markov,0.68,honeycomb_nnn,50,100,0.9,0.4236267953239586,0.3,0,0.42,0.08,300,0.4084106720145518,0.2,20,1.0244836367475867,,2.8588058809975775e-18,0.2,plastic,primary,,False,alpha_async,50,260,400,1,-1,1.0,0.6,0.6,100,0.0267100408246626,0,0,40,0.9995927640603568,2,0,0.25,0.01,0.75,50.0,imprint,30.0,0.45,0.2,0.1,0.002,8.0,median,0.28979771831109363
72,500,0.4212851134549907,0.5,-0.2681859493229628,0.0,0.125,0.0,honeycomb_nnn__markov__plastic__intr0__struct0__alpha_async__imprint__s2__6eee28398b,0.0027618981554961,0.0035996722797336,0.25,False,0.6071971026199214,0.002,0.016,markov,0.68,honeycomb_nnn,50,100,0.9,0.4346283633469877,0.3,0,0.42,0.08,300,0.4142987944931843,0.2,20,1.045723123095582,,2.266983717698736e-18,0.2,plastic,primary,,False,alpha_async,50,260,400,2,-1,1.0,0.6,0.6,100,0.016423870454174,0,0,40,0.999807098765432,2,0,0.25,0.01,0.75,50.0,imprint,30.0,0.45,0.2,0.1,0.002,8.0,visual,1.0375111878684948
72,500,0.4836569767470836,0.5,-0.3244070357520623,0.0,0.125,0.0,honeycomb_nnn__markov__fixed__intr0__struct0__alpha_async__lesion__s5__9afc2734c7,0.0013969239220714,0.0041464172320988,0.25,False,0.1220985834081163,0.002,0.016,markov,0.68,honeycomb_nnn,50,100,0.9,0.6352628042758608,0.3,0,0.42,0.08,300,0.4750816946825108,0.2,20,0.9994175146271728,,2.0834303290107693e-18,0.2,fixed,primary,0.001272939670724,False,alpha_async,50,260,400,5,-1,1.0,0.6,0.6,100,0.0384894149602376,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,median,0.0
72,500,0.4830654958614456,0.5,-0.3239151539777015,0.0,0.125,0.0,honeycomb_nnn__markov__fixed__intr0__struct0__alpha_async__lesion__s4__9607105775,0.0030936924951317,0.0063961416718062,0.25,False,0.1284266215674619,0.002,0.016,markov,0.68,honeycomb_nnn,50,100,0.9,0.6331654001643817,0.3,0,0.42,0.08,300,0.474724878597457,0.2,20,0.9993153347524902,,2.126275806564196e-18,0.2,fixed,primary,0.0028393241790232,False,alpha_async,50,260,400,4,-1,1.0,0.6,0.6,100,0.0228205565968838,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,visual,0.9879050564540484
72,500,0.4858381190956994,0.5,-0.3263962116947224,0.0,0.125,0.0,honeycomb_nnn__markov__fixed__intr0__struct0__alpha_async__lesion__s3__aa38ed51d9,0.0097195114757959,-0.0023965419476632,0.25,False,0.1092247253421937,0.002,0.016,markov,0.68,honeycomb_nnn,50,100,0.9,0.6389285928637229,0.3,0,0.42,0.08,300,0.477232062334076,0.2,20,0.9995510048192512,,2.1543175595338828e-18,0.2,fixed,primary,0.0095454861062002,False,alpha_async,50,260,400,3,-1,1.0,0.6,0.6,100,0.0349830999408898,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,high_repair,0.0095454861062002
72,500,0.4178000441720176,0.5,-0.26992104070181,0.0,0.125,0.0,honeycomb_nnn__markov__plastic__intr0__struct0__alpha_async__lesion__s1__c9573cfcd9,0.0003368200431143,0.0001154246633753,0.25,False,0.6218579235787279,0.002,0.016,markov,0.68,honeycomb_nnn,50,100,0.9,0.4256844296968182,0.3,0,0.42,0.08,300,0.4101550113240353,0.2,20,1.014043039679123,,2.4691205815116964e-18,0.2,plastic,primary,-0.0071064236512704,False,alpha_async,50,260,400,1,-1,1.0,0.6,0.6,100,0.0226234007451841,0,0,40,0.9995070301783264,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,median,0.6430985394760238
72,500,0.419481194737857,0.5,-0.2678732479049837,0.0,0.125,0.0,honeycomb_nnn__markov__plastic__intr0__struct0__alpha_async__lesion__s2__02eb86e5ca,0.0025322287278955,0.0062106043003831,0.25,False,0.6124054373570127,0.002,0.016,markov,0.68,honeycomb_nnn,50,100,0.9,0.4305277618682875,0.3,0,0.42,0.08,300,0.4125725423880457,0.2,20,1.033844643780403,,2.0856448827082224e-18,0.2,plastic,primary,0.0081808408189851,False,alpha_async,50,260,400,2,-1,1.0,0.6,0.6,100,0.0184085001080984,0,0,40,0.999721364883402,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,visual,1.0246403937263537
72,500,0.419481194737857,0.5,-0.2678732479049837,0.0,0.125,0.0,honeycomb_nnn__markov__plastic__intr0__struct0__alpha_async__lesion__s2__02eb86e5ca,0.0025322287278955,0.0062106043003831,0.25,False,0.6124054373570127,0.002,0.016,markov,0.68,honeycomb_nnn,50,100,0.9,0.4305277618682875,0.3,0,0.42,0.08,300,0.4125725423880457,0.2,20,1.033844643780403,,2.0856448827082224e-18,0.2,plastic,primary,0.0081808408189851,False,alpha_async,50,260,400,2,-1,1.0,0.6,0.6,100,0.0184085001080984,0,0,40,0.999721364883402,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,high_repair,0.0081808408189851
72,500,0.4153799721344217,0.5,-0.1644695517710787,0.0,0.125,0.0,honeycomb_nnn__markov__fixed__intr0__struct0__alpha_async__order_ab__s3__8ff5074949,0.0415483088868944,0.0526354211361989,0.25,False,0.2139592484655536,0.002,0.016,markov,0.68,honeycomb_nnn,50,100,0.9,0.516073618193759,0.3,0,0.42,0.08,300,0.3753527225366025,0.2,20,1.3087110576914012,0.0110871122493045,2.59466179221348e-18,0.2,fixed,primary,,False,alpha_async,50,260,400,3,-1,1.0,0.6,0.6,100,0.0356011777507767,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,order_ab,30.0,0.45,0.2,0.1,0.002,8.0,median,0.4756947655823821
72,500,0.4121415191242157,0.5,-0.1569295547678759,0.0,0.125,0.0,honeycomb_nnn__markov__fixed__intr0__struct0__alpha_async__order_ab__s2__d979b606df,0.0540968346427657,0.0482767332215118,0.25,False,0.2137114726272548,0.002,0.016,markov,0.68,honeycomb_nnn,50,100,0.9,0.5116302351809064,0.3,0,0.42,0.08,300,0.3721118614291366,0.2,20,1.318116013434377,-0.0058201014212539,3.482524960823819e-18,0.2,fixed,primary,,False,alpha_async,50,260,400,2,-1,1.0,0.6,0.6,100,0.0335317793940685,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,order_ab,30.0,0.45,0.2,0.1,0.002,8.0,visual,1.3013501237373428
