L,T,activity_late,alpha_async,autocorr_late,bias_mean_late,block_fraction,coherence_late,config_id,corr_A_late,corr_B_late,dephase,diagonal_ablation,entropy_late,eta_intrinsic,eta_weight,formalism,gamma,geometry,imprint_duration,imprint_start,imprint_strength,interface_density_late,intrinsic_bias_limit,intrinsic_enabled,intrinsic_target_activity,lesion_fraction,lesion_time,memory_mean_late,memory_strength,metric_stride,neighbor_pattern_entropy_late,orientation_anisotropy_late,p0,plasticity,profile,save_dense,schedule,second_imprint_duration,second_imprint_start,second_lesion_time,seed,sensitivity_point,sequential_events_per_sweep,sigma_birth,sigma_survive,snapshot_every,spectral_peak_fraction_late,structural_additions_total,structural_enabled,structural_interval,structural_link_fraction_late,structural_min_degree,structural_removals_total,structural_rewire_probability,structural_swap_tolerance,structural_target_fraction,structural_utility_tau,task,tau_memory,theta_input,theta_memory,theta_phase,weight_decay,weight_sum,repair_reference_corr
56,320,0.3773282563044551,0.5,-0.181401928389771,0.0,0.125,0.0,extended_moore_r2__markov__plastic__intr0__struct0__sequential__baseline__s2__455cbfb03b,0.0355516067886207,0.035986616935047,0.25,False,0.8187202870723796,0.002,0.016,markov,0.68,extended_moore_r2,40,100,0.9,0.22624263525284,0.3,0,0.42,0.08,210,0.3824890005179704,0.2,20,0.255906091630059,5.301708584597748e-18,0.2,plastic,sequential_exact,False,sequential,40,180,280,2,-1,1.0,0.6,0.6,80,0.0555394296046429,0,0,40,0.9558487457482994,2,0,0.25,0.01,0.75,50.0,baseline,30.0,0.45,0.2,0.1,0.002,8.0,
56,320,0.409004652021638,0.5,-0.280632517789964,0.0,0.125,0.0,honeycomb_nnn__markov__plastic__intr0__struct0__sequential__baseline__s2__2ac1bb4431,0.0219715316519631,0.017744521272396,0.25,False,0.6192137108235187,0.002,0.016,markov,0.68,honeycomb_nnn,40,100,0.9,0.4257096917507136,0.3,0,0.42,0.08,210,0.4091830090819263,0.2,20,0.9279824587001896,2.1539287042262712e-18,0.2,plastic,sequential_exact,False,sequential,40,180,280,2,-1,1.0,0.6,0.6,80,0.0510262773816092,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,baseline,30.0,0.45,0.2,0.1,0.002,8.0,
56,320,0.4050186583963843,0.5,-0.2515766846515985,0.0,0.125,0.0,square_vn__markov__plastic__intr0__struct0__sequential__baseline__s3__cab68e632b,0.0013573023155777,0.0096830067833098,0.25,False,0.7059429725516401,0.002,0.016,markov,0.68,square_vn,40,100,0.9,0.3685221507130447,0.3,0,0.42,0.08,210,0.4041471353230704,0.2,20,1.4786120475227984,1.577180078456464e-18,0.2,plastic,sequential_exact,False,sequential,40,180,280,3,-1,1.0,0.6,0.6,80,0.0038210308952313,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,baseline,30.0,0.45,0.2,0.1,0.002,8.0,
56,320,0.4249634721153323,0.5,-0.3306115524046721,0.0,0.125,0.0,hex_cells__markov__plastic__intr0__struct0__sequential__baseline__s3__dc45215732,-0.0080143389905885,-0.0002047751956193,0.25,False,0.5972205862152599,0.002,0.016,markov,0.68,hex_cells,40,100,0.9,0.4543322421949435,0.3,0,0.42,0.08,210,0.4245577657240398,0.2,20,1.3090825360280691,3.024055680248393e-18,0.2,plastic,sequential_exact,False,sequential,40,180,280,3,-1,1.0,0.6,0.6,80,0.0131322763075998,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,baseline,30.0,0.45,0.2,0.1,0.002,8.0,
56,320,0.3554377303903453,0.5,-0.1806173548500124,0.0,0.125,0.0,extended_moore_r2__markov__plastic__intr0__struct0__sequential__baseline__s3__75440f0a33,0.0465775301457955,0.052627262174126,0.25,False,0.7540603301943242,0.002,0.016,markov,0.68,extended_moore_r2,40,100,0.9,0.2587517130070765,0.3,0,0.42,0.08,210,0.3596942539073013,0.2,20,0.4197408435553731,4.981531312679446e-18,0.2,plastic,sequential_exact,False,sequential,40,180,280,3,-1,1.0,0.6,0.6,80,0.0736539344210661,0,0,40,0.9354538690476192,2,0,0.25,0.01,0.75,50.0,baseline,30.0,0.45,0.2,0.1,0.002,8.0,
56,320,0.4097975361188323,0.5,-0.2851028164925814,0.0,0.125,0.0,honeycomb_nnn__markov__plastic__intr0__struct0__sequential__baseline__s3__3db8e1074c,0.0009359876892221,0.001466601561132,0.25,False,0.6001605387158343,0.002,0.016,markov,0.68,honeycomb_nnn,40,100,0.9,0.4364766354919273,0.3,0,0.42,0.08,210,0.4114399096457296,0.2,20,0.9803087689907306,4.281820923842424e-18,0.2,plastic,sequential_exact,False,sequential,40,180,280,3,-1,1.0,0.6,0.6,80,0.0704041077891013,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,baseline,30.0,0.45,0.2,0.1,0.002,8.0,
56,320,0.1925329601762666,0.5,0.4211946435440325,0.0,0.125,0.0,square_vn__markov__plastic__intr0__struct0__sequential__lesion__s1__1f167418c4,0.1971028553913117,0.1918790552929502,0.25,False,0.3363445334016585,0.002,0.016,markov,0.68,square_vn,40,100,0.9,0.1728223335689217,0.3,0,0.42,0.08,210,0.1813104025681493,0.2,20,1.3291850346381178,4.048705992099532e-18,0.2,plastic,sequential_exact,False,sequential,40,180,280,1,-1,1.0,0.6,0.6,80,0.0760887072202097,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,0.1684118342532925
56,320,0.4269805817198286,0.5,-0.367406233175463,0.0,0.125,0.0,hex_cells__markov__plastic__intr0__struct0__sequential__lesion__s1__2e61e17a0e,-0.0082658030000517,0.0082933475055083,0.25,False,0.5688031735909266,0.002,0.016,markov,0.68,hex_cells,40,100,0.9,0.4829000068286249,0.3,0,0.42,0.08,210,0.4218846911966619,0.2,20,1.330723051030808,2.1995678709238223e-18,0.2,plastic,sequential_exact,False,sequential,40,180,280,1,-1,1.0,0.6,0.6,80,0.0286830863027731,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,-0.00181606201203
56,320,0.4093454789156346,0.5,-0.1981908053214438,0.0,0.125,0.0,extended_moore_r2__markov__plastic__intr0__struct0__sequential__lesion__s1__3ae1b5bdb2,-0.0184046117716804,-0.0230615084437744,0.25,False,0.8873348922582113,0.002,0.016,markov,0.68,extended_moore_r2,40,100,0.9,0.1918379495177626,0.3,0,0.42,0.08,210,0.4095041778261643,0.2,20,0.1615675073540186,4.69771333226292e-18,0.2,plastic,sequential_exact,False,sequential,40,180,280,1,-1,1.0,0.6,0.6,80,0.0848595705168775,0,0,40,0.9766687925170068,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,-0.0249061994122643
56,320,0.4206668723948313,0.5,-0.3003603294097,0.0,0.125,0.0,honeycomb_nnn__markov__plastic__intr0__struct0__sequential__lesion__s1__c7f862d66a,-0.0213109216973161,-0.0017594815405568,0.25,False,0.5492900012671935,0.002,0.016,markov,0.68,honeycomb_nnn,40,100,0.9,0.4742022046757205,0.3,0,0.42,0.08,210,0.4171949943085125,0.2,20,1.0236830841171145,3.4526267399246663e-18,0.2,plastic,sequential_exact,False,sequential,40,180,280,1,-1,1.0,0.6,0.6,80,0.0468559798125407,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,-0.0208797624815335
56,320,0.1880485865006941,0.5,0.4092982424455473,0.0,0.125,0.0,square_vn__markov__plastic__intr0__struct0__sequential__lesion__s2__d6f615e84d,0.1944265906449285,0.1869682385837213,0.25,False,0.3317189557462156,0.002,0.016,markov,0.68,square_vn,40,100,0.9,0.1727813278681059,0.3,0,0.42,0.08,210,0.1793841790753576,0.2,20,1.314980358984349,4.716349507226265e-18,0.2,plastic,sequential_exact,False,sequential,40,180,280,2,-1,1.0,0.6,0.6,80,0.0763067545588408,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,0.1546470145506829
56,320,0.4249129858519908,0.5,-0.3604405851562538,0.0,0.125,0.0,hex_cells__markov__plastic__intr0__struct0__sequential__lesion__s2__db23327938,0.0143089526636498,0.0191205104947481,0.25,False,0.5756480066400751,0.002,0.016,markov,0.68,hex_cells,40,100,0.9,0.4763035874945736,0.3,0,0.42,0.08,210,0.4204027536336544,0.2,20,1.3204991715670973,2.01752638537138e-18,0.2,plastic,sequential_exact,False,sequential,40,180,280,2,-1,1.0,0.6,0.6,80,0.0188660207296721,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,0.0161605955904938
56,320,0.409288482786929,0.5,-0.2073100644806815,0.0,0.125,0.0,extended_moore_r2__markov__plastic__intr0__struct0__sequential__lesion__s2__ec20928df0,-0.0217886508269717,-0.0046315582276204,0.25,False,0.8736750386282394,0.002,0.016,markov,0.68,extended_moore_r2,40,100,0.9,0.2126542367731615,0.3,0,0.42,0.08,210,0.4086193126781533,0.2,20,0.2287717659468667,4.053884114648509e-18,0.2,plastic,sequential_exact,False,sequential,40,180,280,2,-1,1.0,0.6,0.6,80,0.1051003796941838,0,0,40,0.9760974702380952,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,-0.0260467190837125
56,320,0.4200596438228755,0.5,-0.2985179376163324,0.0,0.125,0.0,honeycomb_nnn__markov__plastic__intr0__struct0__sequential__lesion__s2__54adc7c7ac,-0.0044885231943113,0.0014263142142604,0.25,False,0.5441790145692407,0.002,0.016,markov,0.68,honeycomb_nnn,40,100,0.9,0.4765045586975399,0.3,0,0.42,0.08,210,0.4177515671724282,0.2,20,1.0700997504694654,2.355931175065749e-18,0.2,plastic,sequential_exact,False,sequential,40,180,280,2,-1,1.0,0.6,0.6,80,0.0465131975147373,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,-0.0046010249956343
56,320,0.2021365691173483,0.5,0.3842642987556576,0.0,0.125,0.0,square_vn__markov__plastic__intr0__struct0__sequential__lesion__s3__9233723263,0.1856629848633332,0.1852410691850387,0.25,False,0.354550552395955,0.002,0.016,markov,0.68,square_vn,40,100,0.9,0.1854194329865895,0.3,0,0.42,0.08,210,0.1910150590806897,0.2,20,1.3643617980068716,3.934331362873055e-18,0.2,plastic,sequential_exact,False,sequential,40,180,280,3,-1,1.0,0.6,0.6,80,0.0899270062763639,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,0.179440252623207
56,320,0.4260634035637541,0.5,-0.3630081932766577,0.0,0.125,0.0,hex_cells__markov__plastic__intr0__struct0__sequential__lesion__s3__65ef67104f,-0.0111568009836879,0.00182382371992,0.25,False,0.5645059980273196,0.002,0.016,markov,0.68,hex_cells,40,100,0.9,0.48381260702842,0.3,0,0.42,0.08,210,0.4203024507411536,0.2,20,1.3351012189015286,2.47505074433424e-18,0.2,plastic,sequential_exact,False,sequential,40,180,280,3,-1,1.0,0.6,0.6,80,0.0147539868567907,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,0.0034705491550791
56,320,0.398490967186846,0.5,-0.2185002488831414,0.0,0.125,0.0,extended_moore_r2__markov__plastic__intr0__struct0__sequential__lesion__s3__006c5331e6,-0.0180806413258125,-0.0307289531904296,0.25,False,0.8520536015721146,0.002,0.016,markov,0.68,extended_moore_r2,40,100,0.9,0.2276724308580905,0.3,0,0.42,0.08,210,0.3988947196917436,0.2,20,0.2210885374144549,5.170092502491716e-18,0.2,plastic,sequential_exact,False,sequential,40,180,280,3,-1,1.0,0.6,0.6,80,0.1014854002886945,0,0,40,0.9742772108843536,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,-0.0085991673918043
56,320,0.4186441974512753,0.5,-0.2982953312758579,0.0,0.125,0.0,honeycomb_nnn__markov__plastic__intr0__struct0__sequential__lesion__s3__ea9ae6703c,-0.0110472337634303,-0.0158415517144983,0.25,False,0.5532134016214507,0.002,0.016,markov,0.68,honeycomb_nnn,40,100,0.9,0.4689773496102946,0.3,0,0.42,0.08,210,0.4172602914861941,0.2,20,1.0601149859405152,2.9723713995688244e-18,0.2,plastic,sequential_exact,False,sequential,40,180,280,3,-1,1.0,0.6,0.6,80,0.0453741766293712,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,-0.0043779332089988
56,320,0.4050097698588866,0.5,-0.2572954652959153,0.0,0.125,0.2626505957345011,square_vn__ql__fixed__intr0__struct0__sequential__baseline__s1__39ffb8a585,-0.0104308486934218,0.0015138103897501,0.25,False,0.7146839408443966,0.002,0.016,ql,0.68,square_vn,40,100,0.9,0.3641653910002974,0.3,0,0.42,0.08,210,0.4030313731606101,0.2,20,1.462090943006513,2.6187999898094527e-18,0.2,fixed,sequential_exact,False,sequential,40,180,280,1,-1,1.0,0.6,0.6,80,0.0033443791596973,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,baseline,30.0,0.45,0.2,0.1,0.002,8.0,
56,320,0.4594551520842128,0.5,-0.4052209497101987,0.0,0.125,0.2969354890961138,hex_cells__ql__fixed__intr0__struct0__sequential__baseline__s1__6eccac9c57,0.0001675088129578,-0.0056595885831591,0.25,False,0.5461045361938514,0.002,0.016,ql,0.68,hex_cells,40,100,0.9,0.5311351211310934,0.3,0,0.42,0.08,210,0.4581595808593379,0.2,20,1.2303585672885011,2.9448059263160466e-18,0.2,fixed,sequential_exact,False,sequential,40,180,280,1,-1,1.0,0.6,0.6,80,0.0194070401067973,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,baseline,30.0,0.45,0.2,0.1,0.002,8.0,
56,320,0.4519186295926218,0.5,-0.2843150935524286,0.0,0.125,0.2803513326857882,extended_moore_r2__ql__fixed__intr0__struct0__sequential__baseline__s1__d57b81b3bb,0.0171805352089084,-0.0076438455446304,0.25,False,0.4942096474217275,0.002,0.016,ql,0.68,extended_moore_r2,40,100,0.9,0.4986287147519728,0.3,0,0.42,0.08,210,0.4518539796417221,0.2,20,0.9652471937665336,6.2404119897463165e-18,0.2,fixed,sequential_exact,False,sequential,40,180,280,1,-1,1.0,0.6,0.6,80,0.1622620260609946,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,baseline,30.0,0.45,0.2,0.1,0.002,8.0,
56,320,0.4818596838712478,0.5,-0.3183501885037875,0.0,0.125,0.331281369600561,honeycomb_nnn__ql__fixed__intr0__struct0__sequential__baseline__s1__5da795a4a6,0.0127244444862446,0.0052785299739016,0.25,False,0.2634756703908918,0.002,0.016,ql,0.68,honeycomb_nnn,40,100,0.9,0.5974737032170988,0.3,0,0.42,0.08,210,0.4818019466720094,0.2,20,0.9986161030361664,3.835560493737787e-18,0.2,fixed,sequential_exact,False,sequential,40,180,280,1,-1,1.0,0.6,0.6,80,0.0268380299372337,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,baseline,30.0,0.45,0.2,0.1,0.002,8.0,
56,320,0.4041537485306967,0.5,-0.2496206508156589,0.0,0.125,0.2623681582831444,square_vn__ql__fixed__intr0__struct0__sequential__baseline__s2__58a0920537,0.0032597811174681,-0.0017978587667188,0.25,False,0.7139968269657663,0.002,0.016,ql,0.68,square_vn,40,100,0.9,0.3637556704505796,0.3,0,0.42,0.08,210,0.4035261075459647,0.2,20,1.455251314435282,1.7245278528689593e-18,0.2,fixed,sequential_exact,False,sequential,40,180,280,2,-1,1.0,0.6,0.6,80,0.004146960772525,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,baseline,30.0,0.45,0.2,0.1,0.002,8.0,
56,320,0.461431054048179,0.5,-0.4072564427575562,0.0,0.125,0.2965290091547721,hex_cells__ql__fixed__intr0__struct0__sequential__baseline__s2__8b1a79d1bf,0.009428777215884,-0.0071968856202957,0.25,False,0.5460177847098504,0.002,0.016,ql,0.68,hex_cells,40,100,0.9,0.5331444360573766,0.3,0,0.42,0.08,210,0.461289894860761,0.2,20,1.231717205046872,1.6024561420197385e-18,0.2,fixed,sequential_exact,False,sequential,40,180,280,2,-1,1.0,0.6,0.6,80,0.0385838129534518,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,baseline,30.0,0.45,0.2,0.1,0.002,8.0,
56,320,0.4519244584227615,0.5,-0.2843663023674892,0.0,0.125,0.2817864137395348,extended_moore_r2__ql__fixed__intr0__struct0__sequential__baseline__s2__274b11449a,-0.0054708360001717,0.0021682244597658,0.25,False,0.4848254231622595,0.002,0.016,ql,0.68,extended_moore_r2,40,100,0.9,0.5006723248587734,0.3,0,0.42,0.08,210,0.4519066586585875,0.2,20,0.9720457123475108,1.1942716384161025e-17,0.2,fixed,sequential_exact,False,sequential,40,180,280,2,-1,1.0,0.6,0.6,80,0.2198761311975884,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,baseline,30.0,0.45,0.2,0.1,0.002,8.0,
56,320,0.4828966851220973,0.5,-0.3196350488047658,0.0,0.125,0.3324347762159803,honeycomb_nnn__ql__fixed__intr0__struct0__sequential__baseline__s2__ccdd6f2d24,0.0079229089663771,0.008509008123618,0.25,False,0.2592701265851306,0.002,0.016,ql,0.68,honeycomb_nnn,40,100,0.9,0.5994320331526657,0.3,0,0.42,0.08,210,0.4828221089404723,0.2,20,0.9986293139677892,2.8560332602459277e-18,0.2,fixed,sequential_exact,False,sequential,40,180,280,2,-1,1.0,0.6,0.6,80,0.0446446289948736,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,baseline,30.0,0.45,0.2,0.1,0.002,8.0,
56,320,0.4026241655304994,0.5,-0.2442514402884074,0.0,0.125,0.2640119305667012,square_vn__ql__fixed__intr0__struct0__sequential__baseline__s3__e8f707adbc,0.0057938820875007,0.0058204206993935,0.25,False,0.7131690028141809,0.002,0.016,ql,0.68,square_vn,40,100,0.9,0.3619267229204383,0.3,0,0.42,0.08,210,0.4021750982141763,0.2,20,1.461424865772844,2.249343858446652e-18,0.2,fixed,sequential_exact,False,sequential,40,180,280,3,-1,1.0,0.6,0.6,80,0.0034203753911626,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,baseline,30.0,0.45,0.2,0.1,0.002,8.0,
56,320,0.4605293513589246,0.5,-0.4097600802632193,0.0,0.125,0.2954962638135289,hex_cells__ql__fixed__intr0__struct0__sequential__baseline__s3__490126c37b,-0.0082041983450477,0.0015949663592772,0.25,False,0.5501572897086483,0.002,0.016,ql,0.68,hex_cells,40,100,0.9,0.5306884704643974,0.3,0,0.42,0.08,210,0.4607808247371577,0.2,20,1.255062804584264,1.8742889391229677e-18,0.2,fixed,sequential_exact,False,sequential,40,180,280,3,-1,1.0,0.6,0.6,80,0.0281396225951739,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,baseline,30.0,0.45,0.2,0.1,0.002,8.0,
56,320,0.4513926756774716,0.5,-0.2832736663152739,0.0,0.125,0.2798433958607809,extended_moore_r2__ql__fixed__intr0__struct0__sequential__baseline__s3__4ec4ec00df,-0.0014122576223403,-0.0054173248135486,0.25,False,0.4995382044300553,0.002,0.016,ql,0.68,extended_moore_r2,40,100,0.9,0.4967489095180784,0.3,0,0.42,0.08,210,0.451146866679792,0.2,20,0.962275730750557,5.3939735845426644e-18,0.2,fixed,sequential_exact,False,sequential,40,180,280,3,-1,1.0,0.6,0.6,80,0.1165358200461589,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,baseline,30.0,0.45,0.2,0.1,0.002,8.0,
56,320,0.4802493573251157,0.5,-0.3168244074787749,0.0,0.125,0.3285603664984695,honeycomb_nnn__ql__fixed__intr0__struct0__sequential__baseline__s3__5a649f2aff,-0.0044085533941071,-0.0022833325690565,0.25,False,0.27188181385554,0.002,0.016,ql,0.68,honeycomb_nnn,40,100,0.9,0.5937895450079177,0.3,0,0.42,0.08,210,0.4801979068693335,0.2,20,0.9981984897104168,3.669248267914396e-18,0.2,fixed,sequential_exact,False,sequential,40,180,280,3,-1,1.0,0.6,0.6,80,0.0313718946789494,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,baseline,30.0,0.45,0.2,0.1,0.002,8.0,
56,320,0.4009829119706729,0.5,-0.2519345141402109,0.0,0.125,0.2642524185165196,square_vn__ql__fixed__intr0__struct0__sequential__lesion__s1__110afd69c4,0.010411916384297,-0.0051111992853953,0.25,False,0.7073388761783385,0.002,0.016,ql,0.68,square_vn,40,100,0.9,0.3661614369545369,0.3,0,0.42,0.08,210,0.3993068457721259,0.2,20,1.4711083747480291,1.5770666260286954e-18,0.2,fixed,sequential_exact,False,sequential,40,180,280,1,-1,1.0,0.6,0.6,80,0.0044450750540281,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,0.0184309404695193
56,320,0.4609739636434364,0.5,-0.4098478043362216,0.0,0.125,0.2955617922837786,hex_cells__ql__fixed__intr0__struct0__sequential__lesion__s1__7f418b78ce,0.0090017178628283,-0.0052628900895643,0.25,False,0.5491922457492643,0.002,0.016,ql,0.68,hex_cells,40,100,0.9,0.5320753615795631,0.3,0,0.42,0.08,210,0.459137099944363,0.2,20,1.2258612574207737,2.9996817901798217e-18,0.2,fixed,sequential_exact,False,sequential,40,180,280,1,-1,1.0,0.6,0.6,80,0.0221489691590747,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,0.0046758145444877
56,320,0.4521448076429215,0.5,-0.2876373179382736,0.0,0.125,0.2790743538116484,extended_moore_r2__ql__fixed__intr0__struct0__sequential__lesion__s1__78401ee1c8,0.0300951897518034,-0.01159259426071,0.25,False,0.4806679611537374,0.002,0.016,ql,0.68,extended_moore_r2,40,100,0.9,0.4994283865637239,0.3,0,0.42,0.08,210,0.450569713435424,0.2,20,0.9746379274566678,2.8355262725262732e-18,0.2,fixed,sequential_exact,False,sequential,40,180,280,1,-1,1.0,0.6,0.6,80,0.3784684010194979,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,0.0296585905757555
56,320,0.4853797871082926,0.5,-0.3227991052285919,0.0,0.125,0.3341796080625883,honeycomb_nnn__ql__fixed__intr0__struct0__sequential__lesion__s1__d78b256030,0.0056630106352965,0.0075779047553919,0.25,False,0.2473545507884016,0.002,0.016,ql,0.68,honeycomb_nnn,40,100,0.9,0.6050153336845859,0.3,0,0.42,0.08,210,0.4830650180051681,0.2,20,0.9992361580719926,3.1784633781652655e-18,0.2,fixed,sequential_exact,False,sequential,40,180,280,1,-1,1.0,0.6,0.6,80,0.025661876673159,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,0.0052561799000018
56,320,0.4014861195313634,0.5,-0.2439745254948681,0.0,0.125,0.2681081997902251,square_vn__ql__fixed__intr0__struct0__sequential__lesion__s2__ec2650f0f5,-0.002657672660529,-0.0044843978731534,0.25,False,0.7166675073794965,0.002,0.016,ql,0.68,square_vn,40,100,0.9,0.3583507674628385,0.3,0,0.42,0.08,210,0.3965482963088133,0.2,20,1.4581709664579916,3.0050202457918746e-18,0.2,fixed,sequential_exact,False,sequential,40,180,280,2,-1,1.0,0.6,0.6,80,0.0042501696100499,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,-0.0014174245233017
56,320,0.4582671450896257,0.5,-0.4068626090980141,0.0,0.125,0.2946571762786987,hex_cells__ql__fixed__intr0__struct0__sequential__lesion__s2__61f5a4bd5b,0.0192083784490406,0.00248884812312,0.25,False,0.5528772883021388,0.002,0.016,ql,0.68,hex_cells,40,100,0.9,0.5276726891565596,0.3,0,0.42,0.08,210,0.4571452784128985,0.2,20,1.2496245181471637,2.3229314052130665e-18,0.2,fixed,sequential_exact,False,sequential,40,180,280,2,-1,1.0,0.6,0.6,80,0.0205986604654272,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,0.0195567145542895
56,320,0.4520271396502249,0.5,-0.2849772198543256,0.0,0.125,0.2802502931260656,extended_moore_r2__ql__fixed__intr0__struct0__sequential__lesion__s2__9d8db4ce65,0.0219061738459992,-0.0081441208360931,0.25,False,0.4782049498433351,0.002,0.016,ql,0.68,extended_moore_r2,40,100,0.9,0.5014965398885223,0.3,0,0.42,0.08,210,0.4506441309495313,0.2,20,0.9712476514006476,3.570992605643274e-18,0.2,fixed,sequential_exact,False,sequential,40,180,280,2,-1,1.0,0.6,0.6,80,0.2446014920876593,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,0.0218540944599895
56,320,0.4846315422163521,0.5,-0.3215872641379806,0.0,0.125,0.3327154378215496,honeycomb_nnn__ql__fixed__intr0__struct0__sequential__lesion__s2__ca46966871,0.0145636636071913,-0.0118218260750569,0.25,False,0.2498506639933344,0.002,0.016,ql,0.68,honeycomb_nnn,40,100,0.9,0.6035201148721646,0.3,0,0.42,0.08,210,0.4823948626573329,0.2,20,0.9991010467870494,4.1399766676442894e-18,0.2,fixed,sequential_exact,False,sequential,40,180,280,2,-1,1.0,0.6,0.6,80,0.0351612161550911,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,0.0145820417975098
56,320,0.4043989066636809,0.5,-0.2486431816242472,0.0,0.125,0.267170389726499,square_vn__ql__fixed__intr0__struct0__sequential__lesion__s3__fc0db9682c,-0.0003784221866229,0.0044621711932462,0.25,False,0.7112058326434757,0.002,0.016,ql,0.68,square_vn,40,100,0.9,0.3645514973244805,0.3,0,0.42,0.08,210,0.398886618233333,0.2,20,1.4708611270080911,1.1502967171027049e-18,0.2,fixed,sequential_exact,False,sequential,40,180,280,3,-1,1.0,0.6,0.6,80,0.0041050799934696,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,-0.0119957647183711
56,320,0.459524605689228,0.5,-0.3995214626438478,0.0,0.125,0.2975786953124102,hex_cells__ql__fixed__intr0__struct0__sequential__lesion__s3__2a071d3534,0.0269721785931826,-0.0025206661267246,0.25,False,0.5416215977758589,0.002,0.016,ql,0.68,hex_cells,40,100,0.9,0.5315788665550895,0.3,0,0.42,0.08,210,0.4576683701870853,0.2,20,1.2063303953413342,2.4831530793684927e-18,0.2,fixed,sequential_exact,False,sequential,40,180,280,3,-1,1.0,0.6,0.6,80,0.0134350554693903,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,0.0292783767463952
56,320,0.4528805469342695,0.5,-0.2908162492473079,0.0,0.125,0.2804791235201834,extended_moore_r2__ql__fixed__intr0__struct0__sequential__lesion__s3__aa9773f4ed,0.007920952023845,-0.001560076470283,0.25,False,0.4693648704540367,0.002,0.016,ql,0.68,extended_moore_r2,40,100,0.9,0.5012606454987333,0.3,0,0.42,0.08,210,0.4515158518285304,0.2,20,0.9782837151463948,1.3071570145258348e-18,0.2,fixed,sequential_exact,False,sequential,40,180,280,3,-1,1.0,0.6,0.6,80,0.4196096758658679,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,0.0087145413597253
