L,T,activity_late,alpha_async,autocorr_late,bias_mean_late,block_fraction,coherence_late,config_id,corr_A_late,corr_B_late,dephase,diagonal_ablation,entropy_late,eta_intrinsic,eta_weight,formalism,gamma,geometry,imprint_duration,imprint_start,imprint_strength,interface_density_late,intrinsic_bias_limit,intrinsic_enabled,intrinsic_target_activity,lesion_fraction,lesion_time,memory_mean_late,memory_strength,metric_stride,neighbor_pattern_entropy_late,orientation_anisotropy_late,p0,plasticity,profile,save_dense,schedule,second_imprint_duration,second_imprint_start,second_lesion_time,seed,sensitivity_point,sequential_events_per_sweep,sigma_birth,sigma_survive,snapshot_every,spectral_peak_fraction_late,structural_additions_total,structural_enabled,structural_interval,structural_link_fraction_late,structural_min_degree,structural_removals_total,structural_rewire_probability,structural_swap_tolerance,structural_target_fraction,structural_utility_tau,task,tau_memory,theta_input,theta_memory,theta_phase,weight_decay,weight_sum,repair_reference_corr
56,320,0.4811202219061736,0.5,-0.3186516191844584,0.0,0.125,0.3294542717854005,honeycomb_nnn__ql__fixed__intr0__struct0__sequential__lesion__s3__08bf5ba9fe,0.0176984847701074,0.0100007162923066,0.25,False,0.2635652731012661,0.002,0.016,ql,0.68,honeycomb_nnn,40,100,0.9,0.5984020959314416,0.3,0,0.42,0.08,210,0.4789012992692387,0.2,20,0.9988346147416426,2.397242323697117e-18,0.2,fixed,sequential_exact,False,sequential,40,180,280,3,-1,1.0,0.6,0.6,80,0.0243379097920544,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,0.0177246350931985
56,320,0.3976242598468517,0.5,-0.2360799456558418,0.0,0.125,0.262451030760703,square_vn__ql__plastic__intr0__struct0__sequential__baseline__s1__eaf333c203,0.0111964444174506,0.0058727908652083,0.25,False,0.7104997967700916,0.002,0.016,ql,0.68,square_vn,40,100,0.9,0.3593457095093114,0.3,0,0.42,0.08,210,0.4020409806147955,0.2,20,1.4524342087764586,2.374311685084397e-18,0.2,plastic,sequential_exact,False,sequential,40,180,280,1,-1,1.0,0.6,0.6,80,0.0033353032863732,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,baseline,30.0,0.45,0.2,0.1,0.002,8.0,
56,320,0.4201332844058861,0.5,-0.3291811594938013,0.0,0.125,0.2772044596160138,hex_cells__ql__plastic__intr0__struct0__sequential__baseline__s1__d9d2f92f07,0.0063115518169844,0.0015057550751218,0.25,False,0.6181409701896069,0.002,0.016,ql,0.68,hex_cells,40,100,0.9,0.4476996800613849,0.3,0,0.42,0.08,210,0.420002809693319,0.2,20,1.2793476337434788,2.7119504144470328e-18,0.2,plastic,sequential_exact,False,sequential,40,180,280,1,-1,1.0,0.6,0.6,80,0.0135919227364769,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,baseline,30.0,0.45,0.2,0.1,0.002,8.0,
56,320,0.3554442930724431,0.5,-0.1761457345605245,0.0,0.125,0.2070253991117032,extended_moore_r2__ql__plastic__intr0__struct0__sequential__baseline__s1__3a26874cd2,0.0610647779446186,0.0359352673247027,0.25,False,0.7659581236226095,0.002,0.016,ql,0.68,extended_moore_r2,40,100,0.9,0.2538244141303282,0.3,0,0.42,0.08,210,0.3597663025147152,0.2,20,0.3929111265468467,5.087591636955063e-18,0.2,plastic,sequential_exact,False,sequential,40,180,280,1,-1,1.0,0.6,0.6,80,0.0697821684953258,0,0,40,0.9322650935374148,2,0,0.25,0.01,0.75,50.0,baseline,30.0,0.45,0.2,0.1,0.002,8.0,
56,320,0.3927988908526679,0.5,-0.2774656274083277,0.0,0.125,0.2575046415136245,honeycomb_nnn__ql__plastic__intr0__struct0__sequential__baseline__s1__240882079e,0.0001663440424557,-0.0030931748766128,0.25,False,0.6735388600173922,0.002,0.016,ql,0.68,honeycomb_nnn,40,100,0.9,0.3879545363732394,0.3,0,0.42,0.08,210,0.3950652208288526,0.2,20,0.8117263012700698,3.706778062407511e-18,0.2,plastic,sequential_exact,False,sequential,40,180,280,1,-1,1.0,0.6,0.6,80,0.0770506436059658,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,baseline,30.0,0.45,0.2,0.1,0.002,8.0,
56,320,0.4029914707716542,0.5,-0.249758507707886,0.0,0.125,0.2615007117236064,square_vn__ql__plastic__intr0__struct0__sequential__baseline__s2__f98cac28d7,-0.0015873468533756,-0.0087618783368625,0.25,False,0.7135082010287593,0.002,0.016,ql,0.68,square_vn,40,100,0.9,0.3617870940177934,0.3,0,0.42,0.08,210,0.4041212872851398,0.2,20,1.4734989831584808,2.782547945991621e-18,0.2,plastic,sequential_exact,False,sequential,40,180,280,2,-1,1.0,0.6,0.6,80,0.0033701661919149,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,baseline,30.0,0.45,0.2,0.1,0.002,8.0,
56,320,0.4203159581463322,0.5,-0.3333490537247934,0.0,0.125,0.2786207385903571,hex_cells__ql__plastic__intr0__struct0__sequential__baseline__s2__57cd3a60e0,-0.0037133175245484,-0.0146945315519727,0.25,False,0.6222923192672659,0.002,0.016,ql,0.68,hex_cells,40,100,0.9,0.4458750219536484,0.3,0,0.42,0.08,210,0.4197252183580959,0.2,20,1.2635280027015223,3.133619458719364e-18,0.2,plastic,sequential_exact,False,sequential,40,180,280,2,-1,1.0,0.6,0.6,80,0.019563344252175,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,baseline,30.0,0.45,0.2,0.1,0.002,8.0,
56,320,0.3390948694763795,0.5,-0.2050682677630067,0.0,0.125,0.2178582572288321,extended_moore_r2__ql__plastic__intr0__struct0__sequential__baseline__s2__1e954aed8d,-0.0229569669800938,0.0067392548895832,0.25,False,0.7272348822894784,0.002,0.016,ql,0.68,extended_moore_r2,40,100,0.9,0.2752822721290225,0.3,0,0.42,0.08,210,0.3441921085975916,0.2,20,0.4721661064870474,4.718127961878055e-18,0.2,plastic,sequential_exact,False,sequential,40,180,280,2,-1,1.0,0.6,0.6,80,0.0624036568674857,0,0,40,0.9197624362244898,2,0,0.25,0.01,0.75,50.0,baseline,30.0,0.45,0.2,0.1,0.002,8.0,
56,320,0.3964750632108462,0.5,-0.2811942680757582,0.0,0.125,0.2609672364447838,honeycomb_nnn__ql__plastic__intr0__struct0__sequential__baseline__s2__8f2a68cee4,-0.0065435278420465,0.0190391296121194,0.25,False,0.6391677729609931,0.002,0.016,ql,0.68,honeycomb_nnn,40,100,0.9,0.4107694120542824,0.3,0,0.42,0.08,210,0.3981858052181096,0.2,20,0.9042188202949862,3.3506551304470757e-18,0.2,plastic,sequential_exact,False,sequential,40,180,280,2,-1,1.0,0.6,0.6,80,0.0591130315549363,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,baseline,30.0,0.45,0.2,0.1,0.002,8.0,
56,320,0.3998707218060929,0.5,-0.2553184727817244,0.0,0.125,0.2632261633413328,square_vn__ql__plastic__intr0__struct0__sequential__baseline__s3__063ab45d84,0.0001378267539027,-0.0138097977640483,0.25,False,0.7086558961253128,0.002,0.016,ql,0.68,square_vn,40,100,0.9,0.3654658756024325,0.3,0,0.42,0.08,210,0.401733232991239,0.2,20,1.4788570386758737,2.273339580162665e-18,0.2,plastic,sequential_exact,False,sequential,40,180,280,3,-1,1.0,0.6,0.6,80,0.0041868871958112,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,baseline,30.0,0.45,0.2,0.1,0.002,8.0,
56,320,0.4202489298908778,0.5,-0.3289147043446599,0.0,0.125,0.2795579395108604,hex_cells__ql__plastic__intr0__struct0__sequential__baseline__s3__4bd37b70c0,-0.0062337704896725,-0.0027145800609032,0.25,False,0.6168914412750253,0.002,0.016,ql,0.68,hex_cells,40,100,0.9,0.448457533438364,0.3,0,0.42,0.08,210,0.4208157389228839,0.2,20,1.2843963703601189,2.667068217790035e-18,0.2,plastic,sequential_exact,False,sequential,40,180,280,3,-1,1.0,0.6,0.6,80,0.0137866570002337,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,baseline,30.0,0.45,0.2,0.1,0.002,8.0,
56,320,0.3557729046011748,0.5,-0.1716377186533066,0.0,0.125,0.2070019094735506,extended_moore_r2__ql__plastic__intr0__struct0__sequential__baseline__s3__fe1a4443a1,0.0092491748040341,0.0388841598165397,0.25,False,0.7607960827728437,0.002,0.016,ql,0.68,extended_moore_r2,40,100,0.9,0.2570080491571481,0.3,0,0.42,0.08,210,0.3594034062902717,0.2,20,0.4199437264650465,4.2134833167880535e-18,0.2,plastic,sequential_exact,False,sequential,40,180,280,3,-1,1.0,0.6,0.6,80,0.0795074889285801,0,0,40,0.9310825892857144,2,0,0.25,0.01,0.75,50.0,baseline,30.0,0.45,0.2,0.1,0.002,8.0,
56,320,0.407022162226923,0.5,-0.2706380245911345,0.0,0.125,0.2610039301486234,honeycomb_nnn__ql__plastic__intr0__struct0__sequential__baseline__s3__01cb11a56f,-0.0072841965666459,-0.0071109046220665,0.25,False,0.6349135762236622,0.002,0.016,ql,0.68,honeycomb_nnn,40,100,0.9,0.4151138034033555,0.3,0,0.42,0.08,210,0.4072325935959407,0.2,20,0.9470361020180664,3.116537270900811e-18,0.2,plastic,sequential_exact,False,sequential,40,180,280,3,-1,1.0,0.6,0.6,80,0.0523252432836453,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,baseline,30.0,0.45,0.2,0.1,0.002,8.0,
56,320,0.4000883724526513,0.5,-0.2427362614427335,0.0,0.125,0.263671845206091,square_vn__ql__plastic__intr0__struct0__sequential__lesion__s1__a90719800b,-0.0082237047808504,-0.000694950211385,0.25,False,0.7101551707730899,0.002,0.016,ql,0.68,square_vn,40,100,0.9,0.3621738576899842,0.3,0,0.42,0.08,210,0.3987575111384774,0.2,20,1.454544162412068,2.6765845581231848e-18,0.2,plastic,sequential_exact,False,sequential,40,180,280,1,-1,1.0,0.6,0.6,80,0.0042966502863532,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,-0.0079768845267977
56,320,0.4212143715285328,0.5,-0.346169655505076,0.0,0.125,0.2781971648500784,hex_cells__ql__plastic__intr0__struct0__sequential__lesion__s1__5244e57a49,0.0115059553280346,0.0009423423172915,0.25,False,0.6122087709509906,0.002,0.016,ql,0.68,hex_cells,40,100,0.9,0.4564956916947013,0.3,0,0.42,0.08,210,0.420143623857783,0.2,20,1.3014253288068671,3.197461915390659e-18,0.2,plastic,sequential_exact,False,sequential,40,180,280,1,-1,1.0,0.6,0.6,80,0.0179334229453245,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,0.0138202004264943
56,320,0.3779652687078034,0.5,-0.2132643123159657,0.0,0.125,0.1886949372561126,extended_moore_r2__ql__plastic__intr0__struct0__sequential__lesion__s1__98c801ae98,0.0108396938293373,-0.0126876709356829,0.25,False,0.8058515542248799,0.002,0.016,ql,0.68,extended_moore_r2,40,100,0.9,0.2516979769563245,0.3,0,0.42,0.08,210,0.3816881618623004,0.2,20,0.2374773001437525,4.962804002280538e-18,0.2,plastic,sequential_exact,False,sequential,40,180,280,1,-1,1.0,0.6,0.6,80,0.0748682046808185,0,0,40,0.9594228316326532,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,0.0141775367332315
56,320,0.4112222643598742,0.5,-0.2907116217334085,0.0,0.125,0.2679763608579397,honeycomb_nnn__ql__plastic__intr0__struct0__sequential__lesion__s1__6dd17856ae,-0.0068758843311204,0.0011644077844332,0.25,False,0.5851694550951095,0.002,0.016,ql,0.68,honeycomb_nnn,40,100,0.9,0.4528824668270033,0.3,0,0.42,0.08,210,0.411026800665542,0.2,20,0.9972785362798616,3.61052118369161e-18,0.2,plastic,sequential_exact,False,sequential,40,180,280,1,-1,1.0,0.6,0.6,80,0.0479918759943162,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,-0.0121447718603152
56,320,0.4023563164539198,0.5,-0.2368607109977543,0.0,0.125,0.2667898057123283,square_vn__ql__plastic__intr0__struct0__sequential__lesion__s2__0d1e8fec6a,-0.0097657272811243,0.0054192435430419,0.25,False,0.7123243506474681,0.002,0.016,ql,0.68,square_vn,40,100,0.9,0.3606692396654985,0.3,0,0.42,0.08,210,0.3970171978166121,0.2,20,1.4510723633935818,3.800370117490681e-19,0.2,plastic,sequential_exact,False,sequential,40,180,280,2,-1,1.0,0.6,0.6,80,0.0041181373767591,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,0.0023076984759111
56,320,0.4238867930487682,0.5,-0.3542057658162727,0.0,0.125,0.2798228273322645,hex_cells__ql__plastic__intr0__struct0__sequential__lesion__s2__d72c270b7e,-0.001953531989721,0.0032436686558183,0.25,False,0.6082101190773915,0.002,0.016,ql,0.68,hex_cells,40,100,0.9,0.4621739439205286,0.3,0,0.42,0.08,210,0.4224392710888371,0.2,20,1.3017599952782486,2.1209612086804216e-18,0.2,plastic,sequential_exact,False,sequential,40,180,280,2,-1,1.0,0.6,0.6,80,0.0151025673611986,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,-2.801554761043793e-05
56,320,0.3787244126935398,0.5,-0.2138730411313716,0.0,0.125,0.1921855734031982,extended_moore_r2__ql__plastic__intr0__struct0__sequential__lesion__s2__19174e5bf9,-0.0091743529419305,0.0006193992741788,0.25,False,0.7987639292588268,0.002,0.016,ql,0.68,extended_moore_r2,40,100,0.9,0.260062438362407,0.3,0,0.42,0.08,210,0.381682364349194,0.2,20,0.2409849018881092,4.320833903930309e-18,0.2,plastic,sequential_exact,False,sequential,40,180,280,2,-1,1.0,0.6,0.6,80,0.0917193453229184,0,0,40,0.9596354166666666,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,-0.0057481027796256
56,320,0.4233841723589113,0.5,-0.2964068728943057,0.0,0.125,0.2675504592787816,honeycomb_nnn__ql__plastic__intr0__struct0__sequential__lesion__s2__fbe5d45989,-0.0193983795003326,-0.0009896200702343,0.25,False,0.5569201215600375,0.002,0.016,ql,0.68,honeycomb_nnn,40,100,0.9,0.4732409831106989,0.3,0,0.42,0.08,210,0.4229473907392652,0.2,20,1.055482008453078,2.9418591101646967e-18,0.2,plastic,sequential_exact,False,sequential,40,180,280,2,-1,1.0,0.6,0.6,80,0.0588725413610007,0,0,40,0.9999645691609976,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,-0.0165602386301002
56,320,0.4009752004171525,0.5,-0.2328586076303791,0.0,0.125,0.2685606727835211,square_vn__ql__plastic__intr0__struct0__sequential__lesion__s3__80539cd6d8,-0.0117431292041948,-0.0029482864833366,0.25,False,0.7104498495671453,0.002,0.016,ql,0.68,square_vn,40,100,0.9,0.3600683697220843,0.3,0,0.42,0.08,210,0.3966795790211871,0.2,20,1.439717330016937,1.6471486989433229e-18,0.2,plastic,sequential_exact,False,sequential,40,180,280,3,-1,1.0,0.6,0.6,80,0.004186926220532,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,-0.0424499046183219
56,320,0.4219140715525316,0.5,-0.3452826511552971,0.0,0.125,0.2774485747271444,hex_cells__ql__plastic__intr0__struct0__sequential__lesion__s3__7ba275eb8c,-0.0032281678524995,0.0001809070850028,0.25,False,0.6079329517830425,0.002,0.016,ql,0.68,hex_cells,40,100,0.9,0.4595967695435761,0.3,0,0.42,0.08,210,0.4202244991153217,0.2,20,1.3119502070982003,1.7092472449704258e-18,0.2,plastic,sequential_exact,False,sequential,40,180,280,3,-1,1.0,0.6,0.6,80,0.0202913279283272,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,-0.0007517233806093
56,320,0.3859769815979008,0.5,-0.2023986412995351,0.0,0.125,0.1870364313031142,extended_moore_r2__ql__plastic__intr0__struct0__sequential__lesion__s3__bd153ecf72,0.0021029785462688,-0.0289328426997166,0.25,False,0.813853519800999,0.002,0.016,ql,0.68,extended_moore_r2,40,100,0.9,0.2498112661202709,0.3,0,0.42,0.08,210,0.3887968439265479,0.2,20,0.2855230009357141,5.070612072592e-18,0.2,plastic,sequential_exact,False,sequential,40,180,280,3,-1,1.0,0.6,0.6,80,0.0853550709455944,0,0,40,0.9639402636054422,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,0.002199337442734
56,320,0.4100648929293506,0.5,-0.2912262602107114,0.0,0.125,0.2651920526975294,honeycomb_nnn__ql__plastic__intr0__struct0__sequential__lesion__s3__8171852723,0.0118133705312438,0.0002926648358364,0.25,False,0.5838425771845569,0.002,0.016,ql,0.68,honeycomb_nnn,40,100,0.9,0.4522470710038353,0.3,0,0.42,0.08,210,0.4107614910345407,0.2,20,1.008392990839395,3.437137828784773e-18,0.2,plastic,sequential_exact,False,sequential,40,180,280,3,-1,1.0,0.6,0.6,80,0.0663615188982842,0,0,40,0.9999645691609976,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,0.0188517454685123
56,320,0.4140292655866231,0.5,-0.3076695009926453,0.0,0.125,0.0,square_moore__markov__fixed__intr0__struct0__sequential__baseline__s1__556ee7f8f8,-0.0050077755097865,0.0135138476412733,0.25,False,0.6029582343032157,0.002,0.016,markov,0.68,square_moore,40,100,0.9,0.442179858222147,0.3,0,0.42,0.08,210,0.4147002631255604,0.2,20,1.390026922399924,4.843753682676042e-18,0.2,fixed,sequential_exact,False,sequential,40,180,280,1,-1,1.0,0.6,0.6,80,0.0588692079774425,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,baseline,30.0,0.45,0.2,0.1,0.002,8.0,
56,320,0.3905784441659806,0.5,-0.166472341482588,0.0,0.125,0.0,honeycomb__markov__fixed__intr0__struct0__sequential__baseline__s1__93f4b40d68,0.0050429961244215,-0.0021149621266061,0.25,False,0.6787974556198327,0.002,0.016,markov,0.68,honeycomb,40,100,0.9,0.3569831198500672,0.3,0,0.42,0.08,210,0.3910770431775165,0.2,20,1.5524512030756572,3.170007856300302e-18,0.2,fixed,sequential_exact,False,sequential,40,180,280,1,-1,1.0,0.6,0.6,80,0.0032896033742513,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,baseline,30.0,0.45,0.2,0.1,0.002,8.0,
56,320,0.4518201267355317,0.5,-0.2385994779995044,0.0,0.125,0.0,extended_hex_r2__markov__fixed__intr0__struct0__sequential__baseline__s1__90619871bd,-0.0025660808486671,0.0013727740517711,0.25,False,0.5713382790565786,0.002,0.016,markov,0.68,extended_hex_r2,40,100,0.9,0.4677165225824944,0.3,0,0.42,0.08,210,0.4517472882472607,0.2,20,0.9490235939664948,9.132777998139393e-19,0.2,fixed,sequential_exact,False,sequential,40,180,280,1,-1,1.0,0.6,0.6,80,0.4373879794673272,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,baseline,30.0,0.45,0.2,0.1,0.002,8.0,
56,320,0.4139436602348083,0.5,-0.2938715061678999,0.0,0.125,0.0,square_moore__markov__fixed__intr0__struct0__sequential__baseline__s2__97e69c9cc6,0.0043715950584324,0.0075061790227308,0.25,False,0.606541704437176,0.002,0.016,markov,0.68,square_moore,40,100,0.9,0.4355891333805087,0.3,0,0.42,0.08,210,0.4136708250166561,0.2,20,1.386197563167185,3.746666840233194e-18,0.2,fixed,sequential_exact,False,sequential,40,180,280,2,-1,1.0,0.6,0.6,80,0.1941977955385102,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,baseline,30.0,0.45,0.2,0.1,0.002,8.0,
56,320,0.3866051130885395,0.5,-0.1462067898566023,0.0,0.125,0.0,honeycomb__markov__fixed__intr0__struct0__sequential__baseline__s2__4f465fa9e4,0.0017972608670598,0.0011722504123316,0.25,False,0.6742282108853441,0.002,0.016,markov,0.68,honeycomb,40,100,0.9,0.3529402425531616,0.3,0,0.42,0.08,210,0.3882982245942273,0.2,20,1.555766220188639,2.2355245183816098e-18,0.2,fixed,sequential_exact,False,sequential,40,180,280,2,-1,1.0,0.6,0.6,80,0.0038955795367884,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,baseline,30.0,0.45,0.2,0.1,0.002,8.0,
56,320,0.4508995854287723,0.5,-0.2373145016644434,0.0,0.125,0.0,extended_hex_r2__markov__fixed__intr0__struct0__sequential__baseline__s2__42075d446b,0.0006816459399643,0.0007944948698398,0.25,False,0.6136725809062006,0.002,0.016,markov,0.68,extended_hex_r2,40,100,0.9,0.443498485128369,0.3,0,0.42,0.08,210,0.451325077051694,0.2,20,0.933293772103762,1.3663684394273293e-18,0.2,fixed,sequential_exact,False,sequential,40,180,280,2,-1,1.0,0.6,0.6,80,0.3012711046408643,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,baseline,30.0,0.45,0.2,0.1,0.002,8.0,
56,320,0.4136066347413346,0.5,-0.2988369268650412,0.0,0.125,0.0,square_moore__markov__fixed__intr0__struct0__sequential__baseline__s3__9e65c586e3,-7.448644577518736e-05,0.0047873734180275,0.25,False,0.6036328802204406,0.002,0.016,markov,0.68,square_moore,40,100,0.9,0.4379137369758779,0.3,0,0.42,0.08,210,0.4139551616083686,0.2,20,1.397801808892316,4.905012913248348e-18,0.2,fixed,sequential_exact,False,sequential,40,180,280,3,-1,1.0,0.6,0.6,80,0.1728168547069487,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,baseline,30.0,0.45,0.2,0.1,0.002,8.0,
56,320,0.3934075369667644,0.5,-0.1777468674244285,0.0,0.125,0.0,honeycomb__markov__fixed__intr0__struct0__sequential__baseline__s3__8a5d9cc4ce,-0.0055855968628484,-0.0101678805331461,0.25,False,0.6822747964583509,0.002,0.016,markov,0.68,honeycomb,40,100,0.9,0.3592705985993481,0.3,0,0.42,0.08,210,0.3897642571305432,0.2,20,1.5719252130768038,3.1432860545677078e-18,0.2,fixed,sequential_exact,False,sequential,40,180,280,3,-1,1.0,0.6,0.6,80,0.0036407095390418,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,baseline,30.0,0.45,0.2,0.1,0.002,8.0,
56,320,0.4518414663456028,0.5,-0.2387639289689097,0.0,0.125,0.0,extended_hex_r2__markov__fixed__intr0__struct0__sequential__baseline__s3__1c2213955d,-0.0016644501097572,0.0022982371690879,0.25,False,0.5694059346926114,0.002,0.016,markov,0.68,extended_hex_r2,40,100,0.9,0.4686784664066866,0.3,0,0.42,0.08,210,0.4512142899792247,0.2,20,0.9466925421896047,1.6836038864434317e-18,0.2,fixed,sequential_exact,False,sequential,40,180,280,3,-1,1.0,0.6,0.6,80,0.4792844504353136,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,baseline,30.0,0.45,0.2,0.1,0.002,8.0,
56,320,0.4153406122190382,0.5,-0.302288328171747,0.0,0.125,0.0,square_moore__markov__fixed__intr0__struct0__sequential__lesion__s1__5ded62c7ee,0.0052560977656096,0.004187103371917,0.25,False,0.6044064106009056,0.002,0.016,markov,0.68,square_moore,40,100,0.9,0.4404543566553225,0.3,0,0.42,0.08,210,0.4083200198251399,0.2,20,1.3791604921706793,4.50771110058178e-18,0.2,fixed,sequential_exact,False,sequential,40,180,280,1,-1,1.0,0.6,0.6,80,0.0776178208962295,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,0.0003363640270357
56,320,0.1974883910122394,0.5,0.3945039673457127,0.0,0.125,0.0,honeycomb__markov__fixed__intr0__struct0__sequential__lesion__s1__3c8dc559e8,0.1724137842616416,0.1782584469010154,0.25,False,0.3468766556398932,0.002,0.016,markov,0.68,honeycomb,40,100,0.9,0.1816591448736074,0.3,0,0.42,0.08,210,0.1845890921825644,0.2,20,1.368113425847156,2.7656885579746337e-18,0.2,fixed,sequential_exact,False,sequential,40,180,280,1,-1,1.0,0.6,0.6,80,0.1753160833155438,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,0.1464294875755238
56,320,0.4505184540437661,0.5,-0.2363332506477321,0.0,0.125,0.0,extended_hex_r2__markov__fixed__intr0__struct0__sequential__lesion__s1__ed9f70b2e5,0.0059633585745749,0.003752915861817,0.25,False,0.6285469676566557,0.002,0.016,markov,0.68,extended_hex_r2,40,100,0.9,0.4354451983366874,0.3,0,0.42,0.08,210,0.4476764706374943,0.2,20,0.925665061211537,1.5595856799360693e-18,0.2,fixed,sequential_exact,False,sequential,40,180,280,1,-1,1.0,0.6,0.6,80,0.2183998629651336,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,-0.0011181591949738
56,320,0.4167694182491763,0.5,-0.3096046473006432,0.0,0.125,0.0,square_moore__markov__fixed__intr0__struct0__sequential__lesion__s2__a418a8b6bb,-0.0007971849930089,-0.0024020025817759,0.25,False,0.5993541200570621,0.002,0.016,markov,0.68,square_moore,40,100,0.9,0.4455225692740001,0.3,0,0.42,0.08,210,0.4099416955537284,0.2,20,1.3879571718722044,5.7058137961714725e-18,0.2,fixed,sequential_exact,False,sequential,40,180,280,2,-1,1.0,0.6,0.6,80,0.1341423967462451,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,-0.0070538553510529
56,320,0.1853068513268821,0.5,0.3966770485000301,0.0,0.125,0.0,honeycomb__markov__fixed__intr0__struct0__sequential__lesion__s2__3e9459619b,0.1940651180796807,0.1944503911574566,0.25,False,0.3202171812840071,0.002,0.016,markov,0.68,honeycomb,40,100,0.9,0.1737192746859331,0.3,0,0.42,0.08,210,0.1736947662915949,0.2,20,1.325225037669535,2.2250341306109205e-18,0.2,fixed,sequential_exact,False,sequential,40,180,280,2,-1,1.0,0.6,0.6,80,0.1747466986836544,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,0.1785862218631239
56,320,0.4499565679062073,0.5,-0.2353057015856008,0.0,0.125,0.0,extended_hex_r2__markov__fixed__intr0__struct0__sequential__lesion__s2__1d56a74e29,-0.0027276394842296,-0.0036162087554842,0.25,False,0.6540541227020245,0.002,0.016,markov,0.68,extended_hex_r2,40,100,0.9,0.4193267682079893,0.3,0,0.42,0.08,210,0.4479006423167502,0.2,20,0.9124793485672784,1.6825995364150023e-18,0.2,fixed,sequential_exact,False,sequential,40,180,280,2,-1,1.0,0.6,0.6,80,0.1072191613209668,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,0.003210991935711
56,320,0.4132227476701144,0.5,-0.3108791292643478,0.0,0.125,0.0,square_moore__markov__fixed__intr0__struct0__sequential__lesion__s3__bc7afc1844,-0.0049856506643826,0.0052255566969136,0.25,False,0.5889573377031495,0.002,0.016,markov,0.68,square_moore,40,100,0.9,0.4486779722522825,0.3,0,0.42,0.08,210,0.4102458942943961,0.2,20,1.411129433473093,4.5500030521598664e-18,0.2,fixed,sequential_exact,False,sequential,40,180,280,3,-1,1.0,0.6,0.6,80,0.0879288745032881,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,0.0049114125747693
