L,T,activity_late,alpha_async,autocorr_late,bias_mean_late,block_fraction,coherence_late,config_id,corr_A_late,corr_B_late,dephase,diagonal_ablation,entropy_late,eta_intrinsic,eta_weight,formalism,gamma,geometry,imprint_duration,imprint_start,imprint_strength,interface_density_late,intrinsic_bias_limit,intrinsic_enabled,intrinsic_target_activity,lesion_fraction,lesion_time,memory_mean_late,memory_strength,metric_stride,neighbor_pattern_entropy_late,orientation_anisotropy_late,p0,plasticity,profile,repair_reference_corr,save_dense,schedule,second_imprint_duration,second_imprint_start,second_lesion_time,seed,sensitivity_point,sequential_events_per_sweep,sigma_birth,sigma_survive,snapshot_every,spectral_peak_fraction_late,structural_additions_total,structural_enabled,structural_interval,structural_link_fraction_late,structural_min_degree,structural_removals_total,structural_rewire_probability,structural_swap_tolerance,structural_target_fraction,structural_utility_tau,task,tau_memory,theta_input,theta_memory,theta_phase,weight_decay,weight_sum,order_bias,selection_role,selection_score
52,280,0.1994190179786208,0.5,0.5912621628454707,0.0,0.125,0.0,extended_moore_r2__markov__plastic__intr0__struct0__alpha_async__order_ba__s1__71d463e369,0.2370507881851694,0.2297452873277795,0.25,True,0.3656344329609267,0.002,0.016,markov,0.68,extended_moore_r2,40,90,0.9,0.1328518534916991,0.3,0,0.42,0.08,180,0.1548195956610644,0.3,20,1.2389851490771746,8.410313755948182e-18,0.2,plastic,ablation,,False,alpha_async,40,170,230,1,-1,1.0,0.6,0.6,80,0.1100359580832992,0,0,40,0.9892597386587773,2,0,0.25,0.01,0.75,50.0,order_ba,30.0,0.45,0.2,0.1,0.002,8.0,-0.0073055008573898,visual,1.183967170035525
52,280,0.4683535080193612,0.5,-0.1703089131611143,0.0,0.125,0.1854060160573378,extended_moore_r2__ql__fixed__intr0__struct0__alpha_async__lesion__s1__b9ee34fd8b,0.0345377647290676,-0.001574997693878,0.25,False,0.7421232495099389,0.002,0.016,ql,0.68,extended_moore_r2,40,90,0.9,0.3275016532697782,0.3,0,0.42,0.08,180,0.4106831269061755,0.0,20,0.8741594834041355,5.227960419801181e-18,0.2,fixed,ablation,0.0358513827265208,False,alpha_async,40,170,230,1,-1,1.0,0.6,0.6,80,0.1177213511083742,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,,median,1.4142135623730945
52,280,0.4683535080193612,0.5,-0.1703089131611143,0.0,0.125,0.1854060160573378,extended_moore_r2__ql__fixed__intr0__struct0__alpha_async__lesion__s1__b9ee34fd8b,0.0345377647290676,-0.001574997693878,0.25,False,0.7421232495099389,0.002,0.016,ql,0.68,extended_moore_r2,40,90,0.9,0.3275016532697782,0.3,0,0.42,0.08,180,0.4106831269061755,0.0,20,0.8741594834041355,5.227960419801181e-18,0.2,fixed,ablation,0.0358513827265208,False,alpha_async,40,170,230,1,-1,1.0,0.6,0.6,80,0.1177213511083742,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,,visual,0.8152988078499485
52,280,0.4504961858656429,0.5,-0.2865816095580061,0.0,0.125,0.2565192734234466,extended_moore_r2__ql__fixed__intr0__struct0__alpha_async__lesion__s2__6e6f36e7b9,0.0484354060898436,-0.0019826834738201,0.25,False,0.5312587396752103,0.002,0.016,ql,0.68,extended_moore_r2,40,90,0.9,0.4754297730524848,0.3,0,0.42,0.08,180,0.4130232569361533,0.0,20,0.9563880163138848,8.451583088649287e-18,0.2,fixed,ablation,0.0463041461081135,False,alpha_async,40,170,230,2,-1,1.0,0.6,0.6,80,0.3362992291715891,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,,high_repair,0.0463041461081135
52,280,0.4589295818572557,0.5,-0.2338294850131729,0.0,0.125,0.0,extended_moore_r2__ql__fixed__intr0__struct0__alpha_async__lesion__s2__9cbaf65708,0.0497939521227486,-0.0065404237438333,0.25,True,0.6061390557902396,0.002,0.016,ql,0.68,extended_moore_r2,40,90,0.9,0.4117044961264102,0.3,0,0.42,0.08,180,0.3755094469844448,0.0,20,0.9894716026938872,1.9598119755090283e-18,0.2,fixed,ablation,0.0613571405597156,False,alpha_async,40,170,230,2,-1,1.0,0.6,0.6,80,0.2454123354583105,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,,median,1.414213562373095
52,280,0.4589295818572557,0.5,-0.2338294850131729,0.0,0.125,0.0,extended_moore_r2__ql__fixed__intr0__struct0__alpha_async__lesion__s2__9cbaf65708,0.0497939521227486,-0.0065404237438333,0.25,True,0.6061390557902396,0.002,0.016,ql,0.68,extended_moore_r2,40,90,0.9,0.4117044961264102,0.3,0,0.42,0.08,180,0.3755094469844448,0.0,20,0.9894716026938872,1.9598119755090283e-18,0.2,fixed,ablation,0.0613571405597156,False,alpha_async,40,170,230,2,-1,1.0,0.6,0.6,80,0.2454123354583105,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,,visual,0.866765434964732
52,280,0.4589295818572557,0.5,-0.2338294850131729,0.0,0.125,0.0,extended_moore_r2__ql__fixed__intr0__struct0__alpha_async__lesion__s2__9cbaf65708,0.0497939521227486,-0.0065404237438333,0.25,True,0.6061390557902396,0.002,0.016,ql,0.68,extended_moore_r2,40,90,0.9,0.4117044961264102,0.3,0,0.42,0.08,180,0.3755094469844448,0.0,20,0.9894716026938872,1.9598119755090283e-18,0.2,fixed,ablation,0.0613571405597156,False,alpha_async,40,170,230,2,-1,1.0,0.6,0.6,80,0.2454123354583105,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,,high_repair,0.0613571405597156
52,280,0.4512178170540628,0.5,-0.2872685249799762,0.0,0.125,0.2612543004417273,extended_moore_r2__ql__fixed__intr0__struct0__alpha_async__lesion__s2__fa7f9b5652,0.0476453215029779,-0.004964117501114,0.25,False,0.5114911205809983,0.002,0.016,ql,0.68,extended_moore_r2,40,90,0.9,0.4855768511059759,0.3,0,0.42,0.08,180,0.4100591901754496,0.3,20,0.9662099847320326,1.0097390019955814e-17,0.2,fixed,ablation,0.0472319568189578,False,alpha_async,40,170,230,2,-1,1.0,0.6,0.6,80,0.3836271753504798,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,,median,1.4142135623730943
52,280,0.4629056873560261,0.5,-0.2191846074616359,0.0,0.125,0.2063043654367614,extended_moore_r2__ql__fixed__intr0__struct0__alpha_async__lesion__s1__af79aa773b,0.0440424402559507,-0.0079648457615516,0.25,False,0.6737072779591916,0.002,0.016,ql,0.68,extended_moore_r2,40,90,0.9,0.3751992286016121,0.3,0,0.42,0.08,180,0.4091111744965248,0.3,20,0.9237590186563924,7.887339129170179e-18,0.2,fixed,ablation,0.0667389287703449,False,alpha_async,40,170,230,1,-1,1.0,0.6,0.6,80,0.2098019929313554,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,,visual,0.8188580221907147
52,280,0.4629056873560261,0.5,-0.2191846074616359,0.0,0.125,0.2063043654367614,extended_moore_r2__ql__fixed__intr0__struct0__alpha_async__lesion__s1__af79aa773b,0.0440424402559507,-0.0079648457615516,0.25,False,0.6737072779591916,0.002,0.016,ql,0.68,extended_moore_r2,40,90,0.9,0.3751992286016121,0.3,0,0.42,0.08,180,0.4091111744965248,0.3,20,0.9237590186563924,7.887339129170179e-18,0.2,fixed,ablation,0.0667389287703449,False,alpha_async,40,170,230,1,-1,1.0,0.6,0.6,80,0.2098019929313554,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,,high_repair,0.0667389287703449
52,280,0.4626027815164954,0.5,0.0282724869297257,0.0,0.125,0.0,extended_moore_r2__ql__fixed__intr0__struct0__alpha_async__lesion__s1__4df35c8652,0.0289243000447958,0.0172521900672451,0.25,True,0.8123777613466858,0.002,0.016,ql,0.68,extended_moore_r2,40,90,0.9,0.2528814100279778,0.3,0,0.42,0.08,180,0.3624280659842976,0.3,20,0.7262834316282522,3.861518824124141e-18,0.2,fixed,ablation,0.0003345601778802,False,alpha_async,40,170,230,1,-1,1.0,0.6,0.6,80,0.0107800282054021,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,,median,1.4142135623730951
52,280,0.4507060091756096,0.5,-0.2384635438172343,0.0,0.125,0.0,extended_moore_r2__ql__fixed__intr0__struct0__alpha_async__lesion__s2__de4041daef,0.0542781779110655,-0.0081271286915904,0.25,True,0.5366207818107035,0.002,0.016,ql,0.68,extended_moore_r2,40,90,0.9,0.44622329209948,0.3,0,0.42,0.08,180,0.3667094656755077,0.3,20,1.0407817873451222,4.013099344888982e-18,0.2,fixed,ablation,0.0542944212921249,False,alpha_async,40,170,230,2,-1,1.0,0.6,0.6,80,0.2563795633813504,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,,visual,0.912592005654447
52,280,0.4507060091756096,0.5,-0.2384635438172343,0.0,0.125,0.0,extended_moore_r2__ql__fixed__intr0__struct0__alpha_async__lesion__s2__de4041daef,0.0542781779110655,-0.0081271286915904,0.25,True,0.5366207818107035,0.002,0.016,ql,0.68,extended_moore_r2,40,90,0.9,0.44622329209948,0.3,0,0.42,0.08,180,0.3667094656755077,0.3,20,1.0407817873451222,4.013099344888982e-18,0.2,fixed,ablation,0.0542944212921249,False,alpha_async,40,170,230,2,-1,1.0,0.6,0.6,80,0.2563795633813504,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,,high_repair,0.0542944212921249
52,280,0.4680811537665181,0.5,-0.044946424943005,0.0,0.125,0.1512099046985791,extended_moore_r2__ql__plastic__intr0__struct0__alpha_async__lesion__s2__027ad85d8d,-0.0225049842790128,0.0021346396926403,0.25,False,0.8292214838187904,0.002,0.016,ql,0.68,extended_moore_r2,40,90,0.9,0.2581225605683626,0.3,0,0.42,0.08,180,0.4057930361024942,0.0,20,0.6675883247446087,3.436566192780089e-18,0.2,plastic,ablation,0.0018155631641431,False,alpha_async,40,170,230,2,-1,1.0,0.6,0.6,80,0.005998399898236,0,0,40,0.9935126972386588,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,,median,1.4142135623730805
52,280,0.4680811537665181,0.5,-0.044946424943005,0.0,0.125,0.1512099046985791,extended_moore_r2__ql__plastic__intr0__struct0__alpha_async__lesion__s2__027ad85d8d,-0.0225049842790128,0.0021346396926403,0.25,False,0.8292214838187904,0.002,0.016,ql,0.68,extended_moore_r2,40,90,0.9,0.2581225605683626,0.3,0,0.42,0.08,180,0.4057930361024942,0.0,20,0.6675883247446087,3.436566192780089e-18,0.2,plastic,ablation,0.0018155631641431,False,alpha_async,40,170,230,2,-1,1.0,0.6,0.6,80,0.005998399898236,0,0,40,0.9935126972386588,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,,visual,0.6645891247954907
52,280,0.4675653131345678,0.5,-0.0405797099699785,0.0,0.125,0.1507591650168757,extended_moore_r2__ql__plastic__intr0__struct0__alpha_async__lesion__s1__d689ad0580,-0.0074899814221277,-0.0005227998991206,0.25,False,0.8318813493046303,0.002,0.016,ql,0.68,extended_moore_r2,40,90,0.9,0.2539629752783017,0.3,0,0.42,0.08,180,0.4050661042590881,0.0,20,0.660368926578533,3.8073759302534335e-18,0.2,plastic,ablation,0.0035802282643608,False,alpha_async,40,170,230,1,-1,1.0,0.6,0.6,80,0.0047956500020049,0,0,40,0.9949765779092702,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,,high_repair,0.0035802282643608
52,280,0.4626377026906128,0.5,0.0327447527385487,0.0,0.125,0.0,extended_moore_r2__ql__plastic__intr0__struct0__alpha_async__lesion__s2__08d2202b49,0.0075807669916767,0.0213454003836109,0.25,True,0.8185740279391226,0.002,0.016,ql,0.68,extended_moore_r2,40,90,0.9,0.2509166278257616,0.3,0,0.42,0.08,180,0.3613885813331488,0.0,20,0.751873876478188,3.9871443550820955e-18,0.2,plastic,ablation,0.0248367414605834,False,alpha_async,40,170,230,2,-1,1.0,0.6,0.6,80,0.0084725542355419,0,0,40,0.993820882642998,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,,median,1.4142135623730874
52,280,0.4492079164210119,0.5,0.062499117172244,0.0,0.125,0.0,extended_moore_r2__ql__plastic__intr0__struct0__alpha_async__lesion__s1__e076c4a55d,0.015922965478682,0.0211107908804926,0.25,True,0.8236973272847496,0.002,0.016,ql,0.68,extended_moore_r2,40,90,0.9,0.2434973842302095,0.3,0,0.42,0.08,180,0.3580460825730585,0.0,20,0.9092544842672836,4.919896747711401e-18,0.2,plastic,ablation,-0.0261768914356853,False,alpha_async,40,170,230,1,-1,1.0,0.6,0.6,80,0.0160256164634771,0,0,40,0.9945759368836292,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,,visual,0.9012416760355451
52,280,0.4626377026906128,0.5,0.0327447527385487,0.0,0.125,0.0,extended_moore_r2__ql__plastic__intr0__struct0__alpha_async__lesion__s2__08d2202b49,0.0075807669916767,0.0213454003836109,0.25,True,0.8185740279391226,0.002,0.016,ql,0.68,extended_moore_r2,40,90,0.9,0.2509166278257616,0.3,0,0.42,0.08,180,0.3613885813331488,0.0,20,0.751873876478188,3.9871443550820955e-18,0.2,plastic,ablation,0.0248367414605834,False,alpha_async,40,170,230,2,-1,1.0,0.6,0.6,80,0.0084725542355419,0,0,40,0.993820882642998,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,,high_repair,0.0248367414605834
52,280,0.4697019818405873,0.5,-0.0368191579483597,0.0,0.125,0.1518156378743734,extended_moore_r2__ql__plastic__intr0__struct0__alpha_async__lesion__s2__cc610879f9,-0.0097180864035133,0.003391356027759,0.25,False,0.8320640810672201,0.002,0.016,ql,0.68,extended_moore_r2,40,90,0.9,0.2542189290272584,0.3,0,0.42,0.08,180,0.4044386939427586,0.3,20,0.6611295803420228,3.867790639481359e-18,0.2,plastic,ablation,0.0094153069958061,False,alpha_async,40,170,230,2,-1,1.0,0.6,0.6,80,0.0041681372511759,0,0,40,0.994683801775148,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,,median,1.414213562373095
52,280,0.4697019818405873,0.5,-0.0368191579483597,0.0,0.125,0.1518156378743734,extended_moore_r2__ql__plastic__intr0__struct0__alpha_async__lesion__s2__cc610879f9,-0.0097180864035133,0.003391356027759,0.25,False,0.8320640810672201,0.002,0.016,ql,0.68,extended_moore_r2,40,90,0.9,0.2542189290272584,0.3,0,0.42,0.08,180,0.4044386939427586,0.3,20,0.6611295803420228,3.867790639481359e-18,0.2,plastic,ablation,0.0094153069958061,False,alpha_async,40,170,230,2,-1,1.0,0.6,0.6,80,0.0041681372511759,0,0,40,0.994683801775148,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,,visual,0.6590455117164349
52,280,0.4672796875675037,0.5,-0.0418246465269313,0.0,0.125,0.1553713689444822,extended_moore_r2__ql__plastic__intr0__struct0__alpha_async__lesion__s1__d52a9c6bbb,-0.0048862836366048,0.0056996538764788,0.25,False,0.8304335230990497,0.002,0.016,ql,0.68,extended_moore_r2,40,90,0.9,0.2550531789774258,0.3,0,0.42,0.08,180,0.4011495897682045,0.3,20,0.6612277378618278,3.6918678053054576e-18,0.2,plastic,ablation,0.0134330145566856,False,alpha_async,40,170,230,1,-1,1.0,0.6,0.6,80,0.0054239456268142,0,0,40,0.99426775147929,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,,high_repair,0.0134330145566856
52,280,0.4502021851878395,0.5,0.0802117674587145,0.0,0.125,0.0,extended_moore_r2__ql__plastic__intr0__struct0__alpha_async__lesion__s2__7f21597a9d,0.0005132915313972,0.0165368071739729,0.25,True,0.7977654942148925,0.002,0.016,ql,0.68,extended_moore_r2,40,90,0.9,0.2508727237782446,0.3,0,0.42,0.08,180,0.3491813119581811,0.3,20,0.8071011157619224,3.883497689210935e-18,0.2,plastic,ablation,-0.0086928531077369,False,alpha_async,40,170,230,2,-1,1.0,0.6,0.6,80,0.0135854583193577,0,0,40,0.9951460798816568,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,,median,1.4142135623730916
52,280,0.4446129888062919,0.5,0.1036528879678013,0.0,0.125,0.0,extended_moore_r2__ql__plastic__intr0__struct0__alpha_async__lesion__s1__ac0242b799,0.0173763498698244,0.0224420398654736,0.25,True,0.79318133459881,0.002,0.016,ql,0.68,extended_moore_r2,40,90,0.9,0.2466126458854999,0.3,0,0.42,0.08,180,0.3441534890004606,0.3,20,0.8336467846527412,3.994162982407507e-18,0.2,plastic,ablation,0.0079217728212899,False,alpha_async,40,170,230,1,-1,1.0,0.6,0.6,80,0.016860474555214,0,0,40,0.9953926282051282,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,,visual,0.8252165473751343
52,280,0.4446129888062919,0.5,0.1036528879678013,0.0,0.125,0.0,extended_moore_r2__ql__plastic__intr0__struct0__alpha_async__lesion__s1__ac0242b799,0.0173763498698244,0.0224420398654736,0.25,True,0.79318133459881,0.002,0.016,ql,0.68,extended_moore_r2,40,90,0.9,0.2466126458854999,0.3,0,0.42,0.08,180,0.3441534890004606,0.3,20,0.8336467846527412,3.994162982407507e-18,0.2,plastic,ablation,0.0079217728212899,False,alpha_async,40,170,230,1,-1,1.0,0.6,0.6,80,0.016860474555214,0,0,40,0.9953926282051282,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,,high_repair,0.0079217728212899
52,280,0.3839903841594896,0.5,0.2694854989152489,0.0,0.125,0.2636099773707257,extended_moore_r2__ql__fixed__intr0__struct0__alpha_async__order_ab__s1__46c2f71211,0.0998109604814017,0.0950943923287142,0.25,False,0.7481021565819718,0.002,0.016,ql,0.68,extended_moore_r2,40,90,0.9,0.20815001816626,0.3,0,0.42,0.08,180,0.2925513244530585,0.0,20,0.9886923692294496,5.747356025207774e-18,0.2,fixed,ablation,,False,alpha_async,40,170,230,1,-1,1.0,0.6,0.6,80,0.0534675244424508,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,order_ab,30.0,0.45,0.2,0.1,0.002,8.0,-0.0047165681526874,median,1.4142135623730756
52,280,0.377089284368626,0.5,0.2760638909715915,0.0,0.125,0.2663667886010109,extended_moore_r2__ql__fixed__intr0__struct0__alpha_async__order_ab__s2__900fc8887d,0.0857044680313942,0.1060117383860656,0.25,False,0.7434317321953312,0.002,0.016,ql,0.68,extended_moore_r2,40,90,0.9,0.2068992368343824,0.3,0,0.42,0.08,180,0.2909692021323485,0.0,20,0.9956054972861632,6.60471351132673e-18,0.2,fixed,ablation,,False,alpha_async,40,170,230,2,-1,1.0,0.6,0.6,80,0.0535556616142703,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,order_ab,30.0,0.45,0.2,0.1,0.002,8.0,0.0203072703546713,visual,0.9688276664790281
52,280,0.251753142577843,0.5,0.5610363770944221,0.0,0.125,0.0,extended_moore_r2__ql__fixed__intr0__struct0__alpha_async__order_ab__s1__7a03a46a33,0.2066182004534831,0.1959671302731036,0.25,True,0.4553606199249249,0.002,0.016,ql,0.68,extended_moore_r2,40,90,0.9,0.1555860914630291,0.3,0,0.42,0.08,180,0.1865285465559755,0.0,20,1.2146521735233866,8.012350079064934e-18,0.2,fixed,ablation,,False,alpha_async,40,170,230,1,-1,1.0,0.6,0.6,80,0.0998760164366269,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,order_ab,30.0,0.45,0.2,0.1,0.002,8.0,-0.0106510701803794,median,1.4142135623730925
52,280,0.2500367860126944,0.5,0.5569345392458864,0.0,0.125,0.0,extended_moore_r2__ql__fixed__intr0__struct0__alpha_async__order_ab__s2__7cd15268f2,0.18911281753639,0.20363498138852,0.25,True,0.4474578912702232,0.002,0.016,ql,0.68,extended_moore_r2,40,90,0.9,0.1573073364985556,0.3,0,0.42,0.08,180,0.1851641356852625,0.0,20,1.213466461002734,8.665189921698874e-18,0.2,fixed,ablation,,False,alpha_async,40,170,230,2,-1,1.0,0.6,0.6,80,0.0955702049156144,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,order_ab,30.0,0.45,0.2,0.1,0.002,8.0,0.01452216385213,visual,1.1656813585449268
52,280,0.3737994186885562,0.5,0.2980580067212494,0.0,0.125,0.2753851626871627,extended_moore_r2__ql__fixed__intr0__struct0__alpha_async__order_ab__s1__172f7100d2,0.1100001478692033,0.1069487163919188,0.25,False,0.7389597445300119,0.002,0.016,ql,0.68,extended_moore_r2,40,90,0.9,0.2021715938850479,0.3,0,0.42,0.08,180,0.2856839822260362,0.3,20,1.0060026180321964,6.843457931290746e-18,0.2,fixed,ablation,,False,alpha_async,40,170,230,1,-1,1.0,0.6,0.6,80,0.0598437601566252,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,order_ab,30.0,0.45,0.2,0.1,0.002,8.0,-0.0030514314772844,median,1.4142135623730951
52,280,0.369039667931001,0.5,0.304067618932258,0.0,0.125,0.2784672675949562,extended_moore_r2__ql__fixed__intr0__struct0__alpha_async__order_ab__s2__77d080b161,0.0931858062709221,0.1140890416217632,0.25,False,0.731662834195577,0.002,0.016,ql,0.68,extended_moore_r2,40,90,0.9,0.2025056699436767,0.3,0,0.42,0.08,180,0.2832973264788598,0.3,20,1.0266468238423292,6.4238978591769604e-18,0.2,fixed,ablation,,False,alpha_async,40,170,230,2,-1,1.0,0.6,0.6,80,0.0597100911283957,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,order_ab,30.0,0.45,0.2,0.1,0.002,8.0,0.020903235350841,visual,0.9967917782781314
52,280,0.2325694123586701,0.5,0.5858695628410631,0.0,0.125,0.0,extended_moore_r2__ql__fixed__intr0__struct0__alpha_async__order_ab__s1__5e3990f39f,0.2267453899610834,0.2166824561136308,0.25,True,0.4193209025897751,0.002,0.016,ql,0.68,extended_moore_r2,40,90,0.9,0.1452823184170235,0.3,0,0.42,0.08,180,0.1744378521928701,0.3,20,1.210831974658542,9.314398431900932e-18,0.2,fixed,ablation,,False,alpha_async,40,170,230,1,-1,1.0,0.6,0.6,80,0.1046943281985109,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,order_ab,30.0,0.45,0.2,0.1,0.002,8.0,-0.0100629338474525,median,1.414213562373088
52,280,0.2335859638310774,0.5,0.5755902072500114,0.0,0.125,0.0,extended_moore_r2__ql__fixed__intr0__struct0__alpha_async__order_ab__s2__b1bf56d5bd,0.2058741891729088,0.2202937904566717,0.25,True,0.4161217338169735,0.002,0.016,ql,0.68,extended_moore_r2,40,90,0.9,0.1489002845674949,0.3,0,0.42,0.08,180,0.1747087504285539,0.3,20,1.2195031640577465,1.042065269792144e-17,0.2,fixed,ablation,,False,alpha_async,40,170,230,2,-1,1.0,0.6,0.6,80,0.0992509149585485,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,order_ab,30.0,0.45,0.2,0.1,0.002,8.0,0.0144196012837629,visual,1.1698777065784722
52,280,0.3655160690310206,0.5,0.2974314509266654,0.0,0.125,0.2779715151842858,extended_moore_r2__ql__plastic__intr0__struct0__alpha_async__order_ab__s1__dce7bf4f0a,0.090034281257028,0.0866652156610908,0.25,False,0.7380081797147042,0.002,0.016,ql,0.68,extended_moore_r2,40,90,0.9,0.197723383001117,0.3,0,0.42,0.08,180,0.2815583688410374,0.0,20,1.0071874450544034,7.223459086855607e-18,0.2,plastic,ablation,,False,alpha_async,40,170,230,1,-1,1.0,0.6,0.6,80,0.0549140565450201,0,0,40,0.990507889546351,2,0,0.25,0.01,0.75,50.0,order_ab,30.0,0.45,0.2,0.1,0.002,8.0,-0.0033690655959372,median,1.4142135623730951
52,280,0.3696848617807124,0.5,0.2928973900221501,0.0,0.125,0.2747879880116163,extended_moore_r2__ql__plastic__intr0__struct0__alpha_async__order_ab__s2__b4b3578c61,0.0773955237430979,0.0968115983859755,0.25,False,0.7468569172460144,0.002,0.016,ql,0.68,extended_moore_r2,40,90,0.9,0.1971474060551223,0.3,0,0.42,0.08,180,0.2844803322457649,0.0,20,1.037679301001088,6.7605740149216966e-18,0.2,plastic,ablation,,False,alpha_async,40,170,230,2,-1,1.0,0.6,0.6,80,0.057615469642832,0,0,40,0.9897990631163708,2,0,0.25,0.01,0.75,50.0,order_ab,30.0,0.45,0.2,0.1,0.002,8.0,0.0194160746428776,visual,1.008871566179672
52,280,0.2188044464571582,0.5,0.6081728459226782,0.0,0.125,0.0,extended_moore_r2__ql__plastic__intr0__struct0__alpha_async__order_ab__s1__fbc6e61958,0.2280515434635572,0.2131157523978029,0.25,True,0.3968252461242728,0.002,0.016,ql,0.68,extended_moore_r2,40,90,0.9,0.1356068775775588,0.3,0,0.42,0.08,180,0.1632324974848366,0.0,20,1.293975442509436,9.266783335383634e-18,0.2,plastic,ablation,,False,alpha_async,40,170,230,1,-1,1.0,0.6,0.6,80,0.1062119147231907,0,0,40,0.9907082100591716,2,0,0.25,0.01,0.75,50.0,order_ab,30.0,0.45,0.2,0.1,0.002,8.0,-0.0149357910657542,median,1.414213562373094
52,280,0.2188044464571582,0.5,0.6081728459226782,0.0,0.125,0.0,extended_moore_r2__ql__plastic__intr0__struct0__alpha_async__order_ab__s1__fbc6e61958,0.2280515434635572,0.2131157523978029,0.25,True,0.3968252461242728,0.002,0.016,ql,0.68,extended_moore_r2,40,90,0.9,0.1356068775775588,0.3,0,0.42,0.08,180,0.1632324974848366,0.0,20,1.293975442509436,9.266783335383634e-18,0.2,plastic,ablation,,False,alpha_async,40,170,230,1,-1,1.0,0.6,0.6,80,0.1062119147231907,0,0,40,0.9907082100591716,2,0,0.25,0.01,0.75,50.0,order_ab,30.0,0.45,0.2,0.1,0.002,8.0,-0.0149357910657542,visual,1.2408694851478408
52,280,0.3515265009542691,0.5,0.315709337378229,0.0,0.125,0.2903686111938585,extended_moore_r2__ql__plastic__intr0__struct0__alpha_async__order_ab__s1__600a45e780,0.0995048674996916,0.0944280802299948,0.25,False,0.7269888476634706,0.002,0.016,ql,0.68,extended_moore_r2,40,90,0.9,0.1923277119305719,0.3,0,0.42,0.08,180,0.2737818535218613,0.3,20,1.0399217193027366,6.379167157667491e-18,0.2,plastic,ablation,,False,alpha_async,40,170,230,1,-1,1.0,0.6,0.6,80,0.059214807703201,0,0,40,0.9893521942800788,2,0,0.25,0.01,0.75,50.0,order_ab,30.0,0.45,0.2,0.1,0.002,8.0,-0.0050767872696968,median,1.4142135623730827
