geometry,formalism,schedule,task,plasticity,intrinsic_enabled,structural_enabled,gamma,memory_strength,eta_weight,alpha_async,sigma_birth,sigma_survive,diagonal_ablation,activity_late__mean,activity_late__std,activity_late__median,activity_late__count,entropy_late__mean,entropy_late__std,entropy_late__median,entropy_late__count,repair_reference_corr__mean,repair_reference_corr__std,repair_reference_corr__median,repair_reference_corr__count,corr_A_late__mean,corr_A_late__std,corr_A_late__median,corr_A_late__count,corr_B_late__mean,corr_B_late__std,corr_B_late__median,corr_B_late__count,neighbor_pattern_entropy_late__mean,neighbor_pattern_entropy_late__std,neighbor_pattern_entropy_late__median,neighbor_pattern_entropy_late__count,spectral_peak_fraction_late__mean,spectral_peak_fraction_late__std,spectral_peak_fraction_late__median,spectral_peak_fraction_late__count,coherence_late__mean,coherence_late__std,coherence_late__median,coherence_late__count,structural_link_fraction_late__mean,structural_link_fraction_late__std,structural_link_fraction_late__median,structural_link_fraction_late__count,structural_additions_total__mean,structural_additions_total__std,structural_additions_total__median,structural_additions_total__count,structural_removals_total__mean,structural_removals_total__std,structural_removals_total__median,structural_removals_total__count
extended_hex_r2,markov,alpha_async,baseline,plastic,0,0,0.58,0.2,0.006,0.5,0.6,0.6,False,0.46353170285880996,0.004196697254939718,0.46353170285880996,2,0.916436027702114,0.0021384430138212444,0.916436027702114,2,,,,0,-0.011361638516423,0.016873612433941247,-0.011361638516423,2,-0.0079792595208522,0.009944772841001969,-0.0079792595208522,2,0.6687158938786183,0.04396197697200736,0.6687158938786183,2,0.01224568303746245,0.00019426697476884942,0.01224568303746245,2,0.0,0.0,0.0,2,1.0,0.0,1.0,2,0.0,0.0,0.0,2,0.0,0.0,0.0,2
extended_hex_r2,markov,alpha_async,baseline,plastic,0,0,0.58,0.2,0.01,0.5,0.6,0.6,False,0.46342517596683275,0.0036851877109419107,0.46342517596683275,2,0.9168632676492202,0.002053909358697869,0.9168632676492202,2,,,,0,-0.01052998519566345,0.01601180494507178,-0.01052998519566345,2,-0.0065779836916888,0.007820370547266225,-0.0065779836916888,2,0.663981301236939,0.03989961937218852,0.663981301236939,2,0.01102874613687465,0.0006995012789803236,0.01102874613687465,2,0.0,0.0,0.0,2,1.0,0.0,1.0,2,0.0,0.0,0.0,2,0.0,0.0,0.0,2
extended_hex_r2,markov,alpha_async,baseline,plastic,0,0,0.58,0.2,0.016,0.5,0.6,0.6,False,0.46276316174253274,0.0035249320621998028,0.46276316174253274,2,0.9170017015456235,0.0014628587875724366,0.9170017015456235,2,,,,0,-0.00910994378350395,0.01401484872782321,-0.00910994378350395,2,-0.0059113185844666,0.006504174303984454,-0.0059113185844666,2,0.6587396535262264,0.036919738155961945,0.6587396535262264,2,0.00993717020672215,0.00140568693636573,0.00993717020672215,2,0.0,0.0,0.0,2,1.0,0.0,1.0,2,0.0,0.0,0.0,2,0.0,0.0,0.0,2
extended_hex_r2,markov,alpha_async,baseline,plastic,0,0,0.58,0.3,0.006,0.5,0.6,0.6,False,0.4632628269776452,0.004295865737876895,0.4632628269776452,2,0.9160926900929693,0.0022183253929837824,0.9160926900929693,2,,,,0,-0.0108125823046403,0.015751942318064285,-0.0108125823046403,2,-0.0076969855427128,0.009763891046546716,-0.0076969855427128,2,0.6661780124884973,0.04558055801068762,0.6661780124884973,2,0.0120691932854612,0.00039742132644851786,0.0120691932854612,2,0.0,0.0,0.0,2,1.0,0.0,1.0,2,0.0,0.0,0.0,2,0.0,0.0,0.0,2
extended_hex_r2,markov,alpha_async,baseline,plastic,0,0,0.58,0.3,0.01,0.5,0.6,0.6,False,0.463019653837343,0.003902112259871516,0.463019653837343,2,0.9165557066872982,0.002128465535494585,0.9165557066872982,2,,,,0,-0.0117743105113138,0.01738635648272325,-0.0117743105113138,2,-0.0073985684381266,0.009318119574720962,-0.0073985684381266,2,0.6611603007891418,0.04199723468253309,0.6611603007891418,2,0.01126984475265535,0.00061829033453168,0.01126984475265535,2,0.0,0.0,0.0,2,1.0,0.0,1.0,2,0.0,0.0,0.0,2,0.0,0.0,0.0,2
extended_hex_r2,markov,alpha_async,baseline,plastic,0,0,0.58,0.3,0.016,0.5,0.6,0.6,False,0.4624861391931335,0.0035064907212177675,0.4624861391931335,2,0.9168843718437779,0.0016881411058896527,0.9168843718437779,2,,,,0,-0.01059157782153935,0.0156061520697628,-0.01059157782153935,2,-0.0063004199965975,0.007471088940592109,-0.0063004199965975,2,0.6547717426029075,0.0397469278786894,0.6547717426029075,2,0.010105101694487601,0.0013441749416063752,0.010105101694487601,2,0.0,0.0,0.0,2,1.0,0.0,1.0,2,0.0,0.0,0.0,2,0.0,0.0,0.0,2
extended_hex_r2,markov,alpha_async,baseline,plastic,0,0,0.58,0.4,0.006,0.5,0.6,0.6,False,0.46300733207525,0.004466475735083112,0.46300733207525,2,0.9156995704190488,0.0022260802448547928,0.9156995704190488,2,,,,0,-0.01131631220079145,0.015704451536746645,-0.01131631220079145,2,-0.007701454539692849,0.009783164776765767,-0.007701454539692849,2,0.6629832586316291,0.04746910027246444,0.6629832586316291,2,0.012289102853237,0.00041660503014859804,0.012289102853237,2,0.0,0.0,0.0,2,1.0,0.0,1.0,2,0.0,0.0,0.0,2,0.0,0.0,0.0,2
extended_hex_r2,markov,alpha_async,baseline,plastic,0,0,0.58,0.4,0.01,0.5,0.6,0.6,False,0.4627481247515134,0.004079529796299354,0.4627481247515134,2,0.9161191868026866,0.0020987251344391036,0.9161191868026866,2,,,,0,-0.012507589284597,0.017453257703114202,-0.012507589284597,2,-0.00763812554125035,0.00973089531183873,-0.00763812554125035,2,0.6604421111474725,0.04385653316122455,0.6604421111474725,2,0.011458902137801399,0.0005616910705814865,0.011458902137801399,2,0.0,0.0,0.0,2,1.0,0.0,1.0,2,0.0,0.0,0.0,2,0.0,0.0,0.0,2
extended_hex_r2,markov,alpha_async,baseline,plastic,0,0,0.58,0.4,0.016,0.5,0.6,0.6,False,0.46226055682653533,0.0035615613645485125,0.46226055682653533,2,0.9164534351015687,0.0018135217644828286,0.9164534351015687,2,,,,0,-0.01149769595782445,0.015636684281982532,-0.01149769595782445,2,-0.006538521015824051,0.00804297933597847,-0.006538521015824051,2,0.6536048915043471,0.042212177488103166,0.6536048915043471,2,0.01032910000702435,0.0012129072690176678,0.01032910000702435,2,0.0,0.0,0.0,2,1.0,0.0,1.0,2,0.0,0.0,0.0,2,0.0,0.0,0.0,2
extended_hex_r2,markov,alpha_async,baseline,plastic,0,0,0.62,0.2,0.006,0.5,0.6,0.6,False,0.4609438401883307,0.018199013240212347,0.4609438401883307,2,0.887477325421888,0.0040250988115949,0.887477325421888,2,,,,0,-0.009422396948887,0.015744280371832474,-0.009422396948887,2,-0.0224491438501124,0.025795216978690895,-0.0224491438501124,2,0.7293140268705045,0.038006409494568676,0.7293140268705045,2,0.01569053272271095,0.011556305090389947,0.01569053272271095,2,0.0,0.0,0.0,2,1.0,0.0,1.0,2,0.0,0.0,0.0,2,0.0,0.0,0.0,2
extended_hex_r2,markov,alpha_async,baseline,plastic,0,0,0.62,0.2,0.01,0.5,0.6,0.6,False,0.46178622760017213,0.016083107387773278,0.46178622760017213,2,0.8879028493021048,0.003989122618009532,0.8879028493021048,2,,,,0,-0.01145486464606945,0.017591766885240983,-0.01145486464606945,2,-0.0247741990269566,0.02869283029896431,-0.0247741990269566,2,0.7371949747374679,0.02544817370885118,0.7371949747374679,2,0.015891020534467053,0.012199765019342976,0.015891020534467053,2,0.0,0.0,0.0,2,1.0,0.0,1.0,2,0.0,0.0,0.0,2,0.0,0.0,0.0,2
extended_hex_r2,markov,alpha_async,baseline,plastic,0,0,0.62,0.2,0.016,0.5,0.6,0.6,False,0.46062592693587057,0.016138400396053538,0.46062592693587057,2,0.8889639788825319,0.004572990107552529,0.8889639788825319,2,,,,0,-0.0121073032980824,0.016416797984103178,-0.0121073032980824,2,-0.02460303741981105,0.027747413562945227,-0.02460303741981105,2,0.7290139519971239,0.03160314322461053,0.7290139519971239,2,0.01603049001462905,0.012615422971732007,0.01603049001462905,2,0.0,0.0,0.0,2,1.0,0.0,1.0,2,0.0,0.0,0.0,2,0.0,0.0,0.0,2
extended_hex_r2,markov,alpha_async,baseline,plastic,0,0,0.62,0.3,0.006,0.5,0.6,0.6,False,0.46974640660247957,0.005597080841135478,0.46974640660247957,2,0.8867000714906911,0.003257917374274378,0.8867000714906911,2,,,,0,-0.0145154022645803,0.023024618176855124,-0.0145154022645803,2,-0.0136121234861581,0.01337218489712426,-0.0136121234861581,2,0.7463603941169532,0.013781150874685195,0.7463603941169532,2,0.0072067636567806,0.0005020868192586839,0.0072067636567806,2,0.0,0.0,0.0,2,1.0,0.0,1.0,2,0.0,0.0,0.0,2,0.0,0.0,0.0,2
extended_hex_r2,markov,alpha_async,baseline,plastic,0,0,0.62,0.3,0.01,0.5,0.6,0.6,False,0.47100829420850804,0.0028689529213785886,0.47100829420850804,2,0.8852631254223684,0.0005854600999559815,0.8852631254223684,2,,,,0,-0.0021804006640359997,0.004589464383767304,-0.0021804006640359997,2,-0.00284871284337755,0.0022076080605201074,-0.00284871284337755,2,0.7515865922693827,0.0035495591982045217,0.7515865922693827,2,0.00676846073478825,0.000732197410950243,0.00676846073478825,2,0.0,0.0,0.0,2,1.0,0.0,1.0,2,0.0,0.0,0.0,2,0.0,0.0,0.0,2
extended_hex_r2,markov,alpha_async,baseline,plastic,0,0,0.62,0.3,0.016,0.5,0.6,0.6,False,0.4710547350307007,0.0013256103223628637,0.4710547350307007,2,0.8843216068355355,0.0016005241228088812,0.8843216068355355,2,,,,0,0.0022864597855482,0.0038675469496731057,0.0022864597855482,2,0.00160138194561405,0.009363784312328295,0.00160138194561405,2,0.7526996606811175,0.0020589006834315234,0.7526996606811175,2,0.00661826918277545,0.0006711876069718268,0.00661826918277545,2,0.0,0.0,0.0,2,1.0,0.0,1.0,2,0.0,0.0,0.0,2,0.0,0.0,0.0,2
extended_hex_r2,markov,alpha_async,baseline,plastic,0,0,0.62,0.4,0.006,0.5,0.6,0.6,False,0.4711719611489864,0.003375029051694335,0.4711719611489864,2,0.8845658093302532,0.0005928669122743281,0.8845658093302532,2,,,,0,-0.0046524965251918,0.009218099534101182,-0.0046524965251918,2,-0.00385614501510425,0.0002630026156081901,-0.00385614501510425,2,0.7520973098600048,0.005560585306147309,0.7520973098600048,2,0.00689744447777095,0.0010386344919171336,0.00689744447777095,2,0.0,0.0,0.0,2,1.0,0.0,1.0,2,0.0,0.0,0.0,2,0.0,0.0,0.0,2
extended_hex_r2,markov,alpha_async,baseline,plastic,0,0,0.62,0.4,0.01,0.5,0.6,0.6,False,0.47070762572679803,0.003018657812168594,0.47070762572679803,2,0.8849041323511937,0.00046023643031440465,0.8849041323511937,2,,,,0,-0.0043005112972413,0.007788396983017044,-0.0043005112972413,2,-0.0022832926193171997,0.0027385545839055236,-0.0022832926193171997,2,0.7507654010566458,0.004466520814925079,0.7507654010566458,2,0.00673166527001605,0.0008985129593584461,0.00673166527001605,2,0.0,0.0,0.0,2,1.0,0.0,1.0,2,0.0,0.0,0.0,2,0.0,0.0,0.0,2
extended_hex_r2,markov,alpha_async,baseline,plastic,0,0,0.62,0.4,0.016,0.5,0.6,0.6,False,0.4702571163153248,0.0021127341542788447,0.4702571163153248,2,0.8851472516147807,5.617602918643964e-05,0.8851472516147807,2,,,,0,3.80156817707e-05,0.00044181307923333413,3.80156817707e-05,2,-0.00117452619887575,0.005001430042416106,-0.00117452619887575,2,0.7490789039609722,0.0005901774462901077,0.7490789039609722,2,0.00670485927588775,0.0005048127869706827,0.00670485927588775,2,0.0,0.0,0.0,2,1.0,0.0,1.0,2,0.0,0.0,0.0,2,0.0,0.0,0.0,2
extended_hex_r2,markov,alpha_async,baseline,plastic,0,0,0.68,0.2,0.006,0.5,0.6,0.6,False,0.4528717407859188,0.04075004893508057,0.4528717407859188,2,0.8321264762256975,0.012818329696812864,0.8321264762256975,2,,,,0,0.00029309833787355,0.0011333805103393862,0.00029309833787355,2,-0.00478997930085,0.0024105647578793548,-0.00478997930085,2,0.5154666167255443,0.3258374563609718,0.5154666167255443,2,0.0050968197403584,0.00015209357507777474,0.0050968197403584,2,0.0,0.0,0.0,2,1.0,0.0,1.0,2,0.0,0.0,0.0,2,0.0,0.0,0.0,2
extended_hex_r2,markov,alpha_async,baseline,plastic,0,0,0.68,0.2,0.01,0.5,0.6,0.6,False,0.45230721657995765,0.040397200323287585,0.45230721657995765,2,0.8325353080832338,0.012954867363804407,0.8325353080832338,2,,,,0,0.0006324208395137001,0.0005884675388351606,0.0006324208395137001,2,-0.00451302417799725,0.0024085665185799394,-0.00451302417799725,2,0.5186373437441838,0.32598859467788605,0.5186373437441838,2,0.00513232201736845,0.0001829798239931116,0.00513232201736845,2,0.0,0.0,0.0,2,1.0,0.0,1.0,2,0.0,0.0,0.0,2,0.0,0.0,0.0,2
extended_hex_r2,markov,alpha_async,baseline,plastic,0,0,0.68,0.2,0.016,0.5,0.6,0.6,False,0.4518218664812885,0.0399585730362119,0.4518218664812885,2,0.8332831592362051,0.012485228268690456,0.8332831592362051,2,,,,0,-0.00011312697752225006,0.0022937111475947844,-0.00011312697752225006,2,-0.00325657867055495,0.0033805802896144355,-0.00325657867055495,2,0.5242499791106126,0.31976575632468635,0.5242499791106126,2,0.0051964078519619004,0.0002460616516647402,0.0051964078519619004,2,0.0,0.0,0.0,2,1.0,0.0,1.0,2,0.0,0.0,0.0,2,0.0,0.0,0.0,2
extended_hex_r2,markov,alpha_async,baseline,plastic,0,0,0.68,0.3,0.006,0.5,0.6,0.6,False,0.4527153167598783,0.04078223409420571,0.4527153167598783,2,0.8320296866886385,0.013005224644846854,0.8320296866886385,2,,,,0,5.9290844235249996e-05,0.001386174611995218,5.9290844235249996e-05,2,-0.00501561966381905,0.0024521677858914555,-0.00501561966381905,2,0.5151922719795259,0.3265057622935137,0.5151922719795259,2,0.0050466127793138,0.00019932990995686085,0.0050466127793138,2,0.0,0.0,0.0,2,1.0,0.0,1.0,2,0.0,0.0,0.0,2,0.0,0.0,0.0,2
extended_hex_r2,markov,alpha_async,baseline,plastic,0,0,0.68,0.3,0.01,0.5,0.6,0.6,False,0.4521110903642308,0.04039585715774357,0.4521110903642308,2,0.832531463050701,0.013248612189468038,0.832531463050701,2,,,,0,0.0002303351463221976,0.0003098571365343749,0.0002303351463221976,2,-0.0050084703650794,0.0022812980494679056,-0.0050084703650794,2,0.5172177778154512,0.32947302123447014,0.5172177778154512,2,0.00505878645755725,0.0002205002213111517,0.00505878645755725,2,0.0,0.0,0.0,2,1.0,0.0,1.0,2,0.0,0.0,0.0,2,0.0,0.0,0.0,2
extended_hex_r2,markov,alpha_async,baseline,plastic,0,0,0.68,0.3,0.016,0.5,0.6,0.6,False,0.4512422590535591,0.03943095299061756,0.4512422590535591,2,0.8336098227368154,0.012954171949400232,0.8336098227368154,2,,,,0,-0.0005724534953521999,0.0018667411511854304,-0.0005724534953521999,2,-0.00453017717949,0.0009567474987255441,-0.00453017717949,2,0.520530417603874,0.3296113450429028,0.520530417603874,2,0.005161245618764651,0.0003381230042348785,0.005161245618764651,2,0.0,0.0,0.0,2,1.0,0.0,1.0,2,0.0,0.0,0.0,2,0.0,0.0,0.0,2
