L,T,activity_late,alpha_async,autocorr_late,bias_mean_late,block_fraction,coherence_late,config_id,corr_A_late,corr_B_late,dephase,diagonal_ablation,entropy_late,eta_intrinsic,eta_weight,formalism,gamma,geometry,imprint_duration,imprint_start,imprint_strength,interface_density_late,intrinsic_bias_limit,intrinsic_enabled,intrinsic_target_activity,lesion_fraction,lesion_time,memory_mean_late,memory_strength,metric_stride,neighbor_pattern_entropy_late,orientation_anisotropy_late,p0,plasticity,profile,repair_reference_corr,save_dense,schedule,second_imprint_duration,second_imprint_start,second_lesion_time,seed,sensitivity_point,sequential_events_per_sweep,sigma_birth,sigma_survive,snapshot_every,spectral_peak_fraction_late,structural_additions_total,structural_enabled,structural_interval,structural_link_fraction_late,structural_min_degree,structural_removals_total,structural_rewire_probability,structural_swap_tolerance,structural_target_fraction,structural_utility_tau,task,tau_memory,theta_input,theta_memory,theta_phase,weight_decay,weight_sum
72,500,0.1456338034595706,0.5,0.5696812185387599,0.0,0.125,0.0,square_vn__markov__plastic__intr0__struct0__synchronous__lesion__s1__d0278d8997,0.2489194225560408,0.2383011476613704,0.25,False,0.2813533516938508,0.003,0.016,markov,0.68,square_vn,50,100,0.9,0.1125358667183135,0.3,0,0.42,0.08,280,0.147202578615406,0.2,20,1.1370127483362304,2.6769529834687644e-18,0.2,plastic,secondary,0.2157357090127082,False,synchronous,50,250,390,1,-1,1.0,0.6,0.6,100,0.1000711320163793,0,0,35,1.0,2,0,0.55,0.0,0.75,35.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0
72,500,0.3902880254476933,0.5,-0.2763198741611378,0.1898549806880971,0.125,0.0,square_vn__markov__plastic__intr1__struct0__block_async__lesion__s1__55d6c22ee6,0.0109780662500884,0.0190571409083818,0.25,False,0.7292576164258415,0.003,0.016,markov,0.68,square_vn,50,100,0.9,0.3527416605071432,0.3,1,0.42,0.08,280,0.3894578782890698,0.2,20,1.4599535856422916,1.790168407078884e-18,0.2,plastic,secondary,0.0035380182492712,False,block_async,50,250,390,1,-1,1.0,0.6,0.6,100,0.0029859580288853,0,0,35,1.0,2,0,0.55,0.0,0.75,35.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0
72,500,0.3852031869477698,0.5,-0.128208890014277,0.0,0.125,0.2913939012859302,square_vn__ql__plastic__intr0__struct1__alpha_async__lesion__s1__ec5851755f,-0.0054538887946921,-0.0026299677540823,0.25,False,0.7172336888171138,0.003,0.016,ql,0.68,square_vn,50,100,0.9,0.3272917368538734,0.3,0,0.42,0.08,280,0.374725037971041,0.2,20,1.3931362563396013,2.4268252578773898e-18,0.2,plastic,secondary,-0.0003525672343026,False,alpha_async,50,250,390,1,-1,1.0,0.6,0.6,100,0.0023347785569129,22396,1,35,0.75,2,22396,0.55,0.0,0.75,35.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0
72,500,0.4125276553248337,0.5,0.3423780085018599,0.0,0.125,0.0,square_moore__markov__plastic__intr0__struct0__synchronous__lesion__s1__76b4da193c,-0.0038616966190235,-0.0191513609250208,0.25,False,0.8486049419116686,0.003,0.016,markov,0.68,square_moore,50,100,0.9,0.1764097232506572,0.3,0,0.42,0.08,280,0.4157849337774084,0.2,20,1.2484325372523082,2.8211252185760667e-18,0.2,plastic,secondary,0.0304217287097252,False,synchronous,50,250,390,1,-1,1.0,0.6,0.6,100,0.0043171759398689,0,0,35,1.0,2,0,0.55,0.0,0.75,35.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0
72,500,0.3799568062228798,0.5,-0.3654492962603637,0.0885355034113692,0.125,0.0,square_moore__markov__plastic__intr1__struct0__block_async__lesion__s1__9af2a41f0d,0.0227078334926467,0.0142572953468958,0.25,False,0.5817180040548718,0.003,0.016,markov,0.68,square_moore,50,100,0.9,0.452742883244848,0.3,1,0.42,0.08,280,0.3794232768961798,0.2,20,1.512156564086317,2.7431056999579105e-18,0.2,plastic,secondary,0.0207021062222063,False,block_async,50,250,390,1,-1,1.0,0.6,0.6,100,0.0288150642779541,0,0,35,0.9976128472222222,2,0,0.55,0.0,0.75,35.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0
72,500,0.3897246357854484,0.5,-0.3327639543460796,0.0,0.125,0.2753844340720377,square_moore__ql__plastic__intr0__struct1__alpha_async__lesion__s1__d382b2e2d6,-0.0017821386920133,0.0048278580491059,0.25,False,0.5640403645000125,0.003,0.016,ql,0.68,square_moore,50,100,0.9,0.4637680090928565,0.3,0,0.42,0.08,280,0.389939623664273,0.2,20,1.5022866387494958,3.168298735469763e-18,0.2,plastic,secondary,0.0102802411937975,False,alpha_async,50,250,390,1,-1,1.0,0.6,0.6,100,0.0156335682021195,29237,1,35,0.75,2,29237,0.55,0.0,0.75,35.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0
72,500,0.4478155004441859,0.5,-0.2849583831072703,0.0,0.125,0.0,hex_cells__markov__plastic__intr0__struct0__synchronous__lesion__s1__648f1d6c23,-0.002068330962902,-0.0002528544352853,0.25,False,0.6656094407640631,0.003,0.016,markov,0.68,hex_cells,50,100,0.9,0.3966341918016667,0.3,0,0.42,0.08,280,0.4456057301833348,0.2,20,1.332867255166838,2.0917360596008973e-18,0.2,plastic,secondary,0.000175495201278,False,synchronous,50,250,390,1,-1,1.0,0.6,0.6,100,0.0211976879276242,0,0,35,1.0,2,0,0.55,0.0,0.75,35.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0
72,500,0.4108376052670172,0.5,-0.3128401713622007,0.0900312271882694,0.125,0.0,hex_cells__markov__plastic__intr1__struct0__block_async__lesion__s1__c599913c31,0.0271186300527604,0.0162171113989743,0.25,False,0.6300742083154167,0.003,0.016,markov,0.68,hex_cells,50,100,0.9,0.4252418650609219,0.3,1,0.42,0.08,280,0.412973911678782,0.2,20,1.2902750548198794,1.8324915742100385e-18,0.2,plastic,secondary,0.0216659004206257,False,block_async,50,250,390,1,-1,1.0,0.6,0.6,100,0.0066680471802454,0,0,35,0.9999678497942388,2,0,0.55,0.0,0.75,35.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0
72,500,0.4192897099336494,0.5,-0.2000344267172292,0.0,0.125,0.2302124554893427,hex_cells__ql__plastic__intr0__struct1__alpha_async__lesion__s1__fa24eab7e2,0.000652347982302,-0.0008201129158285,0.25,False,0.6991306828925494,0.003,0.016,ql,0.68,hex_cells,50,100,0.9,0.3693963466776493,0.3,0,0.42,0.08,280,0.4151095486243224,0.2,20,1.0745159085934612,2.7679535273953183e-18,0.2,plastic,secondary,0.0044139523512726,False,alpha_async,50,250,390,1,-1,1.0,0.6,0.6,100,0.0021529100159667,31048,1,35,0.6666666666666666,2,31048,0.55,0.0,0.75,35.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0
72,500,0.2569964711579838,0.5,0.4030921841891749,0.0,0.125,0.0,honeycomb__markov__plastic__intr0__struct0__synchronous__lesion__s1__8bb9dd310e,0.1447514493341848,0.1225656700616862,0.25,False,0.4870293605814659,0.003,0.016,markov,0.68,honeycomb,50,100,0.9,0.2003805114875623,0.3,0,0.42,0.08,280,0.2611004530685553,0.2,20,1.5107914195065058,1.8737076734611762e-18,0.2,plastic,secondary,0.1355502853737867,False,synchronous,50,250,390,1,-1,1.0,0.6,0.6,100,0.1655772797773527,0,0,35,1.0,2,0,0.55,0.0,0.75,35.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0
72,500,0.3870788309606106,0.5,-0.2595884883209785,0.1900659065267228,0.125,0.0,honeycomb__markov__plastic__intr1__struct0__block_async__lesion__s1__4e8d4e2bf5,0.0151929827794271,0.0159569723949536,0.25,False,0.7140305747937103,0.003,0.016,markov,0.68,honeycomb,50,100,0.9,0.3550598211261638,0.3,1,0.42,0.08,280,0.3888126268086282,0.2,20,1.5338519908769483,1.2709279619618857e-18,0.2,plastic,secondary,0.0357661924582114,False,block_async,50,250,390,1,-1,1.0,0.6,0.6,100,0.0032861316074137,0,0,35,1.0,2,0,0.55,0.0,0.75,35.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0
72,500,0.3193404804496019,0.5,0.0663663945260944,0.0,0.125,0.3859296598527828,honeycomb__ql__plastic__intr0__struct1__alpha_async__lesion__s1__c98d5ed759,-0.0043440225218784,0.0020455925139326,0.25,False,0.6602531518766017,0.003,0.016,ql,0.68,honeycomb,50,100,0.9,0.2714362919346555,0.3,0,0.42,0.08,280,0.316343821196716,0.2,20,1.436739648662067,2.249605847292303e-18,0.2,plastic,secondary,0.0040849915531102,False,alpha_async,50,250,390,1,-1,1.0,0.6,0.6,100,0.0018341585196075,19008,1,35,0.6666666666666666,2,19008,0.55,0.0,0.75,35.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0
72,500,0.0241839027190689,0.5,0.7607252492017356,0.0,0.125,0.0,extended_moore_r2__markov__plastic__intr0__struct0__synchronous__lesion__s1__6e0daa4454,0.1517617122211813,0.2295420240253169,0.25,False,0.0495650099610802,0.003,0.016,markov,0.68,extended_moore_r2,50,100,0.9,0.0144314247909704,0.3,0,0.42,0.08,280,0.0237943236022331,0.2,20,0.2970363653782958,1.597275038155222e-17,0.2,plastic,secondary,0.150053706833094,False,synchronous,50,250,390,1,-1,1.0,0.6,0.6,100,0.0418313490505528,0,0,35,0.9786361882716048,2,0,0.55,0.0,0.75,35.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0
72,500,0.2779398834315014,0.5,-0.1838555939086326,0.1593405019523357,0.125,0.0,extended_moore_r2__markov__plastic__intr1__struct0__block_async__lesion__s1__ff7c771f85,0.0341493709560595,-0.0009821063446416,0.25,False,0.6329147070946968,0.003,0.016,markov,0.68,extended_moore_r2,50,100,0.9,0.2730172371916468,0.3,1,0.42,0.08,280,0.2761570634827456,0.2,20,0.876811361099098,3.583312492438926e-18,0.2,plastic,secondary,0.0320590865777487,False,block_async,50,250,390,1,-1,1.0,0.6,0.6,100,0.100196293964082,0,0,35,0.8389837319958847,2,0,0.55,0.0,0.75,35.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0
72,500,0.4637982344948679,0.5,-0.0599120724488177,0.0,0.125,0.1356967002384588,extended_moore_r2__ql__plastic__intr0__struct1__alpha_async__lesion__s1__a34c58192c,-0.0032566176385694,-0.0237357922764032,0.25,False,0.8302996763993136,0.003,0.016,ql,0.68,extended_moore_r2,50,100,0.9,0.2653048551631645,0.3,0,0.42,0.08,280,0.4329325896735524,0.2,20,0.8202190953328671,2.814185517446033e-18,0.2,plastic,secondary,0.0410709197695302,False,alpha_async,50,250,390,1,-1,1.0,0.6,0.6,100,0.005200035397878,39796,1,35,0.7495418595679012,2,39177,0.55,0.0,0.75,35.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0
72,500,0.4207804926390494,0.5,0.4428687199850819,0.0,0.125,0.0,extended_hex_r2__markov__plastic__intr0__struct0__synchronous__lesion__s1__b85b55653c,-0.0297183700287631,0.0150517991767595,0.25,False,0.8663740379418436,0.003,0.016,markov,0.68,extended_hex_r2,50,100,0.9,0.1514639736250049,0.3,0,0.42,0.08,280,0.4158226348998021,0.2,20,1.2302075139556146,3.694762013666573e-18,0.2,plastic,secondary,-0.0173073893561238,False,synchronous,50,250,390,1,-1,1.0,0.6,0.6,100,0.0112525402106999,0,0,35,0.9900548696844992,2,0,0.55,0.0,0.75,35.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0
72,500,0.3627563666626222,0.5,-0.159906698690087,0.1036918219877455,0.125,0.0,extended_hex_r2__markov__plastic__intr1__struct0__block_async__lesion__s1__e735695964,0.0369187483365857,-0.0003148466117566,0.25,False,0.7516021528556176,0.003,0.016,markov,0.68,extended_hex_r2,50,100,0.9,0.2777109190921691,0.3,1,0.42,0.08,280,0.3601506444822702,0.2,20,0.1665058676945629,2.6394066101502905e-18,0.2,plastic,secondary,0.0409495214196865,False,block_async,50,250,390,1,-1,1.0,0.6,0.6,100,0.0203671735688834,0,0,35,0.955761316872428,2,0,0.55,0.0,0.75,35.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0
72,500,0.438410144755482,0.5,-0.0315015309807035,0.0,0.125,0.1356455176974581,extended_hex_r2__ql__plastic__intr0__struct1__alpha_async__lesion__s1__3ced65ea5f,0.0171556186759141,0.0073542124757261,0.25,False,0.8420024315567186,0.003,0.016,ql,0.68,extended_hex_r2,50,100,0.9,0.2495734779927941,0.3,0,0.42,0.08,280,0.4408131741167612,0.2,20,0.655105059436643,2.3738766920924075e-18,0.2,plastic,secondary,-0.0209283728719403,False,alpha_async,50,250,390,1,-1,1.0,0.6,0.6,100,0.0095434728035311,39335,1,35,0.777724194101509,2,39296,0.55,0.0,0.75,35.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0
72,500,0.4174214329674444,0.5,0.4036335055833662,0.0,0.125,0.0,honeycomb_nnn__markov__plastic__intr0__struct0__synchronous__lesion__s1__1a2b8eae63,-0.0223552255236034,-0.0320860393443326,0.25,False,0.8605479174997331,0.003,0.016,markov,0.68,honeycomb_nnn,50,100,0.9,0.1617250556049689,0.3,0,0.42,0.08,280,0.4150579424880553,0.2,20,1.2082339391794727,2.5616162034451257e-18,0.2,plastic,secondary,-0.0477811051350305,False,synchronous,50,250,390,1,-1,1.0,0.6,0.6,100,0.0062456399863363,0,0,35,1.0,2,0,0.55,0.0,0.75,35.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0
72,500,0.3796813421893593,0.5,-0.2201072639202363,0.1083321323396347,0.125,0.0,honeycomb_nnn__markov__plastic__intr1__struct0__block_async__lesion__s1__e005a7cd0f,0.0217976823932552,0.0090354251302168,0.25,False,0.74287869104678,0.003,0.016,markov,0.68,honeycomb_nnn,50,100,0.9,0.3209164324475558,0.3,1,0.42,0.08,280,0.3810315639753561,0.2,20,0.6651075984581891,2.5625833309907077e-18,0.2,plastic,secondary,0.0166180364448649,False,block_async,50,250,390,1,-1,1.0,0.6,0.6,100,0.02688857926044,0,0,35,0.9980924211248284,2,0,0.55,0.0,0.75,35.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0
72,500,0.410236261705274,0.5,-0.2208874033985391,0.0,0.125,0.2239600603340839,honeycomb_nnn__ql__plastic__intr0__struct1__alpha_async__lesion__s1__315b4ee5fd,0.0072145391616506,0.0095711368274445,0.25,False,0.6383068236582421,0.003,0.016,ql,0.68,honeycomb_nnn,50,100,0.9,0.4053451406421923,0.3,0,0.42,0.08,280,0.4111693307742891,0.2,20,0.964460354130307,1.8567598357731124e-18,0.2,plastic,secondary,0.0148627758100831,False,alpha_async,50,250,390,1,-1,1.0,0.6,0.6,100,0.0089681306626404,33185,1,35,0.7777777777777778,2,33185,0.55,0.0,0.75,35.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0
72,500,0.1354407195763859,0.5,0.5669113097260918,0.0,0.125,0.0,square_vn__markov__plastic__intr0__struct0__synchronous__lesion__s2__a8c92dfc42,0.2526379270128157,0.2454465505986797,0.25,False,0.2595483794414076,0.003,0.016,markov,0.68,square_vn,50,100,0.9,0.1066943784112432,0.3,0,0.42,0.08,280,0.1376869497736985,0.2,20,1.0937063676895125,3.393953579000289e-18,0.2,plastic,secondary,0.209758012336553,False,synchronous,50,250,390,2,-1,1.0,0.6,0.6,100,0.0930456896059934,0,0,35,1.0,2,0,0.55,0.0,0.75,35.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0
72,500,0.3889437517478694,0.5,-0.2824456545516297,0.1882592470579301,0.125,0.0,square_vn__markov__plastic__intr1__struct0__block_async__lesion__s2__6f06630800,0.0131778563715777,0.0098976971035923,0.25,False,0.7268517810210808,0.003,0.016,markov,0.68,square_vn,50,100,0.9,0.3555543790123683,0.3,1,0.42,0.08,280,0.3894282806538182,0.2,20,1.4757664348844162,1.8955166106466653e-18,0.2,plastic,secondary,0.0170048380759566,False,block_async,50,250,390,2,-1,1.0,0.6,0.6,100,0.0027852910241224,0,0,35,1.0,2,0,0.55,0.0,0.75,35.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0
72,500,0.3843460688779841,0.5,-0.121800304470881,0.0,0.125,0.2926089043368856,square_vn__ql__plastic__intr0__struct1__alpha_async__lesion__s2__3cc98df5f2,-0.0067766205819194,0.0011343116821804,0.25,False,0.7171250877136387,0.003,0.016,ql,0.68,square_vn,50,100,0.9,0.3264683730201053,0.3,0,0.42,0.08,280,0.3748971041716074,0.2,20,1.3987871907250782,1.651982498823974e-18,0.2,plastic,secondary,-0.0049934666583872,False,alpha_async,50,250,390,2,-1,1.0,0.6,0.6,100,0.0020463303611269,22363,1,35,0.75,2,22363,0.55,0.0,0.75,35.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0
72,500,0.4108467391385473,0.5,0.3471124547093054,0.0,0.125,0.0,square_moore__markov__plastic__intr0__struct0__synchronous__lesion__s2__31b51ecddd,-0.00907385375644,0.0134083227096682,0.25,False,0.850516548350925,0.003,0.016,markov,0.68,square_moore,50,100,0.9,0.1736058283017052,0.3,0,0.42,0.08,280,0.4167514295003199,0.2,20,1.2458824032855318,2.343923600232813e-18,0.2,plastic,secondary,-0.0211460056899828,False,synchronous,50,250,390,2,-1,1.0,0.6,0.6,100,0.0047167206762294,0,0,35,1.0,2,0,0.55,0.0,0.75,35.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0
72,500,0.3796543412418506,0.5,-0.3692760102779332,0.0892701959512977,0.125,0.0,square_moore__markov__plastic__intr1__struct0__block_async__lesion__s2__59e904781e,0.0164404665876994,0.0056325492525113,0.25,False,0.5841567730488915,0.003,0.016,markov,0.68,square_moore,50,100,0.9,0.4530183690491943,0.3,1,0.42,0.08,280,0.379932599931346,0.2,20,1.5215786048145563,2.799099508786376e-18,0.2,plastic,secondary,0.0190624620835658,False,block_async,50,250,390,2,-1,1.0,0.6,0.6,100,0.0589514080248873,0,0,35,0.997709297839506,2,0,0.55,0.0,0.75,35.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0
72,500,0.3897761960258653,0.5,-0.3326232718640784,0.0,0.125,0.2755433324016145,square_moore__ql__plastic__intr0__struct1__alpha_async__lesion__s2__951f7113da,-0.0043167402506627,0.00023316967016,0.25,False,0.5625329371110749,0.003,0.016,ql,0.68,square_moore,50,100,0.9,0.4640933171768829,0.3,0,0.42,0.08,280,0.3883563655717528,0.2,20,1.4987375088923818,2.4480262660002946e-18,0.2,plastic,secondary,-0.0078864912737118,False,alpha_async,50,250,390,2,-1,1.0,0.6,0.6,100,0.0254742014416222,29136,1,35,0.75,2,29136,0.55,0.0,0.75,35.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0
72,500,0.4426576094517493,0.5,-0.2811541594126504,0.0,0.125,0.0,hex_cells__markov__plastic__intr0__struct0__synchronous__lesion__s2__d4bf5a63b8,0.0021157980323525,0.0005202797540617,0.25,False,0.6734183922930004,0.003,0.016,markov,0.68,hex_cells,50,100,0.9,0.3908726607851414,0.3,0,0.42,0.08,280,0.4424920814122867,0.2,20,1.3181644157024357,2.2742833393483937e-18,0.2,plastic,secondary,0.0065534968995417,False,synchronous,50,250,390,2,-1,1.0,0.6,0.6,100,0.0231054143788283,0,0,35,1.0,2,0,0.55,0.0,0.75,35.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0
72,500,0.4124381327434238,0.5,-0.3136957846738479,0.0895663895785954,0.125,0.0,hex_cells__markov__plastic__intr1__struct0__block_async__lesion__s2__f74f656bd2,0.0274483581545407,0.0097406419025657,0.25,False,0.6338217566122406,0.003,0.016,markov,0.68,hex_cells,50,100,0.9,0.4240410520731766,0.3,1,0.42,0.08,280,0.4115121820631272,0.2,20,1.2872259884413702,1.858014527941231e-18,0.2,plastic,secondary,0.0146694688439735,False,block_async,50,250,390,2,-1,1.0,0.6,0.6,100,0.0076241887288836,0,0,35,0.9999356995884774,2,0,0.55,0.0,0.75,35.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0
72,500,0.4219735032370984,0.5,-0.1980798311519685,0.0,0.125,0.23122311233652,hex_cells__ql__plastic__intr0__struct1__alpha_async__lesion__s2__6f2c393e7a,-0.0039734962201141,-0.0058328864512833,0.25,False,0.6996952597766131,0.003,0.016,ql,0.68,hex_cells,50,100,0.9,0.3692417882214728,0.3,0,0.42,0.08,280,0.4154783031953237,0.2,20,1.070975085612345,2.0322951224981244e-18,0.2,plastic,secondary,-0.0042381814881952,False,alpha_async,50,250,390,2,-1,1.0,0.6,0.6,100,0.0021571621801871,31371,1,35,0.6666666666666666,2,31371,0.55,0.0,0.75,35.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0
72,500,0.2522852218063537,0.5,0.4040030878444559,0.0,0.125,0.0,honeycomb__markov__plastic__intr0__struct0__synchronous__lesion__s2__36e4b753f0,0.1522118961683352,0.1352073016835721,0.25,False,0.4785548591158476,0.003,0.016,markov,0.68,honeycomb,50,100,0.9,0.1979425154546761,0.3,0,0.42,0.08,280,0.2574194289746502,0.2,20,1.5020321769681249,1.946905737387847e-18,0.2,plastic,secondary,0.1366456503975635,False,synchronous,50,250,390,2,-1,1.0,0.6,0.6,100,0.1743238358668714,0,0,35,1.0,2,0,0.55,0.0,0.75,35.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0
72,500,0.3905070907261988,0.5,-0.2590577937972754,0.1839308406843243,0.125,0.0,honeycomb__markov__plastic__intr1__struct0__block_async__lesion__s2__b4e451f683,0.0090310989275062,0.0067443177017325,0.25,False,0.7139278070397288,0.003,0.016,markov,0.68,honeycomb,50,100,0.9,0.3561052310525551,0.3,1,0.42,0.08,280,0.3898443807927669,0.2,20,1.5267023146243628,1.0188332265955588e-18,0.2,plastic,secondary,-0.0204760331162732,False,block_async,50,250,390,2,-1,1.0,0.6,0.6,100,0.0030628470920796,0,0,35,1.0,2,0,0.55,0.0,0.75,35.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0
72,500,0.3208913587171511,0.5,0.0714142269969731,0.0,0.125,0.384440235249262,honeycomb__ql__plastic__intr0__struct1__alpha_async__lesion__s2__02b62f833b,0.000867111565715,0.0015154357249793,0.25,False,0.6633075741578212,0.003,0.016,ql,0.68,honeycomb,50,100,0.9,0.2708347666092797,0.3,0,0.42,0.08,280,0.3164616784921399,0.2,20,1.4327131146230043,2.405120820109703e-18,0.2,plastic,secondary,0.0011723803985937,False,alpha_async,50,250,390,2,-1,1.0,0.6,0.6,100,0.0016059382458697,19527,1,35,0.6666666666666666,2,19527,0.55,0.0,0.75,35.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0
72,500,0.0094395978451616,0.5,0.6524698394877675,0.0,0.125,0.0,extended_moore_r2__markov__plastic__intr0__struct0__synchronous__lesion__s2__1c5f799821,0.019548679652391,0.1512522161289928,0.25,False,0.0196623804384606,0.003,0.016,markov,0.68,extended_moore_r2,50,100,0.9,0.007389917351071,0.3,0,0.42,0.08,280,0.0101495407143745,0.2,20,0.1215366249952297,2.4307525278943237e-17,0.2,plastic,secondary,0.0402220295967606,False,synchronous,50,250,390,2,-1,1.0,0.6,0.6,100,0.0183160860508492,0,0,35,0.9786844135802468,2,0,0.55,0.0,0.75,35.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0
72,500,0.279567303580999,0.5,-0.1835300145382572,0.1594278714229536,0.125,0.0,extended_moore_r2__markov__plastic__intr1__struct0__block_async__lesion__s2__9ddde5ff94,0.0371073795906058,-0.0032746180357324,0.25,False,0.6398935249675838,0.003,0.016,markov,0.68,extended_moore_r2,50,100,0.9,0.2708981503753666,0.3,1,0.42,0.08,280,0.2771380639728643,0.2,20,0.8697290276602457,5.4204353606491444e-18,0.2,plastic,secondary,0.0383582574829182,False,block_async,50,250,390,2,-1,1.0,0.6,0.6,100,0.0883406593419863,0,0,35,0.8407600308641975,2,0,0.55,0.0,0.75,35.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0
72,500,0.4531839388427602,0.5,-0.0515914758106818,0.0,0.125,0.1427421778889086,extended_moore_r2__ql__plastic__intr0__struct1__alpha_async__lesion__s2__6c86619de2,-0.0058817126687149,-0.0005416209138073,0.25,False,0.8249446889278037,0.003,0.016,ql,0.68,extended_moore_r2,50,100,0.9,0.2662412332434429,0.3,0,0.42,0.08,280,0.423724226636666,0.2,20,0.8091521679433245,3.3441931670660513e-18,0.2,plastic,secondary,-0.0091778347140128,False,alpha_async,50,250,390,2,-1,1.0,0.6,0.6,100,0.0069071691319562,39835,1,35,0.7491560570987654,2,39030,0.55,0.0,0.75,35.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0
72,500,0.4127356647419057,0.5,0.4306420952517042,0.0,0.125,0.0,extended_hex_r2__markov__plastic__intr0__struct0__synchronous__lesion__s2__c09a7f2065,-0.0220991613688768,0.0007471796839353,0.25,False,0.8608229496394728,0.003,0.016,markov,0.68,extended_hex_r2,50,100,0.9,0.1535270342333684,0.3,0,0.42,0.08,280,0.4143409236607094,0.2,20,1.202696496895916,3.034887518328171e-18,0.2,plastic,secondary,-0.013078980401153,False,synchronous,50,250,390,2,-1,1.0,0.6,0.6,100,0.0098345320421721,0,0,35,0.989690500685871,2,0,0.55,0.0,0.75,35.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0
72,500,0.35706123398409,0.5,-0.1552462046642709,0.1066974724696377,0.125,0.0,extended_hex_r2__markov__plastic__intr1__struct0__block_async__lesion__s2__99f0198cb8,0.0319118687179527,0.0073121987691932,0.25,False,0.7506859966406461,0.003,0.016,markov,0.68,extended_hex_r2,50,100,0.9,0.2728712895115955,0.3,1,0.42,0.08,280,0.3547299876338148,0.2,20,0.2170720806469076,2.502685406519959e-18,0.2,plastic,secondary,0.0314921923013672,False,block_async,50,250,390,2,-1,1.0,0.6,0.6,100,0.0352518948443384,0,0,35,0.9535322359396432,2,0,0.55,0.0,0.75,35.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0
72,500,0.4704285212002491,0.5,-0.0503481434385634,0.0,0.125,0.1321229711611511,extended_hex_r2__ql__plastic__intr0__struct1__alpha_async__lesion__s2__dc8c63b594,-0.0058125550640457,0.0011498412664029,0.25,False,0.8492271582322765,0.003,0.016,ql,0.68,extended_hex_r2,50,100,0.9,0.2526084904278182,0.3,0,0.42,0.08,280,0.4406611492098923,0.2,20,0.8294531072395142,2.62714731342548e-18,0.2,plastic,secondary,0.0496329607007331,False,alpha_async,50,250,390,2,-1,1.0,0.6,0.6,100,0.00289914374615,39376,1,35,0.777767061042524,2,39347,0.55,0.0,0.75,35.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0
72,500,0.4139790542006878,0.5,0.4248143495216035,0.0,0.125,0.0,honeycomb_nnn__markov__plastic__intr0__struct0__synchronous__lesion__s2__a040efa704,-0.0014390584740534,-0.0298060753005925,0.25,False,0.8604012740185978,0.003,0.016,markov,0.68,honeycomb_nnn,50,100,0.9,0.1573825493152258,0.3,0,0.42,0.08,280,0.4159805135298399,0.2,20,1.2440639537743725,2.873765901552692e-18,0.2,plastic,secondary,-0.031160537302477,False,synchronous,50,250,390,2,-1,1.0,0.6,0.6,100,0.0068082691009503,0,0,35,1.0,2,0,0.55,0.0,0.75,35.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0
