geometry,formalism,schedule,task,plasticity,intrinsic_enabled,structural_enabled,gamma,memory_strength,eta_weight,alpha_async,sigma_birth,sigma_survive,diagonal_ablation,activity_late__mean,activity_late__std,activity_late__median,activity_late__count,entropy_late__mean,entropy_late__std,entropy_late__median,entropy_late__count,repair_reference_corr__mean,repair_reference_corr__std,repair_reference_corr__median,repair_reference_corr__count,corr_A_late__mean,corr_A_late__std,corr_A_late__median,corr_A_late__count,corr_B_late__mean,corr_B_late__std,corr_B_late__median,corr_B_late__count,neighbor_pattern_entropy_late__mean,neighbor_pattern_entropy_late__std,neighbor_pattern_entropy_late__median,neighbor_pattern_entropy_late__count,spectral_peak_fraction_late__mean,spectral_peak_fraction_late__std,spectral_peak_fraction_late__median,spectral_peak_fraction_late__count,coherence_late__mean,coherence_late__std,coherence_late__median,coherence_late__count,structural_link_fraction_late__mean,structural_link_fraction_late__std,structural_link_fraction_late__median,structural_link_fraction_late__count,structural_additions_total__mean,structural_additions_total__std,structural_additions_total__median,structural_additions_total__count,structural_removals_total__mean,structural_removals_total__std,structural_removals_total__median,structural_removals_total__count
extended_hex_r2,markov,sequential,baseline,fixed,0,0,0.68,0.2,0.016,0.5,0.6,0.6,False,0.4515203928366356,0.0005377408511383221,0.4518201267355317,3,0.5848055982184636,0.025018203488776366,0.5713382790565786,3,,,,0,-0.00118296167282,0.0016765457523064133,-0.0016644501097572,3,0.0014885020302329334,0.0007585215549911141,0.0013727740517711,3,0.9430033027532873,0.008489092393901002,0.9466925421896047,3,0.40598117818116836,0.09306974908908235,0.4373879794673272,3,0.0,0.0,0.0,3,1.0,0.0,1.0,3,0.0,0.0,0.0,3,0.0,0.0,0.0,3
extended_hex_r2,markov,sequential,baseline,plastic,0,0,0.68,0.2,0.016,0.5,0.6,0.6,False,0.4460244052820895,0.0005296591482915057,0.4459028635701677,3,0.9884691158731412,0.0012336128079896223,0.9887499231068188,3,,,,0,-0.0022998849273815664,0.009959164157089835,-0.0034490753342125,3,0.0004928070227576334,0.012596019385912774,-0.0046414677338303,3,0.0,0.0,0.0,3,0.1589574052563425,0.05546955089872149,0.1405490666918609,3,0.0,0.0,0.0,3,1.0,0.0,1.0,3,0.0,0.0,0.0,3,0.0,0.0,0.0,3
extended_hex_r2,markov,sequential,lesion,fixed,0,0,0.68,0.2,0.016,0.5,0.6,0.6,False,0.4503936146628033,0.0003899154933379622,0.4505184540437661,3,0.6350620377496002,0.016715581487937524,0.6285469676566557,3,-0.0001512106585335,0.0029980525144079756,-0.0011181591949738,3,-0.0015680350953241665,0.007023755106463701,-0.0027276394842296,3,0.0010024210689352,0.004024108072402148,0.0028705561004728,3,0.9215833760754375,0.007898335056255812,0.925665061211537,3,0.1630331697058579,0.05559170057336357,0.1634804848314733,3,0.0,0.0,0.0,3,1.0,0.0,1.0,3,0.0,0.0,0.0,3,0.0,0.0,0.0,3
extended_hex_r2,markov,sequential,lesion,plastic,0,0,0.68,0.2,0.016,0.5,0.6,0.6,False,0.444915540730818,0.0009008608778712904,0.4447236515389615,3,0.9706180142314617,0.003979089806149482,0.9711466034040168,3,-9.701814542853344e-05,0.005826970278176287,-0.0018135243528518,3,0.0013409546003901,0.006747684026275888,0.0049343048795466,3,-0.0027488806531632327,0.008089853653238327,-0.0068292236800156,3,0.030238908046990667,0.03412953544880822,0.017014029845607,3,0.12368831535376133,0.0347470116900013,0.1151245259984582,3,0.0,0.0,0.0,3,0.9992087112622827,5.6947106251161016e-05,0.9991850907029478,3,0.0,0.0,0.0,3,0.0,0.0,0.0,3
extended_hex_r2,ql,sequential,baseline,fixed,0,0,0.68,0.2,0.016,0.5,0.6,0.6,False,0.45124182105070093,0.000453207824520605,0.4511571380102073,3,0.5243551481704568,0.014650948850176388,0.5213268955346667,3,,,,0,0.0029878895395426333,0.004025356157214159,0.005146544106877,3,-0.0022299133796675665,0.0030624064790809647,-0.0034054597258602,3,0.9511698153453771,0.004694328348748593,0.9532421804273444,3,0.3407861356793287,0.11439797887246991,0.2811941581611381,3,0.27115587389260926,0.0034960916958670703,0.2726191821302585,3,1.0,0.0,1.0,3,0.0,0.0,0.0,3,0.0,0.0,0.0,3
extended_hex_r2,ql,sequential,baseline,plastic,0,0,0.68,0.2,0.016,0.5,0.6,0.6,False,0.4407733381492636,0.005145418110032384,0.4434030402203935,3,0.9672459426270675,0.025031442285003484,0.9810510475029844,3,,,,0,-0.008937869397251831,0.013455514382032994,-0.011774092384955,3,-0.015363104508060466,0.016979067184708343,-0.0162127052834141,3,0.005990320703993533,0.010375539812948564,0.0,3,0.07152877840695944,0.0247796952218735,0.0856444285233205,3,0.1387567844397806,0.007210106020026348,0.1348296368186418,3,1.0,0.0,1.0,3,0.0,0.0,0.0,3,0.0,0.0,0.0,3
extended_hex_r2,ql,sequential,lesion,fixed,0,0,0.68,0.2,0.016,0.5,0.6,0.6,False,0.4505082036840869,0.00032088757434903486,0.4504877114340533,3,0.5519339585829527,0.019584720603426014,0.5418138241717932,3,-0.0033776712979074336,0.009244070263652253,-0.0009664769969859,3,-0.0018804124892619334,0.009609970753880218,-0.0012180111774997,3,0.00021390807500688415,0.0027674377873823843,-6.469212060084792e-05,3,0.9416153215058647,0.010581341258428622,0.9455488861449916,3,0.19710029582771693,0.10307410443133198,0.1447337757985239,3,0.2606861278537765,0.008386382771405769,0.2645523646638925,3,1.0,0.0,1.0,3,0.0,0.0,0.0,3,0.0,0.0,0.0,3
extended_hex_r2,ql,sequential,lesion,plastic,0,0,0.68,0.2,0.016,0.5,0.6,0.6,False,0.43872849446353607,0.0019522470222928822,0.4388047588747487,3,0.955221848323625,0.01263145077665596,0.9520054163639138,3,-0.027126770739234266,0.026554381930064704,-0.0391909339279464,3,-0.025090206239166035,0.01802212278273032,-0.0332733434603417,3,-0.010827579785682198,0.026772716634766505,-0.0037252450034306,3,0.014311536665933766,0.004935989725949446,0.016557995291422,3,0.0775770673485195,0.028876607019676793,0.0643969792134032,3,0.14472401584345776,0.0037831955743286294,0.1454406855703446,3,0.9974076436130007,0.00017477617851172737,0.9973249716553289,3,0.0,0.0,0.0,3,0.0,0.0,0.0,3
extended_moore_r2,markov,sequential,baseline,fixed,0,0,0.68,0.2,0.016,0.5,0.6,0.6,False,0.45448992082087286,0.0006832722546567287,0.4546414695736936,3,0.42736777848501095,0.02433483687706808,0.4231391801987251,3,,,,0,0.004754721027984633,0.00840754070568483,0.0065353845750771,3,-0.0029207277442331,0.005201064152995943,-0.0010591022897892,3,0.9735971953850963,0.006866434772091652,0.974139023720668,3,0.24156384396170127,0.1544003223257282,0.1582247073947054,3,0.0,0.0,0.0,3,1.0,0.0,1.0,3,0.0,0.0,0.0,3,0.0,0.0,0.0,3
extended_moore_r2,markov,sequential,baseline,plastic,0,0,0.68,0.2,0.016,0.5,0.6,0.6,False,0.37297765610750583,0.015819845509917288,0.3773282563044551,3,0.8037248310136644,0.04412124776486566,0.8187202870723796,3,,,,0,0.044037439085724134,0.007543648030819101,0.0465775301457955,3,0.04407079110292336,0.008330370145851225,0.0435984941995971,3,0.31898155740043593,0.08817884793809201,0.2812977370158757,3,0.062233157643077165,0.009939444829850857,0.0575061089035225,3,0.0,0.0,0.0,3,0.9491080286281179,0.011825164434293343,0.9558487457482994,3,0.0,0.0,0.0,3,0.0,0.0,0.0,3
