L,T,activity_late,alpha_async,autocorr_late,bias_mean_late,block_fraction,coherence_late,config_id,corr_A_late,corr_B_late,dephase,diagonal_ablation,entropy_late,eta_intrinsic,eta_weight,formalism,gamma,geometry,imprint_duration,imprint_start,imprint_strength,interface_density_late,intrinsic_bias_limit,intrinsic_enabled,intrinsic_target_activity,lesion_fraction,lesion_time,memory_mean_late,memory_strength,metric_stride,neighbor_pattern_entropy_late,orientation_anisotropy_late,p0,plasticity,profile,save_dense,schedule,second_imprint_duration,second_imprint_start,second_lesion_time,seed,sensitivity_point,sequential_events_per_sweep,sigma_birth,sigma_survive,snapshot_every,spectral_peak_fraction_late,structural_additions_total,structural_enabled,structural_interval,structural_link_fraction_late,structural_min_degree,structural_removals_total,structural_rewire_probability,structural_swap_tolerance,structural_target_fraction,structural_utility_tau,task,tau_memory,theta_input,theta_memory,theta_phase,weight_decay,weight_sum,repair_reference_corr,selection_role,selection_score
56,320,0.4519186295926218,0.5,-0.2843150935524286,0.0,0.125,0.2803513326857882,extended_moore_r2__ql__fixed__intr0__struct0__sequential__baseline__s1__d57b81b3bb,0.0171805352089084,-0.0076438455446304,0.25,False,0.4942096474217275,0.002,0.016,ql,0.68,extended_moore_r2,40,100,0.9,0.4986287147519728,0.3,0,0.42,0.08,210,0.4518539796417221,0.2,20,0.9652471937665336,6.2404119897463165e-18,0.2,fixed,sequential_exact,False,sequential,40,180,280,1,-1,1.0,0.6,0.6,80,0.1622620260609946,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,baseline,30.0,0.45,0.2,0.1,0.002,8.0,,median,0.0
56,320,0.4513926756774716,0.5,-0.2832736663152739,0.0,0.125,0.2798433958607809,extended_moore_r2__ql__fixed__intr0__struct0__sequential__baseline__s3__4ec4ec00df,-0.0014122576223403,-0.0054173248135486,0.25,False,0.4995382044300553,0.002,0.016,ql,0.68,extended_moore_r2,40,100,0.9,0.4967489095180784,0.3,0,0.42,0.08,210,0.451146866679792,0.2,20,0.962275730750557,5.3939735845426644e-18,0.2,fixed,sequential_exact,False,sequential,40,180,280,3,-1,1.0,0.6,0.6,80,0.1165358200461589,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,baseline,30.0,0.45,0.2,0.1,0.002,8.0,,visual,0.9040078207274775
56,320,0.3554442930724431,0.5,-0.1761457345605245,0.0,0.125,0.2070253991117032,extended_moore_r2__ql__plastic__intr0__struct0__sequential__baseline__s1__3a26874cd2,0.0610647779446186,0.0359352673247027,0.25,False,0.7659581236226095,0.002,0.016,ql,0.68,extended_moore_r2,40,100,0.9,0.2538244141303282,0.3,0,0.42,0.08,210,0.3597663025147152,0.2,20,0.3929111265468467,5.087591636955063e-18,0.2,plastic,sequential_exact,False,sequential,40,180,280,1,-1,1.0,0.6,0.6,80,0.0697821684953258,0,0,40,0.9322650935374148,2,0,0.25,0.01,0.75,50.0,baseline,30.0,0.45,0.2,0.1,0.002,8.0,,median,0.7144713416019628
56,320,0.3390948694763795,0.5,-0.2050682677630067,0.0,0.125,0.2178582572288321,extended_moore_r2__ql__plastic__intr0__struct0__sequential__baseline__s2__1e954aed8d,-0.0229569669800938,0.0067392548895832,0.25,False,0.7272348822894784,0.002,0.016,ql,0.68,extended_moore_r2,40,100,0.9,0.2752822721290225,0.3,0,0.42,0.08,210,0.3441921085975916,0.2,20,0.4721661064870474,4.718127961878055e-18,0.2,plastic,sequential_exact,False,sequential,40,180,280,2,-1,1.0,0.6,0.6,80,0.0624036568674857,0,0,40,0.9197624362244898,2,0,0.25,0.01,0.75,50.0,baseline,30.0,0.45,0.2,0.1,0.002,8.0,,visual,0.4409642780533045
56,320,0.4521448076429215,0.5,-0.2876373179382736,0.0,0.125,0.2790743538116484,extended_moore_r2__ql__fixed__intr0__struct0__sequential__lesion__s1__78401ee1c8,0.0300951897518034,-0.01159259426071,0.25,False,0.4806679611537374,0.002,0.016,ql,0.68,extended_moore_r2,40,100,0.9,0.4994283865637239,0.3,0,0.42,0.08,210,0.450569713435424,0.2,20,0.9746379274566678,2.8355262725262732e-18,0.2,fixed,sequential_exact,False,sequential,40,180,280,1,-1,1.0,0.6,0.6,80,0.3784684010194979,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,0.0296585905757555,median,0.4143825546525997
56,320,0.4520271396502249,0.5,-0.2849772198543256,0.0,0.125,0.2802502931260656,extended_moore_r2__ql__fixed__intr0__struct0__sequential__lesion__s2__9d8db4ce65,0.0219061738459992,-0.0081441208360931,0.25,False,0.4782049498433351,0.002,0.016,ql,0.68,extended_moore_r2,40,100,0.9,0.5014965398885223,0.3,0,0.42,0.08,210,0.4506441309495313,0.2,20,0.9712476514006476,3.570992605643274e-18,0.2,fixed,sequential_exact,False,sequential,40,180,280,2,-1,1.0,0.6,0.6,80,0.2446014920876593,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,0.0218540944599895,visual,0.8489469053568179
56,320,0.4521448076429215,0.5,-0.2876373179382736,0.0,0.125,0.2790743538116484,extended_moore_r2__ql__fixed__intr0__struct0__sequential__lesion__s1__78401ee1c8,0.0300951897518034,-0.01159259426071,0.25,False,0.4806679611537374,0.002,0.016,ql,0.68,extended_moore_r2,40,100,0.9,0.4994283865637239,0.3,0,0.42,0.08,210,0.450569713435424,0.2,20,0.9746379274566678,2.8355262725262732e-18,0.2,fixed,sequential_exact,False,sequential,40,180,280,1,-1,1.0,0.6,0.6,80,0.3784684010194979,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,0.0296585905757555,high_repair,0.0296585905757555
56,320,0.3787244126935398,0.5,-0.2138730411313716,0.0,0.125,0.1921855734031982,extended_moore_r2__ql__plastic__intr0__struct0__sequential__lesion__s2__19174e5bf9,-0.0091743529419305,0.0006193992741788,0.25,False,0.7987639292588268,0.002,0.016,ql,0.68,extended_moore_r2,40,100,0.9,0.260062438362407,0.3,0,0.42,0.08,210,0.381682364349194,0.2,20,0.2409849018881092,4.320833903930309e-18,0.2,plastic,sequential_exact,False,sequential,40,180,280,2,-1,1.0,0.6,0.6,80,0.0917193453229184,0,0,40,0.9596354166666666,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,-0.0057481027796256,median,1.2003338726014117
56,320,0.3859769815979008,0.5,-0.2023986412995351,0.0,0.125,0.1870364313031142,extended_moore_r2__ql__plastic__intr0__struct0__sequential__lesion__s3__bd153ecf72,0.0021029785462688,-0.0289328426997166,0.25,False,0.813853519800999,0.002,0.016,ql,0.68,extended_moore_r2,40,100,0.9,0.2498112661202709,0.3,0,0.42,0.08,210,0.3887968439265479,0.2,20,0.2855230009357141,5.070612072592e-18,0.2,plastic,sequential_exact,False,sequential,40,180,280,3,-1,1.0,0.6,0.6,80,0.0853550709455944,0,0,40,0.9639402636054422,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,0.002199337442734,visual,0.24284546546291688
56,320,0.3779652687078034,0.5,-0.2132643123159657,0.0,0.125,0.1886949372561126,extended_moore_r2__ql__plastic__intr0__struct0__sequential__lesion__s1__98c801ae98,0.0108396938293373,-0.0126876709356829,0.25,False,0.8058515542248799,0.002,0.016,ql,0.68,extended_moore_r2,40,100,0.9,0.2516979769563245,0.3,0,0.42,0.08,210,0.3816881618623004,0.2,20,0.2374773001437525,4.962804002280538e-18,0.2,plastic,sequential_exact,False,sequential,40,180,280,1,-1,1.0,0.6,0.6,80,0.0748682046808185,0,0,40,0.9594228316326532,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,0.0141775367332315,high_repair,0.0141775367332315
56,320,0.4659022588031019,0.5,-0.4247228446288673,0.0,0.125,0.0,hex_cells__markov__fixed__intr0__struct0__sequential__baseline__s2__bf684aa436,0.0030694899267546,-0.0034827827094175,0.25,False,0.4869949661249818,0.002,0.016,markov,0.68,hex_cells,40,100,0.9,0.556939336459895,0.3,0,0.42,0.08,210,0.4653076109176309,0.2,20,1.3062330554538863,1.898529102711753e-18,0.2,fixed,sequential_exact,False,sequential,40,180,280,2,-1,1.0,0.6,0.6,80,0.0442414298903975,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,baseline,30.0,0.45,0.2,0.1,0.002,8.0,,median,1.0729734527444574
56,320,0.4659022588031019,0.5,-0.4247228446288673,0.0,0.125,0.0,hex_cells__markov__fixed__intr0__struct0__sequential__baseline__s2__bf684aa436,0.0030694899267546,-0.0034827827094175,0.25,False,0.4869949661249818,0.002,0.016,markov,0.68,hex_cells,40,100,0.9,0.556939336459895,0.3,0,0.42,0.08,210,0.4653076109176309,0.2,20,1.3062330554538863,1.898529102711753e-18,0.2,fixed,sequential_exact,False,sequential,40,180,280,2,-1,1.0,0.6,0.6,80,0.0442414298903975,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,baseline,30.0,0.45,0.2,0.1,0.002,8.0,,visual,1.2841123405086876
56,320,0.4251599408746195,0.5,-0.3325572492240779,0.0,0.125,0.0,hex_cells__markov__plastic__intr0__struct0__sequential__baseline__s1__a4cf46681e,-0.0123462089685346,0.0081642518200506,0.25,False,0.5884044354183048,0.002,0.016,markov,0.68,hex_cells,40,100,0.9,0.4610165610718842,0.3,0,0.42,0.08,210,0.4260633964511168,0.2,20,1.3325677625871188,1.684884287491468e-18,0.2,plastic,sequential_exact,False,sequential,40,180,280,1,-1,1.0,0.6,0.6,80,0.0127073030325296,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,baseline,30.0,0.45,0.2,0.1,0.002,8.0,,median,0.8273536102930095
56,320,0.4251599408746195,0.5,-0.3325572492240779,0.0,0.125,0.0,hex_cells__markov__plastic__intr0__struct0__sequential__baseline__s1__a4cf46681e,-0.0123462089685346,0.0081642518200506,0.25,False,0.5884044354183048,0.002,0.016,markov,0.68,hex_cells,40,100,0.9,0.4610165610718842,0.3,0,0.42,0.08,210,0.4260633964511168,0.2,20,1.3325677625871188,1.684884287491468e-18,0.2,plastic,sequential_exact,False,sequential,40,180,280,1,-1,1.0,0.6,0.6,80,0.0127073030325296,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,baseline,30.0,0.45,0.2,0.1,0.002,8.0,,visual,1.326214111070854
56,320,0.4642783548650824,0.5,-0.4242311903031273,0.0,0.125,0.0,hex_cells__markov__fixed__intr0__struct0__sequential__lesion__s2__54ff678b12,-0.0031701162880662,0.0064928184002054,0.25,False,0.4958429791337002,0.002,0.016,markov,0.68,hex_cells,40,100,0.9,0.5517939416454959,0.3,0,0.42,0.08,210,0.4593493292738422,0.2,20,1.305694702669926,2.6167696506871282e-18,0.2,fixed,sequential_exact,False,sequential,40,180,280,2,-1,1.0,0.6,0.6,80,0.0256250347493989,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,0.0046656353589293,median,1.3967452498917752
56,320,0.4642783548650824,0.5,-0.4242311903031273,0.0,0.125,0.0,hex_cells__markov__fixed__intr0__struct0__sequential__lesion__s2__54ff678b12,-0.0031701162880662,0.0064928184002054,0.25,False,0.4958429791337002,0.002,0.016,markov,0.68,hex_cells,40,100,0.9,0.5517939416454959,0.3,0,0.42,0.08,210,0.4593493292738422,0.2,20,1.305694702669926,2.6167696506871282e-18,0.2,fixed,sequential_exact,False,sequential,40,180,280,2,-1,1.0,0.6,0.6,80,0.0256250347493989,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,0.0046656353589293,visual,1.2928821852952266
56,320,0.4652881768880023,0.5,-0.4241895429136631,0.0,0.125,0.0,hex_cells__markov__fixed__intr0__struct0__sequential__lesion__s3__da8bd6228f,0.0083058854053359,0.0052831131727258,0.25,False,0.4899835581884444,0.002,0.016,markov,0.68,hex_cells,40,100,0.9,0.5550722198001024,0.3,0,0.42,0.08,210,0.4585755177284823,0.2,20,1.29074049156348,2.1435940191460333e-18,0.2,fixed,sequential_exact,False,sequential,40,180,280,3,-1,1.0,0.6,0.6,80,0.023628878318447,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,0.0069399945524695,high_repair,0.0069399945524695
56,320,0.4260634035637541,0.5,-0.3630081932766577,0.0,0.125,0.0,hex_cells__markov__plastic__intr0__struct0__sequential__lesion__s3__65ef67104f,-0.0111568009836879,0.00182382371992,0.25,False,0.5645059980273196,0.002,0.016,markov,0.68,hex_cells,40,100,0.9,0.48381260702842,0.3,0,0.42,0.08,210,0.4203024507411536,0.2,20,1.3351012189015286,2.47505074433424e-18,0.2,plastic,sequential_exact,False,sequential,40,180,280,3,-1,1.0,0.6,0.6,80,0.0147539868567907,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,0.0034705491550791,median,1.1208413116922233
56,320,0.4260634035637541,0.5,-0.3630081932766577,0.0,0.125,0.0,hex_cells__markov__plastic__intr0__struct0__sequential__lesion__s3__65ef67104f,-0.0111568009836879,0.00182382371992,0.25,False,0.5645059980273196,0.002,0.016,markov,0.68,hex_cells,40,100,0.9,0.48381260702842,0.3,0,0.42,0.08,210,0.4203024507411536,0.2,20,1.3351012189015286,2.47505074433424e-18,0.2,plastic,sequential_exact,False,sequential,40,180,280,3,-1,1.0,0.6,0.6,80,0.0147539868567907,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,0.0034705491550791,visual,1.3277242254731332
56,320,0.4249129858519908,0.5,-0.3604405851562538,0.0,0.125,0.0,hex_cells__markov__plastic__intr0__struct0__sequential__lesion__s2__db23327938,0.0143089526636498,0.0191205104947481,0.25,False,0.5756480066400751,0.002,0.016,markov,0.68,hex_cells,40,100,0.9,0.4763035874945736,0.3,0,0.42,0.08,210,0.4204027536336544,0.2,20,1.3204991715670973,2.01752638537138e-18,0.2,plastic,sequential_exact,False,sequential,40,180,280,2,-1,1.0,0.6,0.6,80,0.0188660207296721,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,0.0161605955904938,high_repair,0.0161605955904938
56,320,0.461431054048179,0.5,-0.4072564427575562,0.0,0.125,0.2965290091547721,hex_cells__ql__fixed__intr0__struct0__sequential__baseline__s2__8b1a79d1bf,0.009428777215884,-0.0071968856202957,0.25,False,0.5460177847098504,0.002,0.016,ql,0.68,hex_cells,40,100,0.9,0.5331444360573766,0.3,0,0.42,0.08,210,0.461289894860761,0.2,20,1.231717205046872,1.6024561420197385e-18,0.2,fixed,sequential_exact,False,sequential,40,180,280,2,-1,1.0,0.6,0.6,80,0.0385838129534518,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,baseline,30.0,0.45,0.2,0.1,0.002,8.0,,median,1.4197139727109342
56,320,0.4605293513589246,0.5,-0.4097600802632193,0.0,0.125,0.2954962638135289,hex_cells__ql__fixed__intr0__struct0__sequential__baseline__s3__490126c37b,-0.0082041983450477,0.0015949663592772,0.25,False,0.5501572897086483,0.002,0.016,ql,0.68,hex_cells,40,100,0.9,0.5306884704643974,0.3,0,0.42,0.08,210,0.4607808247371577,0.2,20,1.255062804584264,1.8742889391229677e-18,0.2,fixed,sequential_exact,False,sequential,40,180,280,3,-1,1.0,0.6,0.6,80,0.0281396225951739,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,baseline,30.0,0.45,0.2,0.1,0.002,8.0,,visual,1.240992993286677
56,320,0.4202489298908778,0.5,-0.3289147043446599,0.0,0.125,0.2795579395108604,hex_cells__ql__plastic__intr0__struct0__sequential__baseline__s3__4bd37b70c0,-0.0062337704896725,-0.0027145800609032,0.25,False,0.6168914412750253,0.002,0.016,ql,0.68,hex_cells,40,100,0.9,0.448457533438364,0.3,0,0.42,0.08,210,0.4208157389228839,0.2,20,1.2843963703601189,2.667068217790035e-18,0.2,plastic,sequential_exact,False,sequential,40,180,280,3,-1,1.0,0.6,0.6,80,0.0137866570002337,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,baseline,30.0,0.45,0.2,0.1,0.002,8.0,,median,0.6405784041004066
56,320,0.4202489298908778,0.5,-0.3289147043446599,0.0,0.125,0.2795579395108604,hex_cells__ql__plastic__intr0__struct0__sequential__baseline__s3__4bd37b70c0,-0.0062337704896725,-0.0027145800609032,0.25,False,0.6168914412750253,0.002,0.016,ql,0.68,hex_cells,40,100,0.9,0.448457533438364,0.3,0,0.42,0.08,210,0.4208157389228839,0.2,20,1.2843963703601189,2.667068217790035e-18,0.2,plastic,sequential_exact,False,sequential,40,180,280,3,-1,1.0,0.6,0.6,80,0.0137866570002337,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,baseline,30.0,0.45,0.2,0.1,0.002,8.0,,visual,1.277503041860002
56,320,0.4609739636434364,0.5,-0.4098478043362216,0.0,0.125,0.2955617922837786,hex_cells__ql__fixed__intr0__struct0__sequential__lesion__s1__7f418b78ce,0.0090017178628283,-0.0052628900895643,0.25,False,0.5491922457492643,0.002,0.016,ql,0.68,hex_cells,40,100,0.9,0.5320753615795631,0.3,0,0.42,0.08,210,0.459137099944363,0.2,20,1.2258612574207737,2.9996817901798217e-18,0.2,fixed,sequential_exact,False,sequential,40,180,280,1,-1,1.0,0.6,0.6,80,0.0221489691590747,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,0.0046758145444877,median,1.1207683534224466
56,320,0.4582671450896257,0.5,-0.4068626090980141,0.0,0.125,0.2946571762786987,hex_cells__ql__fixed__intr0__struct0__sequential__lesion__s2__61f5a4bd5b,0.0192083784490406,0.00248884812312,0.25,False,0.5528772883021388,0.002,0.016,ql,0.68,hex_cells,40,100,0.9,0.5276726891565596,0.3,0,0.42,0.08,210,0.4571452784128985,0.2,20,1.2496245181471637,2.3229314052130665e-18,0.2,fixed,sequential_exact,False,sequential,40,180,280,2,-1,1.0,0.6,0.6,80,0.0205986604654272,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,0.0195567145542895,visual,1.23932518791445
56,320,0.459524605689228,0.5,-0.3995214626438478,0.0,0.125,0.2975786953124102,hex_cells__ql__fixed__intr0__struct0__sequential__lesion__s3__2a071d3534,0.0269721785931826,-0.0025206661267246,0.25,False,0.5416215977758589,0.002,0.016,ql,0.68,hex_cells,40,100,0.9,0.5315788665550895,0.3,0,0.42,0.08,210,0.4576683701870853,0.2,20,1.2063303953413342,2.4831530793684927e-18,0.2,fixed,sequential_exact,False,sequential,40,180,280,3,-1,1.0,0.6,0.6,80,0.0134350554693903,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,0.0292783767463952,high_repair,0.0292783767463952
56,320,0.4212143715285328,0.5,-0.346169655505076,0.0,0.125,0.2781971648500784,hex_cells__ql__plastic__intr0__struct0__sequential__lesion__s1__5244e57a49,0.0115059553280346,0.0009423423172915,0.25,False,0.6122087709509906,0.002,0.016,ql,0.68,hex_cells,40,100,0.9,0.4564956916947013,0.3,0,0.42,0.08,210,0.420143623857783,0.2,20,1.3014253288068671,3.197461915390659e-18,0.2,plastic,sequential_exact,False,sequential,40,180,280,1,-1,1.0,0.6,0.6,80,0.0179334229453245,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,0.0138202004264943,median,1.7467216267602277
56,320,0.4219140715525316,0.5,-0.3452826511552971,0.0,0.125,0.2774485747271444,hex_cells__ql__plastic__intr0__struct0__sequential__lesion__s3__7ba275eb8c,-0.0032281678524995,0.0001809070850028,0.25,False,0.6079329517830425,0.002,0.016,ql,0.68,hex_cells,40,100,0.9,0.4595967695435761,0.3,0,0.42,0.08,210,0.4202244991153217,0.2,20,1.3119502070982003,1.7092472449704258e-18,0.2,plastic,sequential_exact,False,sequential,40,180,280,3,-1,1.0,0.6,0.6,80,0.0202913279283272,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,-0.0007517233806093,visual,1.3018045431340368
56,320,0.4212143715285328,0.5,-0.346169655505076,0.0,0.125,0.2781971648500784,hex_cells__ql__plastic__intr0__struct0__sequential__lesion__s1__5244e57a49,0.0115059553280346,0.0009423423172915,0.25,False,0.6122087709509906,0.002,0.016,ql,0.68,hex_cells,40,100,0.9,0.4564956916947013,0.3,0,0.42,0.08,210,0.420143623857783,0.2,20,1.3014253288068671,3.197461915390659e-18,0.2,plastic,sequential_exact,False,sequential,40,180,280,1,-1,1.0,0.6,0.6,80,0.0179334229453245,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,0.0138202004264943,high_repair,0.0138202004264943
56,320,0.3905784441659806,0.5,-0.166472341482588,0.0,0.125,0.0,honeycomb__markov__fixed__intr0__struct0__sequential__baseline__s1__93f4b40d68,0.0050429961244215,-0.0021149621266061,0.25,False,0.6787974556198327,0.002,0.016,markov,0.68,honeycomb,40,100,0.9,0.3569831198500672,0.3,0,0.42,0.08,210,0.3910770431775165,0.2,20,1.5524512030756572,3.170007856300302e-18,0.2,fixed,sequential_exact,False,sequential,40,180,280,1,-1,1.0,0.6,0.6,80,0.0032896033742513,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,baseline,30.0,0.45,0.2,0.1,0.002,8.0,,median,1.1970300636837659
56,320,0.3934075369667644,0.5,-0.1777468674244285,0.0,0.125,0.0,honeycomb__markov__fixed__intr0__struct0__sequential__baseline__s3__8a5d9cc4ce,-0.0055855968628484,-0.0101678805331461,0.25,False,0.6822747964583509,0.002,0.016,markov,0.68,honeycomb,40,100,0.9,0.3592705985993481,0.3,0,0.42,0.08,210,0.3897642571305432,0.2,20,1.5719252130768038,3.1432860545677078e-18,0.2,fixed,sequential_exact,False,sequential,40,180,280,3,-1,1.0,0.6,0.6,80,0.0036407095390418,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,baseline,30.0,0.45,0.2,0.1,0.002,8.0,,visual,1.570104858307283
56,320,0.3886057409570764,0.5,-0.1524006942208748,0.0,0.125,0.0,honeycomb__markov__plastic__intr0__struct0__sequential__baseline__s2__07d3ef474b,-0.0127919158632093,-0.0066801076351937,0.25,False,0.6730019835608997,0.002,0.016,markov,0.68,honeycomb,40,100,0.9,0.3552771882879122,0.3,0,0.42,0.08,210,0.390591389250983,0.2,20,1.576630854623638,1.2472518840729417e-18,0.2,plastic,sequential_exact,False,sequential,40,180,280,2,-1,1.0,0.6,0.6,80,0.0037274452557453,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,baseline,30.0,0.45,0.2,0.1,0.002,8.0,,median,1.4653632875970743
56,320,0.3905558304059719,0.5,-0.1707932585486404,0.0,0.125,0.0,honeycomb__markov__plastic__intr0__struct0__sequential__baseline__s3__077fcad983,-0.0085199962752509,-0.0060958048702095,0.25,False,0.677577882214071,0.002,0.016,markov,0.68,honeycomb,40,100,0.9,0.3591708885122395,0.3,0,0.42,0.08,210,0.3895828243101765,0.2,20,1.5928337169269131,1.7030292795046226e-18,0.2,plastic,sequential_exact,False,sequential,40,180,280,3,-1,1.0,0.6,0.6,80,0.0039870983459993,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,baseline,30.0,0.45,0.2,0.1,0.002,8.0,,visual,1.5908401677539135
56,320,0.1974883910122394,0.5,0.3945039673457127,0.0,0.125,0.0,honeycomb__markov__fixed__intr0__struct0__sequential__lesion__s1__3c8dc559e8,0.1724137842616416,0.1782584469010154,0.25,False,0.3468766556398932,0.002,0.016,markov,0.68,honeycomb,40,100,0.9,0.1816591448736074,0.3,0,0.42,0.08,210,0.1845890921825644,0.2,20,1.368113425847156,2.7656885579746337e-18,0.2,fixed,sequential_exact,False,sequential,40,180,280,1,-1,1.0,0.6,0.6,80,0.1753160833155438,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,0.1464294875755238,median,0.06759626408360556
56,320,0.2271992304468243,0.5,0.3306594748367249,0.0,0.125,0.0,honeycomb__markov__fixed__intr0__struct0__sequential__lesion__s3__b615d13b79,0.1493548159252068,0.1549773736844024,0.25,False,0.3977295288697459,0.002,0.016,markov,0.68,honeycomb,40,100,0.9,0.2115117198260238,0.3,0,0.42,0.08,210,0.2180280906624809,0.2,20,1.4570355263199442,2.3992704451109417e-18,0.2,fixed,sequential_exact,False,sequential,40,180,280,3,-1,1.0,0.6,0.6,80,0.1604501166168388,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,0.1467669903888293,visual,1.3768104680115247
56,320,0.1853068513268821,0.5,0.3966770485000301,0.0,0.125,0.0,honeycomb__markov__fixed__intr0__struct0__sequential__lesion__s2__3e9459619b,0.1940651180796807,0.1944503911574566,0.25,False,0.3202171812840071,0.002,0.016,markov,0.68,honeycomb,40,100,0.9,0.1737192746859331,0.3,0,0.42,0.08,210,0.1736947662915949,0.2,20,1.325225037669535,2.2250341306109205e-18,0.2,fixed,sequential_exact,False,sequential,40,180,280,2,-1,1.0,0.6,0.6,80,0.1747466986836544,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,0.1785862218631239,high_repair,0.1785862218631239
56,320,0.18155474424761,0.5,0.4068135645993622,0.0,0.125,0.0,honeycomb__markov__plastic__intr0__struct0__sequential__lesion__s3__a969672bc8,0.1943855247158844,0.1938043468985002,0.25,False,0.3202640833834881,0.002,0.016,markov,0.68,honeycomb,40,100,0.9,0.1692610077823692,0.3,0,0.42,0.08,210,0.1737108643904703,0.2,20,1.3078692888060297,1.9415817394186626e-18,0.2,plastic,sequential_exact,False,sequential,40,180,280,3,-1,1.0,0.6,0.6,80,0.1803416792512945,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,0.1557446508269712,median,0.09128016278562497
56,320,0.2176957388688352,0.5,0.3450197344710513,0.0,0.125,0.0,honeycomb__markov__plastic__intr0__struct0__sequential__lesion__s2__1055d60ffe,0.1637666301564207,0.1534592482722964,0.25,False,0.3846127848179476,0.002,0.016,markov,0.68,honeycomb,40,100,0.9,0.2034340144220433,0.3,0,0.42,0.08,210,0.2074053143170519,0.2,20,1.419515912591109,4.0911657567958645e-18,0.2,plastic,sequential_exact,False,sequential,40,180,280,2,-1,1.0,0.6,0.6,80,0.1614463305244972,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,0.1540334666665677,visual,1.3387927473288603
56,320,0.1756920254826124,0.5,0.4310292865505925,0.0,0.125,0.0,honeycomb__markov__plastic__intr0__struct0__sequential__lesion__s1__dc6e692c4b,0.2145885372150403,0.1976005631454395,0.25,False,0.3139760599303033,0.002,0.016,markov,0.68,honeycomb,40,100,0.9,0.1601209896125157,0.3,0,0.42,0.08,210,0.1689473308927341,0.2,20,1.2804888414340825,2.032517865097549e-18,0.2,plastic,sequential_exact,False,sequential,40,180,280,1,-1,1.0,0.6,0.6,80,0.1793704623461264,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,0.1605728926651606,high_repair,0.1605728926651606
