L,T,activity_late,alpha_async,autocorr_late,bias_mean_late,block_fraction,coherence_late,config_id,corr_A_late,corr_B_late,dephase,diagonal_ablation,entropy_late,eta_intrinsic,eta_weight,formalism,gamma,geometry,imprint_duration,imprint_start,imprint_strength,interface_density_late,intrinsic_bias_limit,intrinsic_enabled,intrinsic_target_activity,lesion_fraction,lesion_time,memory_mean_late,memory_strength,metric_stride,neighbor_pattern_entropy_late,order_bias,orientation_anisotropy_late,p0,plasticity,profile,repair_reference_corr,save_dense,schedule,second_imprint_duration,second_imprint_start,second_lesion_time,seed,sensitivity_point,sequential_events_per_sweep,sigma_birth,sigma_survive,snapshot_every,spectral_peak_fraction_late,structural_additions_total,structural_enabled,structural_interval,structural_link_fraction_late,structural_min_degree,structural_removals_total,structural_rewire_probability,structural_swap_tolerance,structural_target_fraction,structural_utility_tau,task,tau_memory,theta_input,theta_memory,theta_phase,weight_decay,weight_sum
72,500,0.3997204469659968,0.5,-0.1172116897366853,0.0,0.125,0.0,square_vn__markov__fixed__intr0__struct0__synchronous__baseline__s1__2ebe4f86b8,0.0012288692695471,0.0032511476179224,0.25,False,0.7684532280235571,0.002,0.016,markov,0.68,square_vn,50,100,0.9,0.3015047916676193,0.3,0,0.42,0.08,300,0.3992180683262006,0.2,20,1.4579008260305393,,2.011368960187208e-18,0.2,fixed,primary,,False,synchronous,50,260,400,1,-1,1.0,0.6,0.6,100,0.003191985184316,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,baseline,30.0,0.45,0.2,0.1,0.002,8.0
72,500,0.1511620751399341,0.5,0.5673501043286487,0.0,0.125,0.0,square_vn__markov__plastic__intr0__struct0__synchronous__imprint__s1__bbd1a9fc3f,0.2504414250102806,0.2228571124596788,0.25,False,0.2902047674360056,0.002,0.016,markov,0.68,square_vn,50,100,0.9,0.1162482153023011,0.3,0,0.42,0.08,300,0.1534786834660267,0.2,20,1.1642657372181826,,2.95108397818901e-18,0.2,plastic,primary,,False,synchronous,50,260,400,1,-1,1.0,0.6,0.6,100,0.0940961861938445,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,imprint,30.0,0.45,0.2,0.1,0.002,8.0
72,500,0.3942203554931295,0.5,-0.0901000425458179,0.0,0.125,0.2589374090062682,square_vn__ql__fixed__intr0__struct0__synchronous__lesion__s1__1e9eb475b9,-0.0026307840122049,-0.0112982944868547,0.25,False,0.7686291002578292,0.002,0.016,ql,0.68,square_vn,50,100,0.9,0.2936026294276178,0.3,0,0.42,0.08,300,0.395090236024356,0.2,20,1.427927387837436,,1.4873025573910429e-18,0.2,fixed,primary,-0.0179732188293394,False,synchronous,50,260,400,1,-1,1.0,0.6,0.6,100,0.002928209183859,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0
72,500,0.3935918875842195,0.5,-0.1033484841521873,0.0,0.125,0.2678011660089287,square_vn__ql__plastic__intr0__struct0__synchronous__order_ab__s1__c7c08e9834,0.0132617897060819,0.003920304690715,0.25,False,0.7642935930861752,0.002,0.016,ql,0.68,square_vn,50,100,0.9,0.2983124529208656,0.3,0,0.42,0.08,300,0.3889553810064219,0.2,20,1.4233118746933866,-0.0093414850153669,1.7185396907790711e-18,0.2,plastic,primary,,False,synchronous,50,260,400,1,-1,1.0,0.6,0.6,100,0.0024935867659086,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,order_ab,30.0,0.45,0.2,0.1,0.002,8.0
72,500,0.4019483416496774,0.5,0.4140230023026516,0.0,0.125,0.0,square_moore__markov__fixed__intr0__struct0__synchronous__order_ba__s1__03df2f6858,0.0297458315537966,-0.0027856495945333,0.25,False,0.8159966349287491,0.002,0.016,markov,0.68,square_moore,50,100,0.9,0.1708371191863029,0.3,0,0.42,0.08,300,0.4030607250245593,0.2,20,1.309990498003767,-0.0325314811483299,3.786094883016818e-18,0.2,fixed,primary,,False,synchronous,50,260,400,1,-1,1.0,0.6,0.6,100,0.0135112703819504,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,order_ba,30.0,0.45,0.2,0.1,0.002,8.0
72,500,0.4359681095648916,0.5,-0.3012392930805004,0.0,0.125,0.0,square_moore__markov__plastic__intr0__struct0__alpha_async__baseline__s1__1a54d5a529,0.006438855961313,-0.0041365568851699,0.25,False,0.6092424191064764,0.002,0.016,markov,0.68,square_moore,50,100,0.9,0.4501567521725024,0.3,0,0.42,0.08,300,0.4309700687319178,0.2,20,1.2476619698482705,,2.5485689873901056e-18,0.2,plastic,primary,,False,alpha_async,50,260,400,1,-1,1.0,0.6,0.6,100,0.015907162146377,0,0,40,0.9999276620370372,2,0,0.25,0.01,0.75,50.0,baseline,30.0,0.45,0.2,0.1,0.002,8.0
72,500,0.4169749403230154,0.5,-0.3200878782997128,0.0,0.125,0.3023653069307995,square_moore__ql__fixed__intr0__struct0__alpha_async__imprint__s1__46ad43023b,0.0050525535503413,0.0058370761060606,0.25,False,0.6346368491025715,0.002,0.016,ql,0.68,square_moore,50,100,0.9,0.4326359847176341,0.3,0,0.42,0.08,300,0.413760194070747,0.2,20,1.3832325629958526,,3.7397479124761844e-18,0.2,fixed,primary,,False,alpha_async,50,260,400,1,-1,1.0,0.6,0.6,100,0.0761829053021416,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,imprint,30.0,0.45,0.2,0.1,0.002,8.0
72,500,0.4076689953331922,0.5,-0.3654238910615419,0.0,0.125,0.272925104504852,square_moore__ql__plastic__intr0__struct0__alpha_async__lesion__s1__7d666b2449,0.0078061660956244,0.008418386000028,0.25,False,0.5712084946889064,0.002,0.016,ql,0.68,square_moore,50,100,0.9,0.4770860455258326,0.3,0,0.42,0.08,300,0.4058007107699117,0.2,20,1.5052670070438434,,2.4922958929001454e-18,0.2,plastic,primary,0.0075806424188748,False,alpha_async,50,260,400,1,-1,1.0,0.6,0.6,100,0.0209105354067788,0,0,40,0.9992766203703703,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0
72,500,0.3731144519492267,0.5,-0.0831989776354317,0.0,0.125,0.0,hex_cells__markov__fixed__intr0__struct0__alpha_async__order_ab__s1__b95d547430,0.0810152519206389,0.0676468295973762,0.25,False,0.4314952415916918,0.002,0.016,markov,0.68,hex_cells,50,100,0.9,0.4213397398465751,0.3,0,0.42,0.08,300,0.3385518448817591,0.2,20,1.567948029310396,-0.0133684223232626,2.155400623066543e-18,0.2,fixed,primary,,False,alpha_async,50,260,400,1,-1,1.0,0.6,0.6,100,0.0439560165058221,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,order_ab,30.0,0.45,0.2,0.1,0.002,8.0
72,500,0.3078242976575219,0.5,0.080096895469873,0.0,0.125,0.0,hex_cells__markov__plastic__intr0__struct0__alpha_async__order_ba__s1__1e0e8f474b,0.109706494641729,0.0963263082065593,0.25,False,0.4139068854347226,0.002,0.016,markov,0.68,hex_cells,50,100,0.9,0.3336822820355272,0.3,0,0.42,0.08,300,0.2830005413290031,0.2,20,1.5393052482412666,-0.0133801864351697,2.696994449140085e-18,0.2,plastic,primary,,False,alpha_async,50,260,400,1,-1,1.0,0.6,0.6,100,0.0538223546588066,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,order_ba,30.0,0.45,0.2,0.1,0.002,8.0
72,500,0.4597857721149359,0.5,-0.4075009931852761,0.0,0.125,0.3005884910228628,hex_cells__ql__fixed__intr0__struct0__block_async__baseline__s1__b423578440,-0.0047273417279867,-0.0003414577676796,0.25,False,0.54448960316418,0.002,0.016,ql,0.68,hex_cells,50,100,0.9,0.5335199298068046,0.3,0,0.42,0.08,300,0.4593511826495601,0.2,20,1.243537439026087,,2.0438326707079743e-18,0.2,fixed,primary,,False,block_async,50,260,400,1,-1,1.0,0.6,0.6,100,0.014935050962906,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,baseline,30.0,0.45,0.2,0.1,0.002,8.0
72,500,0.4491773771358353,0.5,-0.353642033816254,0.0,0.125,0.2859744703055233,hex_cells__ql__plastic__intr0__struct0__block_async__imprint__s1__bf813ec8b5,0.0083965310371651,0.0040980926641233,0.25,False,0.571607154679147,0.002,0.016,ql,0.68,hex_cells,50,100,0.9,0.4931936842597876,0.3,0,0.42,0.08,300,0.4496521269619455,0.2,20,1.3442089362955945,,2.3545826796292243e-18,0.2,plastic,primary,,False,block_async,50,260,400,1,-1,1.0,0.6,0.6,100,0.0105932143466462,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,imprint,30.0,0.45,0.2,0.1,0.002,8.0
72,500,0.3096224638783429,0.5,0.1824433253898304,0.0,0.125,0.0,honeycomb__markov__fixed__intr0__struct0__block_async__lesion__s1__2138a3d187,0.102764244350691,0.0835187143447905,0.25,False,0.5634031772972227,0.002,0.016,markov,0.68,honeycomb,50,100,0.9,0.2692385294280049,0.3,0,0.42,0.08,300,0.3131396291807383,0.2,20,1.5856507966333009,,1.9237872949433165e-18,0.2,fixed,primary,0.0787864287776818,False,block_async,50,260,400,1,-1,1.0,0.6,0.6,100,0.0868431665681732,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0
72,500,0.2059613542287139,0.5,0.4097073662422048,0.0,0.125,0.0,honeycomb__markov__plastic__intr0__struct0__block_async__order_ab__s1__0bfd42e97f,0.2042113191972949,0.1755730626367365,0.25,False,0.380378838063335,0.002,0.016,markov,0.68,honeycomb,50,100,0.9,0.1792538227261971,0.3,0,0.42,0.08,300,0.2145503772319298,0.2,20,1.3851808103144894,-0.0286382565605583,2.4422478735286823e-18,0.2,plastic,primary,,False,block_async,50,260,400,1,-1,1.0,0.6,0.6,100,0.1968370384955173,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,order_ab,30.0,0.45,0.2,0.1,0.002,8.0
72,500,0.3969852603025764,0.5,-0.2159051634698236,0.0,0.125,0.2667067844897218,honeycomb__ql__fixed__intr0__struct0__block_async__order_ba__s1__a6a37c4f22,-0.0022017270825991,-0.0007416908639174,0.25,False,0.7349571322685579,0.002,0.016,ql,0.68,honeycomb,50,100,0.9,0.3380841763248782,0.3,0,0.42,0.08,300,0.3931231025677631,0.2,20,1.4907356242682837,0.0014600362186817,1.6560787294123013e-18,0.2,fixed,primary,,False,block_async,50,260,400,1,-1,1.0,0.6,0.6,100,0.0025220507713619,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,order_ba,30.0,0.45,0.2,0.1,0.002,8.0
72,500,0.416541203315913,0.5,0.4388430661421951,0.0,0.125,0.0,extended_moore_r2__markov__fixed__intr0__struct0__synchronous__baseline__s1__975990f69a,-0.0056630603243842,0.0117544078707791,0.25,False,0.866242062067961,0.002,0.016,markov,0.68,extended_moore_r2,50,100,0.9,0.1508166269932359,0.3,0,0.42,0.08,300,0.414050537279028,0.2,20,1.1946251192310422,,4.9669753179446044e-18,0.2,fixed,primary,,False,synchronous,50,260,400,1,-1,1.0,0.6,0.6,100,0.015592365977111,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,baseline,30.0,0.45,0.2,0.1,0.002,8.0
72,500,0.0217494334875325,0.5,0.7504779298277138,0.0,0.125,0.0,extended_moore_r2__markov__plastic__intr0__struct0__synchronous__imprint__s1__533c2a922c,0.163601320474756,0.1946852283671392,0.25,False,0.0494344882426305,0.002,0.016,markov,0.68,extended_moore_r2,50,100,0.9,0.0130135764920111,0.3,0,0.42,0.08,300,0.0239393616444549,0.2,20,0.2681526529169983,,1.872855549602095e-17,0.2,plastic,primary,,False,synchronous,50,260,400,1,-1,1.0,0.6,0.6,100,0.0412756293998381,0,0,40,0.9786522633744856,2,0,0.25,0.01,0.75,50.0,imprint,30.0,0.45,0.2,0.1,0.002,8.0
72,500,0.4099970188319569,0.5,0.4754764522524201,0.0,0.125,0.2197893371770298,extended_moore_r2__ql__fixed__intr0__struct0__synchronous__lesion__s1__4bfbd5093b,0.0113788710374589,0.0108839912154002,0.25,False,0.8499152729262232,0.002,0.016,ql,0.68,extended_moore_r2,50,100,0.9,0.1507063266801482,0.3,0,0.42,0.08,300,0.4082584179463515,0.2,20,1.289068289666473,,4.299674384982346e-18,0.2,fixed,primary,0.0494199904904924,False,synchronous,50,260,400,1,-1,1.0,0.6,0.6,100,0.0147885382302365,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0
72,500,0.4095028839789926,0.5,0.4180987420467021,0.0,0.125,0.2213602516888108,extended_moore_r2__ql__plastic__intr0__struct0__synchronous__order_ab__s1__0612c84a10,-0.0768258470196074,-0.0923140380224627,0.25,False,0.846220256813768,0.002,0.016,ql,0.68,extended_moore_r2,50,100,0.9,0.1603316562583633,0.3,0,0.42,0.08,300,0.4057447659815641,0.2,20,1.225132127715725,-0.0154881910028552,4.197568218181735e-18,0.2,plastic,primary,,False,synchronous,50,260,400,1,-1,1.0,0.6,0.6,100,0.0114616501658546,0,0,40,0.978226273148148,2,0,0.25,0.01,0.75,50.0,order_ab,30.0,0.45,0.2,0.1,0.002,8.0
72,500,0.4204575492645603,0.5,0.4624666063855738,0.0,0.125,0.0,extended_hex_r2__markov__fixed__intr0__struct0__synchronous__order_ba__s1__e423e3321f,0.0145669599036857,0.0224762744573091,0.25,False,0.8666907842143061,0.002,0.016,markov,0.68,extended_hex_r2,50,100,0.9,0.1481437543033869,0.3,0,0.42,0.08,300,0.4107392885797493,0.2,20,1.255723709488397,0.0079093145536233,3.3429367650923165e-18,0.2,fixed,primary,,False,synchronous,50,260,400,1,-1,1.0,0.6,0.6,100,0.0113340474863107,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,order_ba,30.0,0.45,0.2,0.1,0.002,8.0
72,500,0.4153307463046152,0.5,-0.0466108975322795,0.0,0.125,0.0,extended_hex_r2__markov__plastic__intr0__struct0__alpha_async__baseline__s1__deb2de3fa3,-0.0024056280860223,-0.0030048843405365,0.25,False,0.8290792987878101,0.002,0.016,markov,0.68,extended_hex_r2,50,100,0.9,0.2453258269767775,0.3,0,0.42,0.08,300,0.4506252202196731,0.2,20,0.2743898146495495,,2.8198398407998998e-18,0.2,plastic,primary,,False,alpha_async,50,260,400,1,-1,1.0,0.6,0.6,100,0.002241010858862,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,baseline,30.0,0.45,0.2,0.1,0.002,8.0
72,500,0.4604888503708643,0.5,0.0103498924562851,0.0,0.125,0.1267519979866349,extended_hex_r2__ql__fixed__intr0__struct0__alpha_async__imprint__s1__3bf00b66ca,-0.0069995389336463,-0.0155603005669207,0.25,False,0.8496231116962996,0.002,0.016,ql,0.68,extended_hex_r2,50,100,0.9,0.2429441762222969,0.3,0,0.42,0.08,300,0.4472463282258626,0.2,20,0.8909799364275024,,2.7278409347463826e-18,0.2,fixed,primary,,False,alpha_async,50,260,400,1,-1,1.0,0.6,0.6,100,0.0126519055007784,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,imprint,30.0,0.45,0.2,0.1,0.002,8.0
72,500,0.4772354927962531,0.5,-0.0284177509355244,0.0,0.125,0.1240441106062859,extended_hex_r2__ql__plastic__intr0__struct0__alpha_async__lesion__s1__2445a50f0d,0.0023822445867744,0.0103062246273443,0.25,False,0.8517371287729529,0.002,0.016,ql,0.68,extended_hex_r2,50,100,0.9,0.2455079078203777,0.3,0,0.42,0.08,300,0.4445113182922952,0.2,20,0.8598007008155152,,2.4483263328388208e-18,0.2,plastic,primary,0.0625864982840421,False,alpha_async,50,260,400,1,-1,1.0,0.6,0.6,100,0.0022956392903066,0,0,40,0.9911158264746228,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0
72,500,0.4187432959770684,0.5,-0.1724334552312427,0.0,0.125,0.0,honeycomb_nnn__markov__fixed__intr0__struct0__alpha_async__order_ab__s1__4936156720,0.0431040887428059,0.0415024738791071,0.25,False,0.2052368698407126,0.002,0.016,markov,0.68,honeycomb_nnn,50,100,0.9,0.5231472640058739,0.3,0,0.42,0.08,300,0.378230205263422,0.2,20,1.30072353763977,-0.0016016148636988,2.6576106338320713e-18,0.2,fixed,primary,,False,alpha_async,50,260,400,1,-1,1.0,0.6,0.6,100,0.0373590968977534,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,order_ab,30.0,0.45,0.2,0.1,0.002,8.0
72,500,0.3327462146876009,0.5,0.0354499874589096,0.0,0.125,0.0,honeycomb_nnn__markov__plastic__intr0__struct0__alpha_async__order_ba__s1__66773df07c,0.0742111092203593,0.0708892842792715,0.25,False,0.4443169441227743,0.002,0.016,markov,0.68,honeycomb_nnn,50,100,0.9,0.3560302585470521,0.3,0,0.42,0.08,300,0.3026561594782372,0.2,20,1.4225417563315468,-0.0033218249410877,2.401539328811572e-18,0.2,plastic,primary,,False,alpha_async,50,260,400,1,-1,1.0,0.6,0.6,100,0.0427923416085716,0,0,40,0.9992283950617284,2,0,0.25,0.01,0.75,50.0,order_ba,30.0,0.45,0.2,0.1,0.002,8.0
72,500,0.481288372362473,0.5,-0.3173112368840148,0.0,0.125,0.3304976661268161,honeycomb_nnn__ql__fixed__intr0__struct0__block_async__baseline__s1__3e719d054d,-0.0093054308488726,0.0024597891224004,0.25,False,0.2666113524870147,0.002,0.016,ql,0.68,honeycomb_nnn,50,100,0.9,0.5960137140228804,0.3,0,0.42,0.08,300,0.4813745229802564,0.2,20,0.9982669234533846,,2.757088107864883e-18,0.2,fixed,primary,,False,block_async,50,260,400,1,-1,1.0,0.6,0.6,100,0.0228949755248868,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,baseline,30.0,0.45,0.2,0.1,0.002,8.0
72,500,0.396801908499678,0.5,-0.240687577078068,0.0,0.125,0.2466998215420502,honeycomb_nnn__ql__plastic__intr0__struct0__block_async__imprint__s1__e42db36560,-0.0013447906910833,0.006691542297742,0.25,False,0.7057760467950454,0.002,0.016,ql,0.68,honeycomb_nnn,50,100,0.9,0.3601989847162072,0.3,0,0.42,0.08,300,0.3951891235534381,0.2,20,0.8526553807304189,,3.676454994375213e-18,0.2,plastic,primary,,False,block_async,50,260,400,1,-1,1.0,0.6,0.6,100,0.0300245753262435,0,0,40,0.9995927640603568,2,0,0.25,0.01,0.75,50.0,imprint,30.0,0.45,0.2,0.1,0.002,8.0
72,500,0.3999011834643668,0.5,-0.1069454256072089,0.0,0.125,0.0,square_vn__markov__fixed__intr0__struct0__synchronous__baseline__s2__8e18f743b6,-0.0075482772158717,0.0114826569929622,0.25,False,0.7696602056151487,0.002,0.016,markov,0.68,square_vn,50,100,0.9,0.299176009330609,0.3,0,0.42,0.08,300,0.3988235547582879,0.2,20,1.4406901885993575,,2.4997253967664778e-18,0.2,fixed,primary,,False,synchronous,50,260,400,2,-1,1.0,0.6,0.6,100,0.0029844216233714,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,baseline,30.0,0.45,0.2,0.1,0.002,8.0
72,500,0.1361158407018757,0.5,0.5746492015211168,0.0,0.125,0.0,square_vn__markov__plastic__intr0__struct0__synchronous__imprint__s2__93eaba05e8,0.2550581225024018,0.2598977163974674,0.25,False,0.2645808879079375,0.002,0.016,markov,0.68,square_vn,50,100,0.9,0.1056518266856667,0.3,0,0.42,0.08,300,0.139495161056227,0.2,20,1.0977702859353868,,2.7274763362611653e-18,0.2,plastic,primary,,False,synchronous,50,260,400,2,-1,1.0,0.6,0.6,100,0.0934748084509285,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,imprint,30.0,0.45,0.2,0.1,0.002,8.0
72,500,0.3947328042227642,0.5,-0.0814750958705184,0.0,0.125,0.2623775258825174,square_vn__ql__fixed__intr0__struct0__synchronous__lesion__s2__0113d4ce63,0.0005000725293469,-0.013184579480171,0.25,False,0.7668834133401543,0.002,0.016,ql,0.68,square_vn,50,100,0.9,0.2939493693377841,0.3,0,0.42,0.08,300,0.3945751665566764,0.2,20,1.4276140326354625,,1.9917500940772907e-18,0.2,fixed,primary,-0.0099434932194618,False,synchronous,50,260,400,2,-1,1.0,0.6,0.6,100,0.0028919807566856,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0
72,500,0.3924846994869876,0.5,-0.1010283988609605,0.0,0.125,0.2644882498777014,square_vn__ql__plastic__intr0__struct0__synchronous__order_ab__s2__5f06a1e448,-0.0023244667549455,-0.0031441405018004,0.25,False,0.7665850349239101,0.002,0.016,ql,0.68,square_vn,50,100,0.9,0.2960195091090026,0.3,0,0.42,0.08,300,0.3900213867349869,0.2,20,1.4236491769804496,-0.0008196737468549,1.8537387770050152e-18,0.2,plastic,primary,,False,synchronous,50,260,400,2,-1,1.0,0.6,0.6,100,0.0027107769537134,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,order_ab,30.0,0.45,0.2,0.1,0.002,8.0
72,500,0.4011637508332829,0.5,0.4014466045083029,0.0,0.125,0.0,square_moore__markov__fixed__intr0__struct0__synchronous__order_ba__s2__45e7c5a012,0.0249583307516572,0.0343243358112527,0.25,False,0.8136544267693141,0.002,0.016,markov,0.68,square_moore,50,100,0.9,0.1731486215169421,0.3,0,0.42,0.08,300,0.4025661879531472,0.2,20,1.295134343791397,0.0093660050595955,3.457883192646089e-18,0.2,fixed,primary,,False,synchronous,50,260,400,2,-1,1.0,0.6,0.6,100,0.0176618119484286,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,order_ba,30.0,0.45,0.2,0.1,0.002,8.0
72,500,0.4390212197507871,0.5,-0.3055544556957886,0.0,0.125,0.0,square_moore__markov__plastic__intr0__struct0__alpha_async__baseline__s2__c5364c828c,0.0053761493808103,0.00777546626415,0.25,False,0.6019309566314759,0.002,0.016,markov,0.68,square_moore,50,100,0.9,0.4565497000562692,0.3,0,0.42,0.08,300,0.4339909099408044,0.2,20,1.2445991934977236,,3.1588790150952645e-18,0.2,plastic,primary,,False,alpha_async,50,260,400,2,-1,1.0,0.6,0.6,100,0.0177912716993829,0,0,40,0.9998312114197532,2,0,0.25,0.01,0.75,50.0,baseline,30.0,0.45,0.2,0.1,0.002,8.0
72,500,0.4186777381780995,0.5,-0.3232925185327044,0.0,0.125,0.3044516659855994,square_moore__ql__fixed__intr0__struct0__alpha_async__imprint__s2__3a72db0997,0.0069247270818939,-0.0008599366363751,0.25,False,0.6293325898825683,0.002,0.016,ql,0.68,square_moore,50,100,0.9,0.4371150342869599,0.3,0,0.42,0.08,300,0.4143848928802507,0.2,20,1.3776815264447413,,3.653577505127249e-18,0.2,fixed,primary,,False,alpha_async,50,260,400,2,-1,1.0,0.6,0.6,100,0.0726654020037646,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,imprint,30.0,0.45,0.2,0.1,0.002,8.0
72,500,0.4079466794786069,0.5,-0.35827632854337,0.0,0.125,0.270814093364047,square_moore__ql__plastic__intr0__struct0__alpha_async__lesion__s2__758de94707,0.0039616708896613,-8.047368707547594e-05,0.25,False,0.5736356461567261,0.002,0.016,ql,0.68,square_moore,50,100,0.9,0.4741507745613121,0.3,0,0.42,0.08,300,0.4059775964988595,0.2,20,1.4835479120212534,,2.144562350367616e-18,0.2,plastic,primary,0.0156620179402149,False,alpha_async,50,260,400,2,-1,1.0,0.6,0.6,100,0.0194467995177986,0,0,40,0.9986496913580248,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0
72,500,0.3705991072529416,0.5,-0.0795776888266849,0.0,0.125,0.0,hex_cells__markov__fixed__intr0__struct0__alpha_async__order_ab__s2__ec6e802f27,0.0791955664756823,0.0718541051838561,0.25,False,0.4206124725528362,0.002,0.016,markov,0.68,hex_cells,50,100,0.9,0.4222809006303777,0.3,0,0.42,0.08,300,0.3366911588739082,0.2,20,1.583775120694258,-0.0073414612918261,1.7849771346999072e-18,0.2,fixed,primary,,False,alpha_async,50,260,400,2,-1,1.0,0.6,0.6,100,0.048563170412969,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,order_ab,30.0,0.45,0.2,0.1,0.002,8.0
72,500,0.3131886087276818,0.5,0.0720232376256848,0.0,0.125,0.0,hex_cells__markov__plastic__intr0__struct0__alpha_async__order_ba__s2__b4555aa469,0.1017478271929217,0.0959935154093155,0.25,False,0.4250241939547117,0.002,0.016,markov,0.68,hex_cells,50,100,0.9,0.3364092086985082,0.3,0,0.42,0.08,300,0.2869476348394993,0.2,20,1.5451110091404527,-0.0057543117836061,1.998304794514942e-18,0.2,plastic,primary,,False,alpha_async,50,260,400,2,-1,1.0,0.6,0.6,100,0.0622701270197235,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,order_ba,30.0,0.45,0.2,0.1,0.002,8.0
72,500,0.4612247835895512,0.5,-0.4128469264221742,0.0,0.125,0.2992545457525972,hex_cells__ql__fixed__intr0__struct0__block_async__baseline__s2__01ef52821a,-0.0067482885807126,-0.0037268547878643,0.25,False,0.5445596055070372,0.002,0.016,ql,0.68,hex_cells,50,100,0.9,0.5360244327125613,0.3,0,0.42,0.08,300,0.4612512646889555,0.2,20,1.2682212265893886,,1.6314562211622853e-18,0.2,fixed,primary,,False,block_async,50,260,400,2,-1,1.0,0.6,0.6,100,0.017204319150992,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,baseline,30.0,0.45,0.2,0.1,0.002,8.0
72,500,0.4429906449809641,0.5,-0.3526003917142069,0.0,0.125,0.2835488240878941,hex_cells__ql__plastic__intr0__struct0__block_async__imprint__s2__1f88933d0b,-0.0022853701085361,0.0052643504350048,0.25,False,0.5834233126475616,0.002,0.016,ql,0.68,hex_cells,50,100,0.9,0.4836509657452815,0.3,0,0.42,0.08,300,0.4428552777349209,0.2,20,1.332708608461648,,2.1000595832570777e-18,0.2,plastic,primary,,False,block_async,50,260,400,2,-1,1.0,0.6,0.6,100,0.0074413976841303,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,imprint,30.0,0.45,0.2,0.1,0.002,8.0
72,500,0.266849789879318,0.5,0.2991387094175918,0.0,0.125,0.0,honeycomb__markov__fixed__intr0__struct0__block_async__lesion__s2__114d8dd201,0.1413335145571942,0.1156646420627457,0.25,False,0.492913683317059,0.002,0.016,markov,0.68,honeycomb,50,100,0.9,0.2299586057299078,0.3,0,0.42,0.08,300,0.2729899459484948,0.2,20,1.5285411476419344,,1.9302090980525426e-18,0.2,fixed,primary,0.1257128655125537,False,block_async,50,260,400,2,-1,1.0,0.6,0.6,100,0.1457422857088589,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0
72,500,0.2094937767380146,0.5,0.4041852876870254,0.0,0.125,0.0,honeycomb__markov__plastic__intr0__struct0__block_async__order_ab__s2__be75ee767d,0.2101289675113702,0.1724006628325365,0.25,False,0.3837200936981052,0.002,0.016,markov,0.68,honeycomb,50,100,0.9,0.1822460320819001,0.3,0,0.42,0.08,300,0.214429270212175,0.2,20,1.3947738621400636,-0.0377283046788336,2.061337310216327e-18,0.2,plastic,primary,,False,block_async,50,260,400,2,-1,1.0,0.6,0.6,100,0.2004494739289699,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,order_ab,30.0,0.45,0.2,0.1,0.002,8.0
