L,T,activity_late,alpha_async,autocorr_late,bias_mean_late,block_fraction,coherence_late,config_id,corr_A_late,corr_B_late,dephase,diagonal_ablation,entropy_late,eta_intrinsic,eta_weight,formalism,gamma,geometry,imprint_duration,imprint_start,imprint_strength,interface_density_late,intrinsic_bias_limit,intrinsic_enabled,intrinsic_target_activity,lesion_fraction,lesion_time,memory_mean_late,memory_strength,metric_stride,neighbor_pattern_entropy_late,orientation_anisotropy_late,p0,plasticity,profile,repair_reference_corr,save_dense,schedule,second_imprint_duration,second_imprint_start,second_lesion_time,seed,sensitivity_point,sequential_events_per_sweep,sigma_birth,sigma_survive,snapshot_every,spectral_peak_fraction_late,structural_additions_total,structural_enabled,structural_interval,structural_link_fraction_late,structural_min_degree,structural_removals_total,structural_rewire_probability,structural_swap_tolerance,structural_target_fraction,structural_utility_tau,task,tau_memory,theta_input,theta_memory,theta_phase,weight_decay,weight_sum,selection_role,selection_score
72,500,0.4689869797773851,0.5,-0.037616702256967,0.0529893369488266,0.125,0.0,extended_hex_r2__markov__plastic__intr1__struct0__alpha_async__repeated_lesion__s1__57d773af3a,-0.0057257073905327,-0.0005298924761528,0.25,False,0.8470435029136805,0.003,0.016,markov,0.68,extended_hex_r2,50,100,0.9,0.2486767077016597,0.3,1,0.42,0.08,280,0.4365345061865263,0.2,20,0.8061258846943258,2.7000402675607504e-18,0.2,plastic,secondary,0.037218058102727,False,alpha_async,50,250,390,1,-1,1.0,0.6,0.6,100,0.0028709530820317,0,0,35,0.9894761659807956,2,0,0.55,0.0,0.75,35.0,repeated_lesion,30.0,0.45,0.2,0.1,0.002,8.0,high_repair,0.037218058102727
72,500,0.427985665584764,0.5,-0.0445446645668578,0.062679365637473,0.125,0.0,extended_hex_r2__markov__plastic__intr1__struct1__alpha_async__repeated_lesion__s3__ee5626d07a,0.0266896481311367,-0.0058665451723732,0.25,False,0.8304968171842149,0.003,0.016,markov,0.68,extended_hex_r2,50,100,0.9,0.256261900988096,0.3,1,0.42,0.08,280,0.4222363176521138,0.2,20,0.5824675209964443,2.401882442167522e-18,0.2,plastic,secondary,0.0542536691367174,False,alpha_async,50,250,390,3,-1,1.0,0.6,0.6,100,0.0054716053715662,38696,1,35,0.7776813271604939,2,38636,0.55,0.0,0.75,35.0,repeated_lesion,30.0,0.45,0.2,0.1,0.002,8.0,median,0.0
72,500,0.4493728231701276,0.5,-0.0643795695398095,0.0603398040538807,0.125,0.0,extended_hex_r2__markov__plastic__intr1__struct1__alpha_async__repeated_lesion__s2__fba66e787f,-0.0246581327533736,-0.0228231749975174,0.25,False,0.83372735856418,0.003,0.016,markov,0.68,extended_hex_r2,50,100,0.9,0.2611361178795773,0.3,1,0.42,0.08,280,0.421741998961606,0.2,20,0.7065765486441719,2.4293266954580452e-18,0.2,plastic,secondary,0.011670792973704,False,alpha_async,50,250,390,2,-1,1.0,0.6,0.6,100,0.0056779326306464,38540,1,35,0.7776920438957476,2,38462,0.55,0.0,0.75,35.0,repeated_lesion,30.0,0.45,0.2,0.1,0.002,8.0,visual,0.7037375823288486
72,500,0.427985665584764,0.5,-0.0445446645668578,0.062679365637473,0.125,0.0,extended_hex_r2__markov__plastic__intr1__struct1__alpha_async__repeated_lesion__s3__ee5626d07a,0.0266896481311367,-0.0058665451723732,0.25,False,0.8304968171842149,0.003,0.016,markov,0.68,extended_hex_r2,50,100,0.9,0.256261900988096,0.3,1,0.42,0.08,280,0.4222363176521138,0.2,20,0.5824675209964443,2.401882442167522e-18,0.2,plastic,secondary,0.0542536691367174,False,alpha_async,50,250,390,3,-1,1.0,0.6,0.6,100,0.0054716053715662,38696,1,35,0.7776813271604939,2,38636,0.55,0.0,0.75,35.0,repeated_lesion,30.0,0.45,0.2,0.1,0.002,8.0,high_repair,0.0542536691367174
72,500,0.4457512041992413,0.5,-0.2189806793703901,0.0,0.125,0.0,extended_hex_r2__markov__plastic__intr0__struct0__block_async__lesion__s3__ceab26060f,-0.0031959906953721,0.0035928890558569,0.25,False,0.9895588017033414,0.003,0.016,markov,0.68,extended_hex_r2,50,100,0.9,0.029897598000029,0.3,0,0.42,0.08,280,0.4457159148045171,0.2,20,0.0,2.1876767513417296e-19,0.2,plastic,secondary,-0.0021305564587217,False,block_async,50,250,390,3,-1,1.0,0.6,0.6,100,0.0814603931709219,0,0,35,0.9910729595336076,2,0,0.55,0.0,0.75,35.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,median,0.0
72,500,0.438163542291584,0.5,-0.1208792919237818,0.0,0.125,0.0,extended_hex_r2__markov__plastic__intr0__struct0__block_async__lesion__s2__a51a226efa,-0.08697263252296,-0.0148999400268483,0.25,False,0.9666088825705228,0.003,0.016,markov,0.68,extended_hex_r2,50,100,0.9,0.0643501147967578,0.3,0,0.42,0.08,280,0.4377043833189036,0.2,20,0.0166192158110189,4.790029037266689e-18,0.2,plastic,secondary,-0.0736547258358051,False,block_async,50,250,390,2,-1,1.0,0.6,0.6,100,0.0208456143751738,0,0,35,0.9882651748971192,2,0,0.55,0.0,0.75,35.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,visual,0.006196408623432
72,500,0.4457512041992413,0.5,-0.2189806793703901,0.0,0.125,0.0,extended_hex_r2__markov__plastic__intr0__struct0__block_async__lesion__s3__ceab26060f,-0.0031959906953721,0.0035928890558569,0.25,False,0.9895588017033414,0.003,0.016,markov,0.68,extended_hex_r2,50,100,0.9,0.029897598000029,0.3,0,0.42,0.08,280,0.4457159148045171,0.2,20,0.0,2.1876767513417296e-19,0.2,plastic,secondary,-0.0021305564587217,False,block_async,50,250,390,3,-1,1.0,0.6,0.6,100,0.0814603931709219,0,0,35,0.9910729595336076,2,0,0.55,0.0,0.75,35.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,high_repair,-0.0021305564587217
72,500,0.4135452583783336,0.5,-0.1453778885238364,0.0,0.125,0.0,extended_hex_r2__markov__plastic__intr0__struct1__block_async__lesion__s2__82ca39e1ef,-0.0204376505881556,-0.0003353287854594,0.25,False,0.8384648869292166,0.003,0.016,markov,0.68,extended_hex_r2,50,100,0.9,0.2399298288631178,0.3,0,0.42,0.08,280,0.41215294968045,0.2,20,0.2100777232176173,2.768133613333849e-18,0.2,plastic,secondary,-0.0246490482433617,False,block_async,50,250,390,2,-1,1.0,0.6,0.6,100,0.0142025111059211,39452,1,35,0.7777027606310014,2,39366,0.55,0.0,0.75,35.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,median,0.41205460419467327
72,500,0.4135452583783336,0.5,-0.1453778885238364,0.0,0.125,0.0,extended_hex_r2__markov__plastic__intr0__struct1__block_async__lesion__s2__82ca39e1ef,-0.0204376505881556,-0.0003353287854594,0.25,False,0.8384648869292166,0.003,0.016,markov,0.68,extended_hex_r2,50,100,0.9,0.2399298288631178,0.3,0,0.42,0.08,280,0.41215294968045,0.2,20,0.2100777232176173,2.768133613333849e-18,0.2,plastic,secondary,-0.0246490482433617,False,block_async,50,250,390,2,-1,1.0,0.6,0.6,100,0.0142025111059211,39452,1,35,0.7777027606310014,2,39366,0.55,0.0,0.75,35.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,visual,0.20297646766465677
72,500,0.4083638163950505,0.5,-0.1471991870119094,0.0,0.125,0.0,extended_hex_r2__markov__plastic__intr0__struct1__block_async__lesion__s3__5425644634,0.0069224181440471,0.0080765692271461,0.25,False,0.8185618611284179,0.003,0.016,markov,0.68,extended_hex_r2,50,100,0.9,0.2555281378676494,0.3,0,0.42,0.08,280,0.4063093220668602,0.2,20,0.2084702739855665,2.831955453533961e-18,0.2,plastic,secondary,0.0174406387353237,False,block_async,50,250,390,3,-1,1.0,0.6,0.6,100,0.0210729066737448,39708,1,35,0.7775527263374485,2,39584,0.55,0.0,0.75,35.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,high_repair,0.0174406387353237
